subject,slug,boundary_body
CHEMISTRY,化学键的符号表征-电子式,电子式的概念，原子、离子与化合物电子式的书写规则，以及用电子式表示离子化合物和共价化合物形成过程的方法。范围限定化学键的符号表征，与结构式、结构简式的书写相区别。
CHEMISTRY,化学键对物质性质的影响,化学键强弱对物质熔点、硬度等物理性质的影响，以及键的强弱对物质稳定性与反应性的影响。范围限定键强与性质的关系层面，与分子间作用力、氢键的具体作用相区别。
CHEMISTRY,1-按系统命名法对下列有机物进行命名,有机物系统命名法的基本规则与依据名称书写结构简式的方法。范围限定命名规则的运用，与有机物结构特点、化学性质的学习内容相区别。
CHEMISTRY,分离-提纯有机化合物常用的方法,分离提纯有机化合物的常用方法，包括蒸馏、重结晶与萃取，液液萃取和固液萃取的原理及萃取剂的选择。范围限定有机产物的纯化，与无机产品分离提纯的操作细节相区别。
CHEMISTRY,有机化合物中碳原子的成键特点,说明有机物分子中碳原子的成键特点：每个碳原子形成共价键的数目、键的类型以及碳链与碳环的连接方式，并按成键情况对碳原子分类；延伸包括同数碳原子碳骨架结构种数的简单判断。不涉及具体有机分子的空间构型与化学性质。
CHEMISTRY,有机化合物中的共价键,比较有机物分子中σ键与π键的形成方式与强度差异，说明二者各自对应的特征反应类型；还讨论共价键的极性对有机分子反应活性以及羧酸酸性的影响。不涉及具体反应方程式与机理。
CHEMISTRY,有机化合物的空间结构,以典型烃类的空间构型为基础，给出判断有机物分子中原子共线、共面的四种基本模型，并讨论碳碳单键旋转对原子共面性的影响。不涉及有机化合物命名与结构简式的书写规则。
CHEMISTRY,有机化合物的共面共线的判断,给出判断有机物分子中原子共面、共线的思维模型：先看清判断对象与要求，再选准基本结构主体，区分一定共面与可能共面的情形。不涉及具体分子结构的定量计算。
BIOLOGY,细胞学说,阐述施莱登、施旺等建立的细胞学说要点，及其对理解动植物结构统一性的意义；延伸包括人工合成细胞与巨型病毒研究对细胞学说的新进展。不涉及各类细胞的具体结构特征。
BIOLOGY,生命系统的结构层次,说明从细胞到生物圈的生命系统结构层次，强调细胞是最基本的层次，分子或原子本身不构成生命系统；生命活动离不开细胞。不涉及水等具体化合物的理化性质。
BIOLOGY,病毒,讨论病毒作为非细胞结构生物的基本特点：只含一种核酸，其表达、复制以及对模板和原料的获取都依赖宿主细胞。不涉及具体病毒疾病的分类与感染过程细节。
BIOLOGY,原核细胞,说明原核细胞的结构特点及与真核细胞的区别，归纳原核生物的基本类群；延伸包括孟德尔定律对原核生物是否适用及其可遗传变异、无细胞器细胞的有氧呼吸场所。不涉及真核细胞器的结构功能。
BIOLOGY,使用高倍显微镜观察细胞,说明显微镜的基本结构与成像原理、低倍镜换高倍镜的操作要求（先用低倍镜找到目标）以及放大倍数改变时视野中细胞数目的计算方法，放大倍数指长度而非面积。不涉及具体细胞结构的识别。
BIOLOGY,细胞的多样性和统一性,说明细胞在形态结构上的多样性与所有细胞表现出的统一性，以及代谢旺盛细胞的形态特征；还包括原核与真核细胞判断中的易错情形和生物界与非生物界元素的统一性与差异性。不涉及各细胞器的结构与功能。
BIOLOGY,细胞的统一性,围绕细胞在结构与功能上的统一性，阐述细胞学说的主要内容，强调一切动植物都由细胞构成、细胞是相对独立的生命单位；延伸包括生物界与无机自然界元素的统一性与差异性。不涉及不同类细胞的具体结构差异。
BIOLOGY,真核细胞,说明真核细胞以核膜为界限具有成形细胞核的定义与特点，辨析无细胞核的真核细胞特例；还包括细胞内碱基互补配对的场所及维持细胞形态的相关结构。不涉及细胞核的详细结构与功能。
BIOLOGY,原核细胞和真核细胞,比较原核与真核细胞的结构差异，区分依据是有无核膜包被的细胞核；涵盖细胞壁成分、细胞器、DNA存在形式、转录翻译特点及孟德尔定律与可遗传变异的适用性，并给出两类细胞的共性与单细胞生物归类举例。不涉及细胞分裂的具体过程。
BIOLOGY,细胞是基本的生命系统,以细胞为结构与功能的基本单位，说明生命系统由细胞到生物圈的层次划分，强调细胞是最基本的生命系统；延伸包括台盼蓝染色鉴别细胞死活和多细胞植物没有系统层次的事实。不涉及各层次的具体功能细节。
BIOLOGY,组成细胞的元素,说明组成细胞的化学元素分为大量元素与微量元素，以及各元素的相对含量；还包括能对应特定结构的特征元素（如Mg是叶绿素的组成元素）。不涉及元素在化合物中的具体存在形式与功能。
BIOLOGY,水,说明细胞中水的存在形式与生理作用，以及水分子结构与比热容等理化特性的关系；延伸包括细胞代谢中水的产生与利用和冬灌抗寒等应用。不涉及具体代谢反应的详细过程。
BIOLOGY,无机盐,说明细胞中无机盐的主要存在形式与生理功能，并以具体化合物和生命活动的实例说明无机盐的必要性。不涉及具体生理过程的详细机制。
BIOLOGY,氨基酸,说明氨基酸的基本结构，强调R基决定氨基酸的种类；延伸包括双缩脲试剂使用的易错点和基因、mRNA与氨基酸数目之间的比例关系。不涉及蛋白质的具体序列与空间结构。
BIOLOGY,核苷酸,说明核苷酸的组成与分类及其作为核酸基本单位的作用；延伸包括DNA复制消耗脱氧核苷酸的数量计算和DNA损伤的重要修复机制。不涉及基因表达的详细过程与DNA的具体结构。
BIOLOGY,脱水缩合,说明氨基酸通过脱水缩合形成肽链的过程及其与肽键的关系；延伸指出核酸、多糖等生物大分子合成时同样产生水。不涉及蛋白质中氨基酸的具体序列与空间结构。
BIOLOGY,糖类,说明细胞中糖类按功能与结构的分类，以及多糖的组成与代谢特点；延伸包括糖类和脂质的情境化知识要点。不涉及具体糖类代谢的详细反应途径，也不涉及脂质的组成与功能。
BIOLOGY,脂质,说明脂质的分类与生理功能，强调脂肪与磷脂在元素组成上的差异；还包括与脂肪酸相关的易混点。不涉及脂质代谢的详细途径。
BIOLOGY,糖类和脂质的相互转化,说明糖类与脂质相互转化的方向与条件，及其与细胞能量代谢的关系；辨析其与ATP和ADP相互转化这一不同类型化合物转化的区别。不涉及两者各自详细的反应途径与方程式。
BIOLOGY,蛋白质,说明蛋白质的基本组成与结构特点，包括与肽键直接相连的原子和特定蛋白质中二硫键等化学键的作用。不涉及单个蛋白质的具体空间结构与功能机制。
BIOLOGY,核酸,说明核酸作为遗传信息携带者的作用，及DNA与RNA在组成和结构上的区别；包括脱氧核苷酸排列顺序储存遗传信息，以及DNA和RNA初步与彻底水解产物的区分。不涉及DNA复制与基因表达的详细机制。
BIOLOGY,细胞中的糖类,说明细胞中糖类的种类、分布与功能，区分单糖、二糖与多糖；重点包括三种二糖的水解产物与分布，并指出并非所有糖类都有甜味。不涉及糖类代谢的具体途径。
BIOLOGY,比较细胞中的生物大分子,比较细胞中各类生物大分子的元素组成、多聚体属性与生理功能；延伸包括不同生物细胞壁成分的比较，以及蛋白质等大分子经核孔进出细胞核而非胞吞胞吐。不涉及各大分子的详细合成过程。
BIOLOGY,元素和化合物的相互推断-归纳总结,归纳细胞中特征元素与特定化合物的对应关系和由元素组成推断化合物类型的方法；还包括ATP是一种高能磷酸化合物以及不同化合物中符号A含义的辨析。不涉及各化合物理化性质的详细内容。
BIOLOGY,细胞中的化合物,说明组成细胞的主要化合物及其相对含量，强调细胞鲜重中含量最多的化合物是水、含量最多的有机物是蛋白质，而干重中含量最多的化合物是蛋白质。不涉及各化合物的具体功能。
BIOLOGY,细胞壁,说明细胞壁的分布、组成与功能，强调不同生物细胞壁的主要成分不同（植物、真菌与细菌各有差异）；还包括支原体没有细胞壁这一特例。不涉及细胞膜的结构与功能。
BIOLOGY,线粒体,说明线粒体的结构特点与主要功能，包括线粒体DNA的存在形式及其呼吸底物不是葡萄糖的事实；还包括与核酸相关的易混点。不涉及有氧呼吸过程的详细阶段与物质变化。
BIOLOGY,叶绿体,说明叶绿体的分布、结构特点与生理功能，及其执行光合作用功能的结构基础。不涉及光反应与暗反应的详细过程与物质变化。
BIOLOGY,内质网,说明内质网的结构与功能，区分粗面内质网在蛋白质加工中的主要作用和滑面内质网合成脂质的作用；延伸包括其膜蛋白的功能及相关调控过程。不涉及分泌蛋白合成运输的完整途径。
BIOLOGY,核糖体,说明核糖体的组成、分布与功能，及其作为氨基酸翻译场所的作用；还包括一条mRNA结合多个核糖体形成多聚核糖体的现象与意义，以及rRNA的转录时期。不涉及翻译的具体过程与基因表达调控细节。
BIOLOGY,溶酶体,说明溶酶体的分布、起源与特点，强调其内部含有多种水解酶且主要分布在动物细胞；还包括其在细胞内物质降解与防御中的作用。不涉及白细胞吞噬和细胞自噬的详细过程。
BIOLOGY,液泡,说明液泡的结构与功能，包括液泡调节渗透压、贮存色素与营养物质的作用，以及液泡贮存过量离子以减轻细胞毒害。不涉及植物细胞壁形成和渗透调节的详细机制。
BIOLOGY,生物膜系统,说明生物膜系统的组成及其与细胞内分工的功能联系；延伸包括各种膜之间经囊泡运输的成分交流、分泌蛋白运输中膜融合的特异性及SNARE蛋白被毒素阻断的相关机制。不涉及各膜结构的合成细节。
BIOLOGY,细胞骨架,说明细胞骨架的主要成分（如微丝和微管）及其维持细胞形态、支撑细胞内部运动的功能；还包括细胞质基质与细胞骨架的分工。不涉及细胞分裂与胞内运输的详细机制。
BIOLOGY,高尔基体,说明高尔基体的结构与功能，强调其与内质网在蛋白质加工上的分工；包括其与植物细胞壁形成的关系，以及溶酶体起源于高尔基体但不能自身合成水解酶。不涉及分泌蛋白运输的完整途径。
BIOLOGY,膜的流动镶嵌模型,说明流动镶嵌模型的基本内容：磷脂双分子层构成膜的基本支架，蛋白质分子分布于其中；还包括膜的流动性及其生理意义和囊泡运输依赖膜流动性等易错点。不涉及具体膜蛋白的详细结构与功能。
BIOLOGY,细胞膜的结构和功能,说明细胞膜的主要成分与功能，强调其具有流动性和选择透过性；还包括不同生物膜成分与功能的对应关系及五种常考的膜蛋白及其功能。不涉及各种物质跨膜运输的详细过程。
BIOLOGY,细胞器的结构和功能,系统比较各细胞器的结构特点、膜系统与主要功能，强调结构与功能的对应差异；还包括不同细胞中细胞器数量与分布的差异，以及中心体的位置与细胞分裂中的动态变化。不涉及有氧呼吸、光合作用等具体生理过程的详细步骤。
BIOLOGY,自由扩散,说明自由扩散的定义、特点及影响因素，作为被动运输方式之一；包括物质跨膜运输三种方式的比较，以及水和小分子运输的常见易混点。不涉及载体蛋白的详细机制。
BIOLOGY,协助扩散,说明协助扩散的过程与特点，强调其需要转运蛋白参与但不消耗能量；包括两类转运蛋白的区分、水经通道蛋白的跨膜方式以及无机盐离子运输方式的辨析。不涉及主动运输的过程。
BIOLOGY,质壁分离,说明植物细胞质壁分离与复原的过程和发生条件，及其在判断细胞死活中的应用（复原实验中区分平衡与死亡）；还包括原生质层与原生质体的概念区分。不涉及具体实验中渗透压与浓度的定量变化。
BIOLOGY,渗透作用,说明渗透作用的概念与发生条件（半透膜两侧存在浓度差），以及判断水分移动方向的方法；包括渗透装置中液面差与浓度差的关系。不涉及溶质本身跨膜转运的详细过程。
BIOLOGY,物质出入细胞的方式,比较自由扩散、协助扩散、主动运输、胞吞和胞吐五类物质出入细胞的方式，从运输方向、是否耗能及特点入手；提供判断运输方式的方法，并辨析同一物质在不同细胞中的运输方式。不涉及各运输的详细分子机制。
BIOLOGY,被动运输,说明被动运输的特点，强调其不消耗能量、物质顺浓度梯度移动；包括水分子和某些小分子物质运输方式的区分（自由扩散或协助扩散）。不涉及主动运输的过程与膜蛋白的机制。
BIOLOGY,主动运输,说明主动运输的过程与特点，强调其需要载体蛋白参与并消耗能量；包括ATP为主动运输供能的作用和不同供能驱动方式（如ATP驱动泵与光驱动泵）。不涉及ATP自身的合成过程。
BIOLOGY,胞吞,说明胞吞的过程与特点，强调其与大分子物质跨膜运输方式的差别；包括胞吞与胞吐运输的物质不都是大分子的事实，以及两种方式的区分。不涉及胞内囊泡运输的具体机制。
BIOLOGY,胞吐,本节讲胞吐的过程与特点，即细胞将大分子物质经囊泡转运至细胞膜、与膜融合后排到细胞外的过程，并讨论胞吐引起的细胞膜面积的暂时变化。
BIOLOGY,主动运输的类型,本节讲主动运输的类型，即细胞逆浓度梯度转运物质时能量的三种来源与三种驱动方式，并介绍协同转运的特点。主动运输与被动运输的区别在于是否消耗能量、能否逆浓度进行。
BIOLOGY,酶的本质,本节讲酶的化学本质，即绝大多数酶是蛋白质、少数酶是RNA，并辨析名称相近而本质不同的物质，如PCR引物、还原型辅酶[H]等均不属于酶。
BIOLOGY,酶的作用,本节讲酶的作用，即酶作为生物催化剂通过降低化学反应的活化能来加快反应速率，并讨论pH等条件对酶活性的影响，涉及合成类酶与工具酶的作用。
BIOLOGY,酶的特性,本节讲酶的特性，包括高效性、专一性和作用条件温和，用沸水烫玉米可保持甜味等实例说明高温使酶失活，并通过曲线比较说明酶只加快反应达到平衡、不改变平衡点。
BIOLOGY,酶在代谢中的作用,本节讲酶在代谢中的作用，从发酵史中的代表性工作梳理酶的发现过程，说明酶的化学本质、合成场所与来源，并涉及与核酸有关的酶及分子标记在基因定位中的作用。
BIOLOGY,与酶有关的曲线分析,本节讲与酶有关的曲线分析，包括表示酶高效性、专一性的曲线及温度、pH对酶促反应速率的影响曲线；需掌握曲线各段的含义与关键点，并区分酶与无机催化剂对条件的要求。
BIOLOGY,atp的结构,本节讲ATP的结构，包括结构简式、腺苷与三个磷酸基团的组成及末端磷酸基团易脱离的特点，并辨析ATP与ADP的含义；ATP水解释放能量的利用另见相关知识点。
BIOLOGY,atp与adp的转化,本节讲ATP与ADP的相互转化及其能量供应机制：合成与水解由不同酶催化，物质可循环而能量不可逆，故不属于可逆反应；ATP—ADP循环构成细胞能量利用的闭环系统。
BIOLOGY,atp的结构和功能,本节讲ATP的结构简式与结构特点及其直接供能的作用，并比较ATP合成与水解在反应式、所需酶、能量来源与去路及场所上的不同；强调该能量供应机制在所有生物细胞内是相同的。
BIOLOGY,atp的合成和利用,本节讲ATP的合成和利用：ATP由ADP和Pi接受能量合成，水解释放的能量直接用于各项需能生命活动；涉及ATP合酶与H⁺梯度的驱动关系及相关实验中的变量分析。
BIOLOGY,有氧呼吸,本节讲有氧呼吸的过程与条件，包括各阶段的场所与物质变化、电子传递与氧化磷酸化，并比较有机物在体内氧化与体外燃烧的不同，涉及依据产物判断呼吸方式。
BIOLOGY,无氧呼吸,本节讲无氧呼吸的过程、场所与产物，说明不同生物无氧呼吸产物不同的原因，并辨析O₂浓度为0时只进行无氧呼吸等与细胞呼吸相关的易错点。
BIOLOGY,实验-探究酵母菌细胞呼吸的方式,本节讲探究酵母菌细胞呼吸方式的实验：对比有氧与无氧条件下CO₂和酒精的产生情况，用澄清石灰水、溴麝香草酚蓝和酸性重铬酸钾检测产物，并归纳判断呼吸方式的方法。
BIOLOGY,种子萌发过程中细胞呼吸的变化分析,本节分析种子萌发过程中细胞呼吸强度的变化，结合CO₂的产生与检测（石灰水变浑浊、溴麝香草酚蓝溶液变色）说明呼吸方式的变化，并涉及实验变量的分析方法。
BIOLOGY,细胞呼吸原理的应用,本节讲细胞呼吸原理在生产和生活中的应用，围绕O₂浓度、水分与温度等条件对呼吸强度的影响，说明粮食储存、果蔬保鲜、中耕松土等措施的依据。
BIOLOGY,光反应,本节讲光反应的过程，包括水的光解及ATP、NADPH（还原型辅酶Ⅱ）的合成，场所为类囊体薄膜；辨析光系统Ⅱ与光系统Ⅰ的功能，并与暗反应在场所、条件与产物上比较。
BIOLOGY,暗反应,本节讲暗反应的过程，即CO₂的固定与C₃的还原，场所为叶绿体基质，依赖光反应提供的ATP与NADPH，叶绿体内合成的ATP专用于暗反应；并归纳ATP的来源与去路，给出C₃、C₅含量变化的分析通法。
BIOLOGY,色素,本节讲光合色素的分布、种类与吸收光谱，并讨论藻类对不同光质的适应；重点辨析光合色素、花青素与光敏色素三者的区别，避免混淆。
BIOLOGY,类囊体,本节讲类囊体的结构与功能，即叶绿体内由膜围成的囊状结构，光合色素与相关酶分布于其上，是光反应的场所。
BIOLOGY,捕获光能的色素和结构,本节讲捕获光能的色素和结构：色素的种类、分布、功能与吸收光谱，及类囊体薄膜上光反应的场所与过程；介绍色素的提取与分离方法，并涉及光合作用的意义。
BIOLOGY,光合作用,本节讲光合作用的总体过程，包括光反应与暗反应两阶段的物质变化、能量转化与场所，比较两者的区别与联系，说明光合作用在物质与能量转换中的意义。
BIOLOGY,光合作用的影响因素,本节讲影响光合作用强度的环境因素，包括光照强度、CO₂浓度与温度，分析相关曲线的限制因素，并讨论光合午休现象及其在生产上的应用。
BIOLOGY,探索光合作用原理的部分实验,本节梳理探索光合作用原理的部分经典实验：从离体叶绿体水的光解，到同位素示踪确定O₂来源，再到用放射性标记探明CO₂中碳的转移途径，归纳各实验的方法与结论。
BIOLOGY,光合作用的原理,本节讲光合作用的原理：光反应与暗反应在条件、场所、物质与能量转化上的比较与联系，包括水的光解、ATP与NADPH的合成、CO₂的固定与C₃的还原，并比较光合作用与化能合成作用。
BIOLOGY,光呼吸,本节讲光呼吸，即Rubisco的氧化活性使C₅与O₂结合而产生的代谢途径，与其羧化活性相区别；O₂浓度升高或CO₂浓度降低时光呼吸增强。
BIOLOGY,光合作用与细胞呼吸过程-物质和能量的关系,本节讲光合作用与细胞呼吸在物质和能量上的关系：比较两者发生范围、场所、条件与实质，说明物质与能量转化的对应，并追踪C、H、O元素在两个过程中的转移途径。
BIOLOGY,影响光合作用强度的环境因素,本节讲影响光合作用强度的环境因素，重点分析光照强度曲线中光补偿点、光饱和点及各线段的含义，区分叶肉细胞与植物整体的气体交换表现，并涉及O₂浓度对净光合速率的影响。
BIOLOGY,细胞增殖,本节讲细胞增殖的概念、意义与所需条件，包括有丝分裂、无丝分裂等方式，讨论分裂产生子细胞的三种去向，并辨析无丝分裂与分裂末期的区别。
BIOLOGY,有丝分裂,本节讲有丝分裂的过程与特征，说明一个细胞周期由分裂间期和分裂期构成，涉及染色体标记后连续分裂的规律，并区分有丝分裂与减数分裂Ⅱ的主要特征。
BIOLOGY,细胞分化,本节讲细胞分化的概念、过程与意义：在个体发育中，细胞后代在形态、结构和功能上发生稳定性差异，其根本原因是基因的选择性表达。
BIOLOGY,细胞衰老,本节讲细胞衰老的特征，如细胞内水分减少、代谢降低等，并说明在成熟的生物体中细胞衰老与个体衰老之间的关系。
BIOLOGY,细胞凋亡,本节讲细胞凋亡，即由基因所决定的细胞自动结束生命的过程及其形态学特征；重点比较细胞凋亡与细胞坏死在原因、过程与结果上的区别。
BIOLOGY,细胞癌变,本节讲细胞癌变的原因与特征：原癌基因与抑癌基因发生突变或表达异常，导致细胞异常增殖；癌细胞具有无限增殖等特征。
BIOLOGY,细胞周期,本节讲细胞周期的概念及表示方法，能用扇形图、直线图、坐标图和直方图识别一个完整的细胞周期；并涉及分裂间期的特点及其调控机制，如周期蛋白依赖性激酶的作用。
BIOLOGY,细胞的全能性,本节讲细胞的全能性，即已分化的细胞仍具有发育成完整个体的潜能；涉及动物细胞核移植技术与克隆动物，以及干细胞的类型与特点。
BIOLOGY,同源染色体,本节讲同源染色体的概念，即减数分裂中配对的两条染色体，一般形状大小相同，一条来自父方一条来自母方；掌握同源染色体的判断方法，涉及分子标记共分离定位的应用。
BIOLOGY,联会,本节讲联会，即减数分裂Ⅰ前期同源染色体两两配对的现象，并涉及端粒的结构及其在联会中的作用。
BIOLOGY,四分体,本节讲四分体的概念，即联会后每对同源染色体含有四条染色单体；掌握四分体与染色体、染色单体的数量关系，并涉及同源染色体非姐妹染色单体间的互换。
BIOLOGY,精子的形成过程,本节讲精子的形成过程：精原细胞经减数分裂Ⅰ和Ⅱ形成精细胞，再变形为精子；掌握各时期细胞名称、染色体行为（联会、同源染色体分离、自由组合、着丝粒分裂）与数目变化。
BIOLOGY,遗传系谱图的分析及概率的计算,本节讲遗传系谱图的分析与概率计算：判断遗传方式、确定个体基因型并计算后代表现概率；涉及连续自交及自交并逐代淘汰等计算模型。
BIOLOGY,减数分裂,本节讲减数分裂的过程，即染色体复制一次、细胞连续分裂两次，结果成熟生殖细胞中染色体数目减半；涉及异常分裂（如XXY个体）的原因分析及与可遗传变异的关系。
BIOLOGY,受精作用,本节讲受精作用的概念、实质与结果：精子与卵细胞相互识别并融合，受精卵细胞核中的遗传物质一半来自父方一半来自母方，染色体数目恢复为体细胞水平。
BIOLOGY,基因的表达,本节讲基因的表达，即遗传信息从DNA流向RNA再形成蛋白质的过程，包括转录与翻译；并辨析DNA甲基化不属于基因突变，涉及RNA干扰的基因沉默机制。
BIOLOGY,转录,本节讲转录的过程：以DNA的一条链为模板合成RNA，涉及RNA的合成方向、启动子的作用，并与DNA复制过程比较，辨析两类过程中的常见错误。
BIOLOGY,翻译,本节讲翻译的过程：核糖体以mRNA为模板、tRNA为运载工具，按密码子合成蛋白质；涉及tRNA的结构与反密码子、多聚核糖体模型，并辨析翻译中的易错点。
BIOLOGY,中心法则,本节讲中心法则的内容：遗传信息通过DNA复制、转录与翻译从DNA流向RNA再流向蛋白质；比较不同生物中遗传信息的流动方式，涉及RNA复制的条件与产物。
BIOLOGY,密码子,本节讲密码子的概念，即mRNA上决定一个氨基酸的三个相邻碱基；掌握密码子与反密码子的对应关系及数量关系，并区分起始密码子与终止密码子。
BIOLOGY,dna是主要的遗传物质,本节讲DNA是主要遗传物质的结论及其形成过程，通过代表性实验证明DNA是遗传物质，并归纳绝大多数生物以DNA为遗传物质、少数病毒以RNA为遗传物质。
BIOLOGY,dna的双螺旋结构,本节讲DNA分子的双螺旋结构要点：两条反向平行的脱氧核苷酸链、碱基互补配对原则及其对结构稳定性的意义，并说明DNA分子的多样性与特异性。
BIOLOGY,dna的复制,讲DNA半保留复制的过程、特点与实验证据，包括以母链为模板、按碱基互补配对合成子链等要点；辨析半保留复制与全保留复制的结论差异，明确复制准确性依赖碱基互补配对，且DNA聚合酶不能从头合成、需要引物。
BIOLOGY,分离定律,讲一对相对性状的遗传规律：形成配子时等位基因彼此分离，杂合子自交后代出现性状分离；范围限于一对基因控制的一对相对性状，两对及以上基因的遗传属自由组合定律，理解上可结合假说—演绎法的实验程序。
BIOLOGY,自由组合定律,讲两对及以上对相对性状的遗传规律：形成配子时等位基因分离的同时，非同源染色体上的非等位基因自由组合；并可据此推算n对等位基因条件下F1配子与F2表型的种类和比例，适用于各对基因独立遗传的情形。
BIOLOGY,性状分离比,讲杂合子自交后代显、隐性性状的分离比例及其计算，可用于根据自交分离比判定外源基因的插入位置；辨析性状类概念，明确符合分离定律的遗传不一定出现特定分离比，比例偏离时需结合具体情境分析。
BIOLOGY,测交,讲测交实验的设计与解读：让基因型未知的个体与隐性纯合子杂交，据后代表型及比例推断其基因型；辨析测交在假说—演绎法中属演绎与验证环节，区分测交与测交组合的表述。
BIOLOGY,豌豆用作遗传实验的材料,讲豌豆作为遗传实验材料的特点与优势：花大易做人工杂交，自然状态下闭花受粉、一般为自交，具有多对易于区分的相对性状，子代数量多、世代周期短；并识记P、F1、F2、×、⊗、♀、♂等遗传符号的含义。
BIOLOGY,基因型-表型的推断,讲基因型与表型的正推与逆推：由亲代基因型推算子代基因型与表型比例，如杂合子自交显隐3:1、测交组合1:1；也由后代表型比例反推双亲基因型，如3:1说明双亲均为杂合子，辅以“1减”技巧与逆向组合法等比例计算要点。
BIOLOGY,分离定律的概率计算和常规应用,讲分离定律框架下的概率计算：利用配子类型及比例求子代特定基因型或表型的概率，常用1减去对立事件处理“至少”类问题；应用涉及育种与医学实践，范围以一对等位基因为限。
BIOLOGY,伴性遗传,讲性染色体上基因的遗传规律：X与Y染色体的传递特点及二者结构差异、X染色体基因频率的计算；辨析伴性遗传与常染色体遗传的区别，前者性状表现与性别相关联，后者与性别无关。
BIOLOGY,基因在染色体上,讲基因位于染色体上的证据与平行关系：基因与染色体在行为上具平行性，基因随染色体组合而传递；辨析基因数目与染色体数目、位置上的对应关系，明确伴性遗传分析仅适用于具性别分化（雌雄异体）的物种。
BIOLOGY,基因,讲基因的概念、遗传信息属性及其与DNA分子的关系，辨析复等位基因与一对等位基因的区别；延伸介绍基因治疗的原理、载体、方式及当前存在的问题。
BIOLOGY,多倍体,讲多倍体的概念与形成，辨析二倍体、多倍体与单倍体三者的划分标准——按体细胞中染色体组数目界定而非个体大小；实例涉及三倍体无子西瓜的培育，并明确三倍体不能进行单倍体育种。
BIOLOGY,单倍体,讲单倍体的概念——由配子直接发育而来、体细胞中含本物种配子染色体数的个体，其染色体组数随原物种倍性而异；并介绍单倍体育种的操作流程及其优点，如可明显缩短育种年限。
BIOLOGY,共同进化,讲共同进化的概念与原因：不同物种之间、生物与无机环境之间在相互影响中不断进化和发展；辨析共同进化与协同进化两种表述的一致性，并与生物多样性的形成相联系。
BIOLOGY,育种,比较不同育种方法的原理、程序与优缺点：杂交育种基于基因重组，诱变育种基于基因突变，单倍体与多倍体育种基于染色体数目变异，基因工程育种可打破物种界限；延伸涉及三系法杂交水稻的育性恢复与核质互作。
BIOLOGY,基因突变,讲基因突变的概念、产生原因与主要特点，辨析“基因突变一定会导致遗传信息改变”的误判——碱基替换未必改变氨基酸序列；延伸涉及中性突变学说及其支撑事实，以及亚硝酸、羟胺的诱变作用特点。
BIOLOGY,基因重组,讲基因重组的概念与类型：减数分裂中同源染色体的非姐妹染色单体交叉互换、非同源染色体上非等位基因的自由组合；辨析交叉互换所发生的时期、作用范围与生物学意义，并涉及影印培养法筛选重组载体及连锁互换题型的口诀法思想。
BIOLOGY,基因突变与细胞癌变,讲基因突变对蛋白质的影响：替换一般只改变个别氨基酸或不改变序列，也可能使肽链提前终止；增添与缺失的影响取决于位置及碱基数是否为3的倍数。辨析体细胞与生殖细胞突变的遗传性、原位置与新位置突变的判定，以及原癌基因、抑癌基因与细胞癌变的关系。
BIOLOGY,人类遗传病,讲人类遗传病的概念及其三大类型——单基因遗传病、多基因遗传病与染色体异常遗传病的界定；归纳“五个不一定”等易错判定，辨析遗传方式、致病基因携带与发病之间的关系。
BIOLOGY,自然选择,讲自然选择的概念与机制：环境对可遗传变异的定向选择决定生物进化的方向，是现代生物进化理论的核心内容；可结合CAM途径适应环境的实例理解选择与适应的关系，并涉及生物进化的分子生物学证据。
BIOLOGY,基因频率,讲基因频率的概念与计算：种群中某基因占全部等位基因的比例，可由基因型频率推算；辨析特殊情境下的算法差异，如X连锁基因在男女发病率相等时频率与发病率的关系、ZW型种群中Z染色体基因频率的求法，及从性遗传中依据表型比例反推基因频率。
BIOLOGY,物种的形成,讲新物种形成的基本环节：突变和基因重组产生原材料、自然选择决定方向、隔离是物种形成的必要条件；辨析物种形成与生物进化二者差异——基因频率改变即进化，出现生殖隔离才形成新物种。
BIOLOGY,协同进化与生物多样性的形成,讲协同进化的类型与实例——种间互助、捕食、寄生、竞争以及生物与无机环境相互影响，并据此说明生物多样性的形成；辨析基因库、物种与隔离的概念，两个个体虽能交配产生后代，若后代不可育则不属于同一物种。
BIOLOGY,隔离在物种形成中的作用,讲隔离在物种形成中的作用：地理隔离指因地理障碍使种群间不能发生基因交流，生殖隔离是不同物种间一般不能相互交配、或交配成功也无法产生可育后代的隔离；归纳物种形成过程的三个环节、标志及三种模式，并辨析物种形成与生物进化的关系。
BIOLOGY,实验-探究抗生素对细菌的选择作用,讲探究抗生素对细菌选择作用的实验流程：将菌液均匀涂布于分区的培养基平板，放置纸片后倒置培养，测量并记录抑菌圈直径；再从抑菌圈外挑取菌落接种培养，重复数代并记录每代抑菌圈直径的变化。
BIOLOGY,生物多样性,讲生物多样性的层次——基因多样性、物种多样性与生态系统多样性，及其价值；辨析保护生物多样性不等于禁止一切开发利用，延伸涉及入侵种的特点、化学防治的弊端与干扰强度对多样性的影响。
BIOLOGY,渗透压,讲渗透压的概念：溶液中溶质微粒对水的吸引力，单位体积内溶质微粒数目越多渗透压越高；水分经渗透作用由渗透压较低一侧移向较高一侧，可据此分析组织液与血浆间水分移动及抗利尿激素分泌异常时的水平衡变化。
