subject,slug,candidate,reason
MATH,随机事件的相互独立性,对立事件的 $P(A)+P(B)=1$ 的“反之不成立”,超长（>24 字）
MATH,隔板法,直接隔板法：n 个相同元素分 m 组每组至少 1 个,超长（>24 字）
MATH,集合中元素的特征,集合元素的三个特性,被 2 个节点同时 claim（全局互斥）
MATH,集合新定义的解题思路,解决集合新定义问题的策略,以题面/指令开头（是题干不是名字）
MATH,集合的含义与表示,$N$ 与 $N^*$（自然数集与正整数集）,含 LaTeX 定界符（是公式片段不是名字）
MATH,集合的含义与表示,元素与集合的关系及集合的表示法,被 2 个节点同时 claim（全局互斥）
MATH,集合的含义与表示,集合的三种表示法,被 2 个节点同时 claim（全局互斥）
MATH,零点个数与所在区间的判断方法,判断零点所在区间与零点个数的方法,以题面/指令开头（是题干不是名字）
MATH,面面垂直性质的应用,线面垂直的性质定理,被 2 个节点同时 claim（全局互斥）
MATH,面面垂直性质的应用,面面垂直的性质定理,被 2 个节点同时 claim（全局互斥）
MATH,频率的稳定性与频率估计概率,频率的稳定性与用频率估计概率,被 2 个节点同时 claim（全局互斥）
MATH,频率的稳定性（用频率估计概率）,频率的稳定性与用频率估计概率,被 2 个节点同时 claim（全局互斥）
PHYSICS,万有引力与航天的理解应用,卫星运行参量随轨道半径的变化规律,被 2 个节点同时 claim（全局互斥）
PHYSICS,万有引力定律,万有引力定律的内容与适用条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,万有引力定律的应用,万有引力定律的内容与适用条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,三个自由点电荷的平衡模型,三个自由点电荷的平衡规律,被 2 个节点同时 claim（全局互斥）
PHYSICS,不同高度卫星物理量的比较,卫星运行参量随轨道半径的变化规律,被 2 个节点同时 claim（全局互斥）
PHYSICS,两种表述,热力学第二定律的两种表述,被 2 个节点同时 claim（全局互斥）
PHYSICS,临界-极值问题,平衡中极值问题的三种解法,被 2 个节点同时 claim（全局互斥）
PHYSICS,临界-极值问题,平衡中的极值问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,临界法,解决临界极值问题的三种方法,以题面/指令开头（是题干不是名字）
PHYSICS,临界法,解答临界问题的三种方法,以题面/指令开头（是题干不是名字）
PHYSICS,二次感应问题（程序法与逆向推理法）,二次感应问题的程序法与逆向推理法,被 2 个节点同时 claim（全局互斥）
PHYSICS,交变电流的瞬时值-峰值-有效值和平均值,书写交变电流瞬时值表达式的步骤,坏名检测：题干/答案标记
PHYSICS,产生感应电流的条件,产生感应电流条件的两种表述,被 2 个节点同时 claim（全局互斥）
PHYSICS,产生感应电流的条件,电磁振荡与电磁波：LC 回路振荡、电磁场与电磁波谱,超长（>24 字）
PHYSICS,人船模型,人船模型,被 2 个节点同时 claim（全局互斥）
PHYSICS,仪器介绍-磁流体发电是一项新兴技术-它可以把内能直接转化为电能,磁流体发电机的工作原理,被 2 个节点同时 claim（全局互斥）
PHYSICS,仪器介绍-磁流体发电是一项新兴技术-它可以把内能直接转化为电能,速度选择器、磁流体发电机、电磁流量计与霍尔元件,被 2 个节点同时 claim（全局互斥）
PHYSICS,仪器构造-质谱仪由粒子源-加速电场-偏转磁场和照相底片构成,质谱仪的构造与原理,被 2 个节点同时 claim（全局互斥）
PHYSICS,传播方向和振动方向的判断-图像理解,波的图像,被 2 个节点同时 claim（全局互斥）
PHYSICS,传播方向和振动方向的判断-图像理解,用 v-t 图像面积差判断追及,以虚词结尾（截断残片）
PHYSICS,传播方向和振动方向的判断-图像理解,静摩擦力有无与方向的判断,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带上的相对位移与划痕,相对位移与划痕长度的计算,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带模型,传送带模型的分析要点,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带模型,传送带问题的分析方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带模型,求解水平传送带问题的解题策略,以题面/指令开头（是题干不是名字）
PHYSICS,传送带模型中的功和能量的关系,传送带模型的分析要点,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带模型中的功和能量的关系,传送带问题中的功能关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,传送带模型中的功和能量的关系,求传送带电机多消耗电能的方法,以题面/指令开头（是题干不是名字）
PHYSICS,位移,位移与路程,被 3 个节点同时 claim（全局互斥）
PHYSICS,位移,路程与位移的区别,被 2 个节点同时 claim（全局互斥）
PHYSICS,作用力与反作用力,牛顿第三定律与平衡力的区别,被 2 个节点同时 claim（全局互斥）
PHYSICS,倾斜传送带,求解倾斜传送带问题的解题策略,以题面/指令开头（是题干不是名字）
PHYSICS,倾斜传送带,解决倾斜传送带问题的三个关键,以题面/指令开头（是题干不是名字）
PHYSICS,做直线运动的条件,做曲线运动的条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,做直线运动的条件,带电粒子做直线运动的条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,做直线运动的条件,带电粒子在电场中做直线运动的条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,做直线运动的条件,离心运动与近心运动的条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,光学实验中的误差分析,折射率实验的误差与注意事项,被 2 个节点同时 claim（全局互斥）
PHYSICS,光电效应,光电效应现象与实验规律,被 3 个节点同时 claim（全局互斥）
PHYSICS,光电效应现象,光电效应现象与实验规律,被 3 个节点同时 claim（全局互斥）
PHYSICS,光电效应的图像问题,E_km-ν 图像的三要素（横截距、纵截距、斜率）,超长（>24 字）
PHYSICS,光电效应的图像问题,光电效应 I-U 图像（不同光强）：遏止电压相同、饱和电流不同,超长（>24 字）
PHYSICS,光电效应的规律,光电效应现象与实验规律,被 3 个节点同时 claim（全局互斥）
PHYSICS,光的反射和折射,折射定律与折射率,被 5 个节点同时 claim（全局互斥）
PHYSICS,光的干涉,双缝干涉中亮暗条纹的判断,被 2 个节点同时 claim（全局互斥）
PHYSICS,光的折射,应用折射定律解题的一般思路,被 3 个节点同时 claim（全局互斥）
PHYSICS,光的折射,折射定律与折射率,被 5 个节点同时 claim（全局互斥）
PHYSICS,光的折射,求解光的折射和全反射问题的思路,以题面/指令开头（是题干不是名字）
PHYSICS,光的折射,视深公式 $h=\frac{H}{n}$,含 LaTeX 定界符（是公式片段不是名字）
PHYSICS,光的折射,视高公式 $h'=nH$,含 LaTeX 定界符（是公式片段不是名字）
PHYSICS,光的波粒二象性,光的波粒二象性与物质波,被 3 个节点同时 claim（全局互斥）
PHYSICS,光的波粒二象性-长期争论后达成的共识,光的波粒二象性与物质波,被 3 个节点同时 claim（全局互斥）
PHYSICS,光的衍射,光的衍射现象,被 2 个节点同时 claim（全局互斥）
PHYSICS,全反射,求解全反射问题的四点提醒,以题面/指令开头（是题干不是名字）
PHYSICS,公式选用原则,功能关系的选用原则,被 2 个节点同时 claim（全局互斥）
PHYSICS,共振,受迫振动与共振,被 3 个节点同时 claim（全局互斥）
PHYSICS,共点力平衡,求解共点力平衡的四种方法,以题面/指令开头（是题干不是名字）
PHYSICS,共点力平衡,解答平衡问题的常用数学方法,以题面/指令开头（是题干不是名字）
PHYSICS,共点力的动态平衡,动态平衡的图解法,被 2 个节点同时 claim（全局互斥）
PHYSICS,共点力的动态平衡,动态平衡的解析法,被 2 个节点同时 claim（全局互斥）
PHYSICS,共点力的动态平衡,平衡中极值问题的三种解法,被 2 个节点同时 claim（全局互斥）
PHYSICS,共点力的平衡临界极值问题-临界条件,平衡中的极值问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,共点力的平衡临界极值问题-临界条件,求解平衡极值问题的数学分析法与物理分析法,以题面/指令开头（是题干不是名字）
PHYSICS,关联速度的分析-运动分解的核心思想,关联速度问题的分析思路,被 2 个节点同时 claim（全局互斥）
PHYSICS,内能,物体的内能及其决定因素,被 2 个节点同时 claim（全局互斥）
PHYSICS,冲量,冲量的定义与计算,被 2 个节点同时 claim（全局互斥）
PHYSICS,冲量的计算方法,冲量的定义与计算,被 2 个节点同时 claim（全局互斥）
PHYSICS,冲量的计算方法,计算冲量的四点注意,以题面/指令开头（是题干不是名字）
PHYSICS,函数法,解析式法：写出解析式读图像,以题面/指令开头（是题干不是名字）
PHYSICS,分子模型,微观量估算与两种分子模型,被 2 个节点同时 claim（全局互斥）
PHYSICS,分子模型,求解分子直径或棱长的两种模型,以题面/指令开头（是题干不是名字）
PHYSICS,分子的平均动能,物体的内能及其决定因素,被 2 个节点同时 claim（全局互斥）
PHYSICS,分子间作用力,分子动理论：物质由大量分子组成，分子永不停息地做无规则热运动，分子间存在引力和斥力,超长（>24 字）
PHYSICS,分析方法,含电容器电路的分析方法,被 5 个节点同时 claim（全局互斥）
PHYSICS,创新实验方法测玻璃砖的折射率,临界角公式 $\sin C=\frac{1}{n}$,超长（>24 字）
PHYSICS,创新实验方法测玻璃砖的折射率,折射定律与折射率,被 5 个节点同时 claim（全局互斥）
PHYSICS,创新实验方法测玻璃砖的折射率,测量玻璃的折射率,被 2 个节点同时 claim（全局互斥）
PHYSICS,创新实验方法测玻璃砖的折射率,重心及其确定方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,创新实验验证动量守恒,验证动量守恒定律的实验原理,被 2 个节点同时 claim（全局互斥）
PHYSICS,创新实验验证动量守恒,验证动量守恒实验的注意事项,被 2 个节点同时 claim（全局互斥）
PHYSICS,初速度为零的几个重点推论,不等距双杆（光滑、有初速度）：电流为零且 $BL_a v_a=BL_b v_b$,超长（>24 字）
PHYSICS,初速度为零的几个重点推论,初速度为零的匀加速直线运动的比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,初速度为零的几个重点推论,初速度为零的匀加速运动比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,初速度为零的几个重点推论,初速度为零的匀变速直线运动的四个比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,判断滑块和模板运动状态的技巧,判断物块是否在共速前滑离木板,以题面/指令开头（是题干不是名字）
PHYSICS,判断电磁感应现象能否产生的方法,产生感应电流条件的两种表述,被 2 个节点同时 claim（全局互斥）
PHYSICS,判断电磁感应现象能否产生的方法,判断回路中是否产生感应电流,以题面/指令开头（是题干不是名字）
PHYSICS,判断电磁感应现象能否产生的方法,判断感应电流有无的方法,以题面/指令开头（是题干不是名字）
PHYSICS,力的分解,力的效果分解法与正交分解法,被 2 个节点同时 claim（全局互斥）
PHYSICS,力的合成,力的合成与合力范围,被 2 个节点同时 claim（全局互斥）
PHYSICS,力的合成,求共点力合力的作图法与计算法,以题面/指令开头（是题干不是名字）
PHYSICS,力的合成,求合力与分力的计算方法,以题面/指令开头（是题干不是名字）
PHYSICS,力的基础概念-重力-弹力-摩擦力,力的概念与作用效果,被 2 个节点同时 claim（全局互斥）
PHYSICS,力的基础概念-重力-弹力-摩擦力,求解摩擦力的四点注意,以题面/指令开头（是题干不是名字）
PHYSICS,功,判断是否做功及正负的三条路径,以题面/指令开头（是题干不是名字）
PHYSICS,功,功的定义与正负判断,被 2 个节点同时 claim（全局互斥）
PHYSICS,功,计算功的五种方法,以题面/指令开头（是题干不是名字）
PHYSICS,功能关系,功是能量转化的量度,被 2 个节点同时 claim（全局互斥）
PHYSICS,功能关系,电磁感应中的能量转化,被 2 个节点同时 claim（全局互斥）
PHYSICS,功能关系分析,传送带问题中的功能关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,功能关系分析,功能关系的选用原则,被 2 个节点同时 claim（全局互斥）
PHYSICS,功能关系和能量守恒定律,电场中的能量守恒,被 2 个节点同时 claim（全局互斥）
PHYSICS,加速度,“电源+杆”模型：最大速度 $v_m=\frac{E}{BL}$,超长（>24 字）
PHYSICS,加速度,“电阻+杆”模型（有初速度无外力）：加速度减小的减速至静止,超长（>24 字）
PHYSICS,加速度,加速度的定义式与决定式,被 2 个节点同时 claim（全局互斥）
PHYSICS,加速度,逐差法求加速度,被 2 个节点同时 claim（全局互斥）
PHYSICS,加速度,速度、速度变化量与加速度的关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,加速度,速度、速度变化量与加速度的比较,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学三大观点在多体问题和多过程运动中的应用,用动力学和能量观点分析多运动组合问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学三大观点在电磁学中的应用,电场中力电综合问题的三大观点,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学三大观点的基本理解和应用,解决动力学问题的三个基本观点,以题面/指令开头（是题干不是名字）
PHYSICS,动力学图像法在动力学问题中的应用-数形结合思想,动力学图像问题的解题策略,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学的两类基本问题的解题步骤,动力学图像问题的解题策略,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学的两类基本问题的解题步骤,动力学的两类基本问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,动力学的两类基本问题的解题步骤,解决动力学两类基本问题的思路,以题面/指令开头（是题干不是名字）
PHYSICS,动力学的两类基本问题的解题步骤,解决动力学问题的关键要点,以题面/指令开头（是题干不是名字）
PHYSICS,动态平衡问题,动态平衡的图解法,被 2 个节点同时 claim（全局互斥）
PHYSICS,动态平衡问题,动态平衡的解析法,被 2 个节点同时 claim（全局互斥）
PHYSICS,动能,动能与动能变化的区别,被 2 个节点同时 claim（全局互斥）
PHYSICS,动能定理,动能定理处理往复运动问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,动能定理,用动能定理求变力做功,被 3 个节点同时 claim（全局互斥）
PHYSICS,动能定理及其应用-功能关系,动能定理处理往复运动问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,动能定理及其应用-功能关系,用动能定理求变力做功,被 3 个节点同时 claim（全局互斥）
PHYSICS,动能定理在多过程问题中的应用,动能定理处理多过程问题的两种思路,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量,动量与动能的比较,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量,动量与动量变化量,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量变化量的理解和计算,动量与动量变化量,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒中的速度,动量守恒定律的五个特性,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒定律,人船模型,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒定律,动量守恒定律的表达式,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒定律,验证动量守恒定律的实验原理,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒定律,验证动量守恒实验的注意事项,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量守恒定律的推导,动量守恒定律的五个特性,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量定理的应用-流体类模型,“电容器+杆”模型（有初速度）：末速度 $v=\frac{mv_0}{m+B^2L^2C}$,超长（>24 字）
PHYSICS,动量定理的应用-流体类模型,微粒类柱状模型,被 2 个节点同时 claim（全局互斥）
PHYSICS,动量定理的应用-流体类模型,解决流体模型相关问题的解题思路,以题面/指令开头（是题干不是名字）
PHYSICS,匀变速直线运动,匀变速直线运动的三个基本公式,被 2 个节点同时 claim（全局互斥）
PHYSICS,匀变速直线运动的规律,初速度为零的匀加速直线运动的比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,匀变速直线运动的规律,匀变速直线运动的三个基本公式,被 2 个节点同时 claim（全局互斥）
PHYSICS,匀变速直线运动问题常用的解题方法,能量问题的解题方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,匀变速直线运动问题常用的解题方法,解决匀变速直线运动的六种思想方法,以题面/指令开头（是题干不是名字）
PHYSICS,半偏法测电表内阻,电压表半偏法测内阻,被 2 个节点同时 claim（全局互斥）
PHYSICS,半偏法测电表内阻,电流表半偏法测内阻,被 2 个节点同时 claim（全局互斥）
PHYSICS,半偏法测电阻,电压表半偏法测内阻,被 2 个节点同时 claim（全局互斥）
PHYSICS,半偏法测电阻,电流表半偏法测内阻,被 2 个节点同时 claim（全局互斥）
PHYSICS,半衰期,半衰期的公式与影响因素,被 2 个节点同时 claim（全局互斥）
PHYSICS,半衰期的理解-计算和应用,半衰期的公式与影响因素,被 2 个节点同时 claim（全局互斥）
PHYSICS,单位制,力学单位制,被 2 个节点同时 claim（全局互斥）
PHYSICS,单位制,单位制、基本单位与导出单位,被 2 个节点同时 claim（全局互斥）
PHYSICS,单位制-由基本单位和导出单位共同构成-常考-国际单位制-si-国际制基本单位,力学单位制,被 2 个节点同时 claim（全局互斥）
PHYSICS,单位制-由基本单位和导出单位共同构成-常考-国际单位制-si-国际制基本单位,单位制、基本单位与导出单位,被 2 个节点同时 claim（全局互斥）
PHYSICS,单摆,用单摆测重力加速度的原理与操作,被 2 个节点同时 claim（全局互斥）
PHYSICS,卫星发射速度和宇宙速度与运动轨迹的关系,探究向心力大小与半径、角速度、质量的关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,卫星变轨-1-2-3,卫星变轨的原理与过程,被 2 个节点同时 claim（全局互斥）
PHYSICS,原子核的组成-原子核是由质子和中子组成的-原子核的电荷数等于核内的质子数,原子核的组成与天然放射现象,被 2 个节点同时 claim（全局互斥）
PHYSICS,原子核衰变,α 衰变与 β 衰变的比较、三种射线与衰变次数的确定,超长（>24 字）
PHYSICS,原子核衰变,衰变次数的计算方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,原子核衰变的类型判断和次数计算,衰变次数的计算方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,参考系,质点与参考系,被 2 个节点同时 claim（全局互斥）
PHYSICS,双星与多星问题的分析关键,解决双星和多星问题的四个关键,以题面/指令开头（是题干不是名字）
PHYSICS,受力分析-图示如下,受力分析的一般顺序,被 2 个节点同时 claim（全局互斥）
PHYSICS,受力分析多力漏力-受力分析方法,受力分析的一般顺序,被 2 个节点同时 claim（全局互斥）
PHYSICS,受力分析多力漏力-受力分析方法,受力分析的四种方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,受迫振动,受迫振动与共振,被 3 个节点同时 claim（全局互斥）
PHYSICS,受迫振动,阻尼振动与受迫振动,被 2 个节点同时 claim（全局互斥）
PHYSICS,变轨原理,卫星变轨的原理与过程,被 2 个节点同时 claim（全局互斥）
PHYSICS,变轨过程分析,变轨过程中各物理量的大小比较,被 2 个节点同时 claim（全局互斥）
PHYSICS,合力做功的计算方法,各种力做功的特点,被 2 个节点同时 claim（全局互斥）
PHYSICS,合力做功的计算方法,求变力做功的五种方法,以题面/指令开头（是题干不是名字）
PHYSICS,合力做功的计算方法,求总功的三种方法,以题面/指令开头（是题干不是名字）
PHYSICS,合力做功的计算方法,计算功的三种方法,以题面/指令开头（是题干不是名字）
PHYSICS,合力做功的计算方法,静电力做功的特点与计算,被 2 个节点同时 claim（全局互斥）
PHYSICS,合外力做功与动能的关系,“电阻+杆”模型（恒力）能量分配 $W_F=Q+\frac{1}{2}mv_m^2$,超长（>24 字）
PHYSICS,合外力做功与动能的关系,动量与动能的比较,被 2 个节点同时 claim（全局互斥）
PHYSICS,合外力做功与动能的关系,双杆（光滑、恒力）能量：$W_F=\Delta E_k+Q$,超长（>24 字）
PHYSICS,合外力做功与动能的关系,双杆（光滑、无外力）能量：$Q=-\Delta E_k$,超长（>24 字）
PHYSICS,合成与分解法则-平行四边形法则,力的合成与合力范围,被 2 个节点同时 claim（全局互斥）
PHYSICS,合成与分解法则-平行四边形法则,实验：弹簧弹力与力的平行四边形定则·易混概念辨析（一）,超长（>24 字）
PHYSICS,合成与分解法则-平行四边形法则,实验：弹簧弹力与力的平行四边形定则·易混概念辨析（二）,超长（>24 字）
PHYSICS,同位素,放射性同位素及其应用与防护,被 2 个节点同时 claim（全局互斥）
PHYSICS,同条件同加速度轻绳连接体动力学的计算问题,等距双杆（光滑、一杆受恒定外力）：最终同加速度匀加速,超长（>24 字）
PHYSICS,同步卫星,地球同步卫星的四个一定,被 2 个节点同时 claim（全局互斥）
PHYSICS,向心力,向心力与向心加速度,被 2 个节点同时 claim（全局互斥）
PHYSICS,向心加速度,向心力与向心加速度,被 2 个节点同时 claim（全局互斥）
PHYSICS,含容电路的分析方法,含电容器电路的分析方法,被 5 个节点同时 claim（全局互斥）
PHYSICS,含电容器电路的分析,含电容器电路的分析方法,被 5 个节点同时 claim（全局互斥）
PHYSICS,含电容器的电路问题,含电容器电路的分析方法,被 5 个节点同时 claim（全局互斥）
PHYSICS,周期和频率,交变电流的周期与频率,被 2 个节点同时 claim（全局互斥）
PHYSICS,周期性,简谐运动的周期性与对称性,被 2 个节点同时 claim（全局互斥）
PHYSICS,四种基本相互作用-引力相互作用-电磁相互作用-强相互作用和弱相互作用,力的概念与基本性质,被 2 个节点同时 claim（全局互斥）
PHYSICS,回旋加速器,回旋加速器最大动能 $E_{km}=\frac{q^2B^2R^2}{2m}$,超长（>24 字）
PHYSICS,回旋加速器,回旋加速器的原理与最大动能,被 4 个节点同时 claim（全局互斥）
PHYSICS,回旋加速器的工作原理,回旋加速器的原理与最大动能,被 4 个节点同时 claim（全局互斥）
PHYSICS,固有振动和固有频率,受迫振动与共振,被 3 个节点同时 claim（全局互斥）
PHYSICS,图像法在处理实验数据方面的应用,$a-F$ 与 $a-1/m$ 图像的规范与异常分析,超长（>24 字）
PHYSICS,图像法在处理实验数据方面的应用,测量电源电动势和内阻的原理与数据处理,被 2 个节点同时 claim（全局互斥）
PHYSICS,图象,判断图像中图线与横轴围成面积是否有意义,以题面/指令开头（是题干不是名字）
PHYSICS,图象法,用图像分析追及相遇问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,图象的应用,解决图象问题的基本步骤,以题面/指令开头（是题干不是名字）
PHYSICS,圆周运动中与弹力有关的临界条件,与弹力有关的临界极值问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,圆周运动各物理量间的关系,折射率及其与光速的关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,圆周运动常见的临界状态,与弹力有关的临界极值问题,被 2 个节点同时 claim（全局互斥）
PHYSICS,圆周运动的基础概念和规律,匀速圆周运动的特征与条件,被 2 个节点同时 claim（全局互斥）
PHYSICS,圆锥摆模型规律总结,爆炸现象的三个规律,被 2 个节点同时 claim（全局互斥）
PHYSICS,在1t末-2t末-3t末-4t末-n-t末的速度比为-1-2-3-n,“电阻+杆”模型（恒定外力）：最大速度 $v_m=\frac{FR}{B^2L^2}$,超长（>24 字）
PHYSICS,在1t末-2t末-3t末-4t末-n-t末的速度比为-1-2-3-n,不等距双杆（光滑、恒外力）：稳定时 $l_a a_1=l_b a_2$ 且电流恒定,超长（>24 字）
PHYSICS,在1t末-2t末-3t末-4t末-n-t末的速度比为-1-2-3-n,初速度为零的匀加速运动比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,在1t末-2t末-3t末-4t末-n-t末的速度比为-1-2-3-n,初速度为零的匀变速直线运动的四个比例式,被 2 个节点同时 claim（全局互斥）
PHYSICS,地球同步卫星,地球同步卫星的四个一定,被 2 个节点同时 claim（全局互斥）
PHYSICS,多物体-多过程问题中动量守恒定律的应用,上表面光滑的小车与挡板碰撞模型,坏名检测：题干/答案标记
PHYSICS,天体质量计算,天体质量与密度的计算方法,被 2 个节点同时 claim（全局互斥）
PHYSICS,天体质量计算,计算天体质量与密度的两种方法,以题面/指令开头（是题干不是名字）
PHYSICS,天然放射现象,原子核的组成与天然放射现象,被 2 个节点同时 claim（全局互斥）
PHYSICS,子弹打木块模型,求损失机械能的三个角度,以题面/指令开头（是题干不是名字）
PHYSICS,安培力,安培力作用下导体的平衡与加速,被 2 个节点同时 claim（全局互斥）
PHYSICS,安培力作用下导体的平衡与加速问题,安培力作用下导体的平衡与加速,被 2 个节点同时 claim（全局互斥）
PHYSICS,定义-在任何温度-任何压强下都遵从气体实验定律的气体,探究等温情况下气体压强与体积的关系,被 2 个节点同时 claim（全局互斥）
PHYSICS,定义-碰撞指的是两个物体在很短的时间内发生相互作用,碰撞遵循的三条原则,被 2 个节点同时 claim（全局互斥）
PHYSICS,定义-碰撞指的是两个物体在很短的时间内发生相互作用,碰撞问题遵守的三条原则,被 2 个节点同时 claim（全局互斥）
PHYSICS,定义-碰撞指的是两个物体在很短的时间内发生相互作用,解决碰撞问题的三个依据,以题面/指令开头（是题干不是名字）
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,双缝干涉条纹间距公式 $\Delta x=\frac{l}{d}\lambda$,超长（>24 字）
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,楔形薄膜干涉条纹间距 $\Delta x=\frac{\lambda}{2\tan\theta}$,超长（>24 字）
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,测量金属丝电阻率的实验原理,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,测量金属丝电阻率的实验原理与步骤,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验原理-条纹间距δx与光波长λ-双缝间距d及双缝与屏的距离l-有关系式为,用双缝干涉测量光的波长,被 3 个节点同时 claim（全局互斥）
PHYSICS,实验基础知识,探究加速度实验的注意事项,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验基础知识,误差的分类与相对误差,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验描迹法-一次抛动记录一个点-重复抛动,探究平抛运动实验的思路与器材,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验方法-控制变量法-保持m不变探究a与f关系-保持f不变探究a与m关系,教材原型实验：探究向心力大小与半径角、速度、质量的关系,超长（>24 字）
PHYSICS,实验误差,单摆实验的误差分析,被 2 个节点同时 claim（全局互斥）
PHYSICS,实验误差,探究加速度实验的误差分析,被 2 个节点同时 claim（全局互斥）
PHYSICS,对晶体和非晶体的理解,判断晶体与非晶体的方法,以题面/指令开头（是题干不是名字）
PHYSICS,对晶体和非晶体的理解,晶体与非晶体的区别,被 3 个节点同时 claim（全局互斥）
PHYSICS,对晶体和非晶体的理解,晶体与非晶体的比较,被 2 个节点同时 claim（全局互斥）
PHYSICS,对机械能守恒条件的理解,判断机械能是否守恒的三种方法,以题面/指令开头（是题干不是名字）
PHYSICS,对机械能守恒条件的理解,判断机械能是否守恒的几种方法,以题面/指令开头（是题干不是名字）
PHYSICS,对机械能守恒条件的理解,判断机械能是否守恒的方法,以题面/指令开头（是题干不是名字）
PHYSICS,对机械能守恒条件的理解,多物体系统机械能守恒的注意点,被 2 个节点同时 claim（全局互斥）
PHYSICS,对机械能守恒条件的理解,机械能守恒的条件,与同学科另一节点主名相同（歧义）
PHYSICS,对称性,竖直上抛运动的对称性,被 2 个节点同时 claim（全局互斥）
PHYSICS,对超重和失重的理解应当注意的问题,判断超重与失重的三种角度,以题面/指令开头（是题干不是名字）
PHYSICS,对超重和失重的理解应当注意的问题,判断超重与失重的核心要点,以题面/指令开头（是题干不是名字）
PHYSICS,对超重和失重的理解应当注意的问题,超重与失重的判断,被 2 个节点同时 claim（全局互斥）
PHYSICS,导体切割磁感线时的感应电动势,对 $E=Blv$ 的五点理解,含 LaTeX 定界符（是公式片段不是名字）
PHYSICS,导体切割磁感线时的感应电动势,导体棒绕端点转动切割的电动势 $E=\frac{1}{2}Bl^2\omega$,超长（>24 字）
PHYSICS,导体切割磁感线时的感应电动势,转动切割变式：径向导体电动势 $E=\frac{1}{2}B\omega(l_1^2-l_2^2)$,超长（>24 字）
PHYSICS,左手定则与右手定则,判断感应电流方向的两种方法,以题面/指令开头（是题干不是名字）
PHYSICS,带电粒子在交变电场中的运动,带电粒子在交变电场中的偏转,被 2 个节点同时 claim（全局互斥）
PHYSICS,带电粒子在交变电磁场中的运动,带电粒子在交变电场中的偏转,被 2 个节点同时 claim（全局互斥）
