subject,pdf_page,content_page,book,chapter,also,note,raw
MATH,0162,157,,,,页头写了章号但库里没有这一章：选择性必修第三册 第七章 随机变量及其分布,选择性必修第三册 第七章 随机变量及其分布
MATH,0163,158,,,,页头写了章号但库里没有这一章：选择性必修第三册 第七章 随机变量及其分布,选择性必修第三册 第七章 随机变量及其分布
MATH,0164,159,,,,页头写了章号但库里没有这一章：选择性必修第三册 第七章 随机变量及其分布,选择性必修第三册 第七章 随机变量及其分布
MATH,0166,161,,,,页头写了章号但库里没有这一章：必修第二册 第九章 统计,必修第二册 第九章 统计
MATH,0167,162,,,,页头写了章号但库里没有这一章：必修第二册 第九章 统计,必修第二册 第九章 统计
MATH,0168,163,,,,页头写了章号但库里没有这一章：必修第二册 第九章 统计,必修第二册 第九章 统计
MATH,0169,164,,,,页头写了章号但库里没有这一章：必修第二册 第九章 统计,必修第二册 第九章 统计
MATH,0170,165,,,,页头写了章号但库里没有这一章：必修第二册 第九章 统计,必修第二册 第九章 统计
MATH,0171,166,,,,页头写了章号但库里没有这一章：选择性必修第三册 第八章 成对数据的统计分析,选择性必修第三册 第八章 成对数据的统计分析
MATH,0172,167,,,,页头写了章号但库里没有这一章：选择性必修第三册 第八章 成对数据的统计分析,选择性必修第三册 第八章 成对数据的统计分析
MATH,0173,168,,,,页头写了章号但库里没有这一章：选择性必修第三册 第八章 成对数据的统计分析,选择性必修第三册 第八章 成对数据的统计分析
MATH,0174,169,,,,页头写了章号但库里没有这一章：选择性必修第三册 第八章 成对数据的统计分析,选择性必修第三册 第八章 成对数据的统计分析
MATH,0175,170,,,,页头写了章号但库里没有这一章：选择性必修第三册 第八章 成对数据的统计分析,选择性必修第三册 第八章 成对数据的统计分析
PHYSICS,0001-0006,1,,,,页头无「对应人教版」,
PHYSICS,0092,85,,,,页头写了章号但库里没有这一章：选择性必修第一册 第三章 机械波,选择性必修第一册 第三章 机械波
PHYSICS,0093,86,,,,页头写了章号但库里没有这一章：选择性必修第一册 第三章 机械波,选择性必修第一册 第三章 机械波
PHYSICS,0094,87,,,,页头写了章号但库里没有这一章：选择性必修第一册 第三章 机械波,选择性必修第一册 第三章 机械波
PHYSICS,0095,88,,,,页头写了章号但库里没有这一章：选择性必修第一册 第三章 机械波,选择性必修第一册 第三章 机械波
PHYSICS,0104,97,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0105,98,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0106,99,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0107,100,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0108,101,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0109,102,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0110,103,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0111,104,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0112,105,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0113,106,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0114,107,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0115,108,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量,必修第三册 第十章 静电场中的能量
PHYSICS,0116,109,,,,页头写了章号但库里没有这一章：必修第三册 第十章 静电场中的能量（实验：观察电容器的充、放电现象）,必修第三册 第十章 静电场中的能量（实验：观察电容器的充、放电现象）
PHYSICS,0132,125,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0133,126,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0134,127,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0135,128,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0136,129,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0137,130,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0138,131,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0139,132,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0140,133,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0141,134,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0142,135,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0143,136,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0144,137,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0145,138,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0146,139,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0147,140,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0148,141,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0149,142,,,,页头写了章号但库里没有这一章：选择性必修第二册 第一章 安培力与洛伦兹力,选择性必修第二册 第一章 安培力与洛伦兹力
PHYSICS,0172,165,,,,页头写了章号但库里没有这一章：选择性必修第二册 第四章 电磁振荡与电磁波,选择性必修第二册 第四章 电磁振荡与电磁波
CHEMISTRY,p0001-p0002-front-matter,,,,,页头无「对应人教版」,
CHEMISTRY,0077,,,,,只有册无章：不适用,不适用
CHEMISTRY,0138,135,,,,五三章内归属分歧（2 种）：只有册无章：必修 化学实验基础（常见仪器与基本操作）,必修 化学实验基础（常见仪器与基本操作）
CHEMISTRY,0139,136,,,,五三章内归属分歧（2 种）：只有册无章：必修 化学实验基础（常见仪器与基本操作）,必修 化学实验基础（常见仪器与基本操作）
CHEMISTRY,0140,137,,,,五三章内归属分歧（2 种）：只有册无章：必修 化学实验基础（基本操作与实验安全）,必修 化学实验基础（基本操作与实验安全）
CHEMISTRY,0154,151,,,,五三章内归属分歧（3 种）：只有册无章：选择性必修3 有机化学基础（醚的制备、蒸馏提纯）；选择性必修1 化学反应原理（滴,选择性必修3 有机化学基础（醚的制备、蒸馏提纯）；选择性必修1 化学反应原理（滴定分析与计算）
CHEMISTRY,0157,154,,,,五三章内归属分歧（3 种）：只有册无章：选择性必修1 化学反应原理（滴定分析、氧化还原反应中的电子守恒）,选择性必修1 化学反应原理（滴定分析、氧化还原反应中的电子守恒）
BIOLOGY,0001-0004,,,,,只有册无章：全书目录（五部分 24 章）,全书目录（五部分 24 章）
BIOLOGY,0066,,,,,只有册无章：（无）,（无）
