subject,pdf_page,content_page,wusan_chapter,wusan_section,renjiao_book,renjiao_chapter,locator
BIOLOGY,0041,37,第5章 细胞的能量供应和利用,第6节 光合作用的影响因素及应用 / 考法清单　光合作用的影响因素的影响分析,必修1 分子与细胞,第5章 细胞的能量供应和利用,第5章 细胞的能量供应和利用 / 第6节 光合作用的影响因素及应用 / 考法清单　光合作用的影响因素的影响分析
BIOLOGY,0042,38,第5章 细胞的能量供应和利用,第6节 光合作用的影响因素及应用 / 考法清单（续表）,必修1 分子与细胞,第5章 细胞的能量供应和利用,第5章 细胞的能量供应和利用 / 第6节 光合作用的影响因素及应用 / 考法清单（续表）
BIOLOGY,0043,39,第5章 细胞的能量供应和利用,第7节 光合作用与细胞呼吸的综合 / 知识清单,必修1 分子与细胞,第5章 细胞的能量供应和利用,第5章 细胞的能量供应和利用 / 第7节 光合作用与细胞呼吸的综合 / 知识清单
BIOLOGY,0044,40,第5章 细胞的能量供应和利用,"光合作用与细胞呼吸的关系（承接上页""一昼夜代谢曲线""表）",必修1 分子与细胞,第5章 细胞的能量供应和利用,"第5章 细胞的能量供应和利用 / 光合作用与细胞呼吸的关系（承接上页""一昼夜代谢曲线""表）"
BIOLOGY,0045,41,第五章 细胞的能量供应和利用,微专题 光系统、光合电子传递与光抑制、光呼吸,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 光系统、光合电子传递与光抑制、光呼吸
BIOLOGY,0046,42,第五章 细胞的能量供应和利用,微专题 光系统、光合电子传递与光抑制、光呼吸 / 二 光抑制和光呼吸,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 光系统、光合电子传递与光抑制、光呼吸 / 二 光抑制和光呼吸
BIOLOGY,0047,43,第五章 细胞的能量供应和利用,微专题 光系统、光合电子传递与光抑制、光呼吸 / 二 光抑制和光呼吸（续）,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 光系统、光合电子传递与光抑制、光呼吸 / 二 光抑制和光呼吸（续）
BIOLOGY,0048,44,第五章 细胞的能量供应和利用,微专题 $\mathrm{CO_2}$ 浓缩机制,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 $\mathrm{CO_2}$ 浓缩机制
BIOLOGY,0049,45,第五章 细胞的能量供应和利用,微专题 $\mathrm{CO_2}$ 浓缩机制 / 二 $\mathrm{C_4}$ 途径和蓝细菌或藻类的 $\mathrm{HCO_3^-}$ 泵途径,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 $\mathrm{CO_2}$ 浓缩机制 / 二 $\mathrm{C_4}$ 途径和蓝细菌或藻类的 $\mathrm{HCO_3^-}$ 泵途径
BIOLOGY,0050,46,第五章 细胞的能量供应和利用,微专题 影响气孔开闭的多种因素,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 影响气孔开闭的多种因素
BIOLOGY,0051,47,第五章 细胞的能量供应和利用,微专题 影响气孔开闭的多种因素 / 二 内部因素,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 影响气孔开闭的多种因素 / 二 内部因素
BIOLOGY,0052,48,第五章 细胞的能量供应和利用,微专题 影响气孔开闭的多种因素,必修1 分子与细胞,第5章 细胞的能量供应和利用,第五章 细胞的能量供应和利用 / 微专题 影响气孔开闭的多种因素
BIOLOGY,0053,49,第六章 细胞的生命历程,第1节 细胞的增殖 / 知识清单 · 一 细胞增殖和细胞周期,必修1 分子与细胞,第6章 细胞的生命历程 第1节 细胞的增殖,第六章 细胞的生命历程 / 第1节 细胞的增殖 / 知识清单 · 一 细胞增殖和细胞周期
BIOLOGY,0054,50,第六章 细胞的生命历程,第1节 细胞的增殖 / 知识清单 · 二 有丝分裂与无丝分裂、三 观察根尖分生区组织细胞的有丝分裂,必修1 分子与细胞,第6章 细胞的生命历程 第1节 细胞的增殖,第六章 细胞的生命历程 / 第1节 细胞的增殖 / 知识清单 · 二 有丝分裂与无丝分裂、三 观察根尖分生区组织细胞的有丝分裂
BIOLOGY,0055,51,第六章 细胞的生命历程,第1节 细胞的增殖 / 三 观察根尖分生区组织细胞的有丝分裂（续表）· 即练即清,必修1 分子与细胞,第6章 细胞的生命历程 第1节 细胞的增殖,第六章 细胞的生命历程 / 第1节 细胞的增殖 / 三 观察根尖分生区组织细胞的有丝分裂（续表）· 即练即清
BIOLOGY,0056,52,第六章 细胞的生命历程,第2节 减数分裂和受精作用 / 知识清单 · 一 减数分裂,必修1 分子与细胞,第6章 细胞的生命历程 第2节 细胞的多样性和统一性（减数分裂和受精作用）,第六章 细胞的生命历程 / 第2节 减数分裂和受精作用 / 知识清单 · 一 减数分裂
BIOLOGY,0057,53,第六章 细胞的生命历程,第2节 减数分裂和受精作用 / 知识清单 · 一 减数分裂（续表）、二 受精作用、三 有丝分裂与减数分裂综合,必修1 分子与细胞,第6章 细胞的生命历程 第2节 细胞的多样性和统一性（减数分裂和受精作用）,第六章 细胞的生命历程 / 第2节 减数分裂和受精作用 / 知识清单 · 一 减数分裂（续表）、二 受精作用、三 有丝分裂与减数分裂综合
BIOLOGY,0058,54,第六章 细胞的生命历程,微专题（续） / 有丝分裂与减数分裂的辨析,必修1 分子与细胞 第六章 细胞的生命历程 / 必修2 遗传与进化,第二章 基因和染色体的关系,第六章 细胞的生命历程 / 微专题（续）/ 有丝分裂与减数分裂的辨析
BIOLOGY,0059,55,第六章 细胞的生命历程,考法清单 · 考法「DNA 复制中的染色体标记问题」,必修1 分子与细胞,第六章 细胞的生命历程,第六章 细胞的生命历程 / 考法清单 · 考法「DNA 复制中的染色体标记问题」
BIOLOGY,0060,56,第六章 细胞的生命历程,微专题「减数分裂形成配子的过程及变异分析」,必修1 分子与细胞 第六章 细胞的生命历程（减数分裂部分）/ 必修2 遗传与进化,第二章 基因和染色体的关系,第六章 细胞的生命历程 / 微专题「减数分裂形成配子的过程及变异分析」
BIOLOGY,0061,57,第六章 细胞的生命历程,微专题「减数分裂形成配子的过程及变异分析」 / 二 减数分裂过程中的染色体分配异常——染色体变异,必修1 分子与细胞 第六章 细胞的生命历程（减数分裂部分）/ 必修2 遗传与进化,第二章 基因和染色体的关系,第六章 细胞的生命历程 / 微专题「减数分裂形成配子的过程及变异分析」/ 二 减数分裂过程中的染色体分配异常——染色体变异
BIOLOGY,0062,58,第六章 细胞的生命历程,第 3 节 细胞的分化、衰老和死亡 / 知识清单,必修1 分子与细胞,第六章 细胞的生命历程 第 3 节 细胞的衰老和死亡（含细胞分化）,第六章 细胞的生命历程 / 第 3 节 细胞的分化、衰老和死亡 / 知识清单
BIOLOGY,0063,59,第六章 细胞的生命历程,第 3 节 细胞的分化、衰老和死亡 / 知识清单（续）· 考教衔接 · 即练即清,必修1 分子与细胞,第六章 细胞的生命历程 第 3 节 细胞的衰老和死亡,第六章 细胞的生命历程 / 第 3 节 细胞的分化、衰老和死亡 / 知识清单（续）· 考教衔接 · 即练即清
BIOLOGY,0064,60,第二部分 遗传与进化,第七章 遗传因子的发现 / 第 1 节 基因的分离定律,必修2 遗传与进化,第一章 遗传因子的发现 第 1 节 孟德尔的豌豆杂交实验（一）,第二部分 遗传与进化 / 第七章 遗传因子的发现 / 第 1 节 基因的分离定律 / 知识清单
BIOLOGY,0065,61,第七章 遗传因子的发现,第 1 节 基因的分离定律 / 知识清单（续）· 考教衔接,必修2 遗传与进化,第一章 遗传因子的发现 第 1 节 孟德尔的豌豆杂交实验（一）,第七章 遗传因子的发现 / 第 1 节 基因的分离定律 / 知识清单（续）· 考教衔接
BIOLOGY,0066,,（非正文页，为夹在书中的广告插页）,,（无）,,（非正文页，为夹在书中的广告插页）
BIOLOGY,0067,62,第七章 遗传因子的发现,第 1 节 基因的分离定律 / 即练即清 · 考法清单（考法 1、考法 2）,必修2 遗传与进化,第一章 遗传因子的发现 第 1 节 孟德尔的豌豆杂交实验（一）,第七章 遗传因子的发现 / 第 1 节 基因的分离定律 / 即练即清 · 考法清单（考法 1、考法 2）
BIOLOGY,0068,63,第七章 遗传因子的发现,第 1 节 基因的分离定律 / 考法清单 考法 2「分离定律中的概率计算问题」（续）,必修2 遗传与进化,第一章 遗传因子的发现 第 1 节 孟德尔的豌豆杂交实验（一）,第七章 遗传因子的发现 / 第 1 节 基因的分离定律 / 考法清单 考法 2「分离定律中的概率计算问题」（续）
BIOLOGY,0069,64,第七章 遗传因子的发现,微专题「分离定律的重点题型」 / 一 致死和不育,必修2 遗传与进化,第一章 遗传因子的发现,第七章 遗传因子的发现 / 微专题「分离定律的重点题型」/ 一 致死和不育
BIOLOGY,0070,65,第七章 遗传因子的发现,微专题「分离定律的重点题型」 / 二 不完全显性、共显性、复等位基因,必修2 遗传与进化,第一章 遗传因子的发现,第七章 遗传因子的发现 / 微专题「分离定律的重点题型」/ 二 不完全显性、共显性、复等位基因
BIOLOGY,0071,66,第七章 遗传因子的发现,微专题「分离定律的重点题型」 / 三 细胞质遗传、雄性不育和母性影响,必修2 遗传与进化,第一章 遗传因子的发现（并涉及细胞质遗传）,第七章 遗传因子的发现 / 微专题「分离定律的重点题型」/ 三 细胞质遗传、雄性不育和母性影响
BIOLOGY,0072,67,第七章 遗传因子的发现,第 2 节 基因的自由组合定律 / 知识清单,必修2 遗传与进化,第一章 遗传因子的发现 第 2 节 孟德尔的豌豆杂交实验（二）,第七章 遗传因子的发现 / 第 2 节 基因的自由组合定律 / 知识清单
BIOLOGY,0073,68,第七章 遗传因子的发现,第 2 节 基因的自由组合定律 / 知识清单（续）· 即练即清 · 考法清单 考法 1,必修2 遗传与进化,第一章 遗传因子的发现 第 2 节 孟德尔的豌豆杂交实验（二）,第七章 遗传因子的发现 / 第 2 节 基因的自由组合定律 / 知识清单（续）· 即练即清 · 考法清单 考法 1
BIOLOGY,0074,69,第七章 遗传因子的发现,第 2 节 基因的自由组合定律 / 考法清单 考法 1「自由组合定律的解题思路及致死问题」（续）,必修2 遗传与进化,第一章 遗传因子的发现 第 2 节 孟德尔的豌豆杂交实验（二）,第七章 遗传因子的发现 / 第 2 节 基因的自由组合定律 / 考法清单 考法 1「自由组合定律的解题思路及致死问题」（续）
BIOLOGY,0075,70,第七章 遗传因子的发现,第 2 节 基因的自由组合定律 / 考法清单 考法 2「9:3:3:1 及其变式」,必修2 遗传与进化,第一章 遗传因子的发现 第 2 节 孟德尔的豌豆杂交实验（二）,第七章 遗传因子的发现 / 第 2 节 基因的自由组合定律 / 考法清单 考法 2「9:3:3:1 及其变式」
BIOLOGY,0076,71,第七章 遗传因子的发现,微专题「连锁与互换」 / 一 完全连锁,必修2 遗传与进化 第一章 遗传因子的发现（并涉及,第二章 基因和染色体的关系）,第七章 遗传因子的发现 / 微专题「连锁与互换」/ 一 完全连锁
BIOLOGY,0077,72,第七章 遗传因子的发现,微专题「连锁与互换」 / 二 不完全连锁,必修2 遗传与进化,第二章 基因和染色体的关系（基因在染色体上）,第七章 遗传因子的发现 / 微专题「连锁与互换」/ 二 不完全连锁
BIOLOGY,0078,73,第七章 遗传因子的发现,微专题「连锁与互换」 / 突破指南（续表）,必修2 遗传与进化,第二章 基因和染色体的关系（基因在染色体上）,第七章 遗传因子的发现 / 微专题「连锁与互换」/ 突破指南（续表）
BIOLOGY,0079,74,第七章 遗传因子的发现,微专题「基因位置关系的分析与判断」 / 一 基因在染色体上的位置关系及判断,必修2 遗传与进化,第二章 基因和染色体的关系,第七章 遗传因子的发现 / 微专题「基因位置关系的分析与判断」/ 一 基因在染色体上的位置关系及判断
BIOLOGY,0080,75,第七章 遗传因子的发现,微专题「基因位置关系的分析与判断」 / 二 外源基因整合到宿主细胞染色体上的位置判断,必修2 遗传与进化,第二章 基因和染色体的关系（并涉及基因工程）,第七章 遗传因子的发现 / 微专题「基因位置关系的分析与判断」/ 二 外源基因整合到宿主细胞染色体上的位置判断
BIOLOGY,0081,76,第八章 伴性遗传和人类遗传病,第 1 节 基因在染色体上和伴性遗传 / 知识清单,必修2 遗传与进化,第二章 基因和染色体的关系 第 2 节 基因在染色体上,第八章 伴性遗传和人类遗传病 / 第 1 节 基因在染色体上和伴性遗传 / 知识清单
BIOLOGY,0082,77,第八章 伴性遗传和人类遗传病,第 1 节 基因在染色体上和伴性遗传 / 知识清单（续）,必修2 遗传与进化,第二章 基因和染色体的关系 第 3 节 伴性遗传,第八章 伴性遗传和人类遗传病 / 第 1 节 基因在染色体上和伴性遗传 / 知识清单（续）
BIOLOGY,0083,78,第八章 伴性遗传和人类遗传病,第 1 节 基因在染色体上和伴性遗传 / 即练即清 · 考法清单,必修2 遗传与进化,第二章 基因和染色体的关系 第 3 节 伴性遗传,第八章 伴性遗传和人类遗传病 / 第 1 节 基因在染色体上和伴性遗传 / 即练即清 · 考法清单
BIOLOGY,0084,79,第八章 伴性遗传和人类遗传病,第 1 节 基因在染色体上和伴性遗传 / 考法清单 考法「伴性遗传与常染色体遗传的判断与鉴定」（续）,必修2 遗传与进化,第二章 基因和染色体的关系 第 3 节 伴性遗传,第八章 伴性遗传和人类遗传病 / 第 1 节 基因在染色体上和伴性遗传 / 考法清单 考法「伴性遗传与常染色体遗传的判断与鉴定」（续）
BIOLOGY,0085,80,第八章 伴性遗传和人类遗传病,第 2 节 人类遗传病 / 知识清单,必修2 遗传与进化,第五章 基因突变及其他变异 第 3 节 人类遗传病,第八章 伴性遗传和人类遗传病 / 第 2 节 人类遗传病 / 知识清单
BIOLOGY,0086,81,第八章 伴性遗传和人类遗传病,第 2 节 人类遗传病 / 考法清单 考法「遗传系谱图」,必修2 遗传与进化,第五章 基因突变及其他变异 第 3 节 人类遗传病,第八章 伴性遗传和人类遗传病 / 第 2 节 人类遗传病 / 考法清单 考法「遗传系谱图」
BIOLOGY,0087,82,第八章 伴性遗传和人类遗传病,微专题 基因检测与人类遗传病,必修2 遗传与进化,第五章 基因突变及其他变异 第 3 节 人类遗传病,第八章 伴性遗传和人类遗传病 / 微专题 基因检测与人类遗传病
BIOLOGY,0088,83,第八章 伴性遗传和人类遗传病,微专题 基因检测与人类遗传病 / 二 基因测序,必修2 遗传与进化,第五章 基因突变及其他变异 第 3 节 人类遗传病,第八章 伴性遗传和人类遗传病 / 微专题 基因检测与人类遗传病 / 二 基因测序
BIOLOGY,0089,84,第八章 伴性遗传和人类遗传病,微专题 基因定位拓展——定位于特定染色体,必修2 遗传与进化,第五章 基因突变及其他变异,第八章 伴性遗传和人类遗传病 / 微专题 基因定位拓展——定位于特定染色体
BIOLOGY,0090,85,第八章 伴性遗传和人类遗传病,微专题 基因定位拓展——定位于特定染色体（典例续）,必修2 遗传与进化,第五章 基因突变及其他变异,第八章 伴性遗传和人类遗传病 / 微专题 基因定位拓展——定位于特定染色体（典例续）
BIOLOGY,0091,86,第八章 伴性遗传和人类遗传病,微专题 基因定位拓展——定位于特定染色体 / 突破指南,必修2 遗传与进化,第五章 基因突变及其他变异,第八章 伴性遗传和人类遗传病 / 微专题 基因定位拓展——定位于特定染色体 / 突破指南
BIOLOGY,0092,87,第九章 基因的本质,第 1 节 DNA 是主要的遗传物质 / 知识清单 一 肺炎链球菌转化实验,必修2 遗传与进化,第三章 基因的本质 第 1 节 DNA 是主要的遗传物质,第九章 基因的本质 / 第 1 节 DNA 是主要的遗传物质 / 知识清单 一 肺炎链球菌转化实验
BIOLOGY,0093,88,第九章 基因的本质,第 1 节 DNA 是主要的遗传物质 / 知识清单 二 噬菌体侵染细菌的实验、三 DNA 是主要的遗传物质,必修2 遗传与进化,第三章 基因的本质 第 1 节 DNA 是主要的遗传物质,第九章 基因的本质 / 第 1 节 DNA 是主要的遗传物质 / 知识清单 二 噬菌体侵染细菌的实验、三 DNA 是主要的遗传物质
BIOLOGY,0094,89,第九章 基因的本质,第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 一 DNA 的结构、二 DNA 的复制,必修2 遗传与进化,第三章 基因的本质 第 2 节 DNA 的结构、第 3 节 DNA 的复制,第九章 基因的本质 / 第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 一 DNA 的结构、二 DNA 的复制
BIOLOGY,0095,90,第九章 基因的本质,第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 二 DNA 的复制（续表）、知识归纳、知识拓展,必修2 遗传与进化,第三章 基因的本质 第 3 节 DNA 的复制,第九章 基因的本质 / 第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 二 DNA 的复制（续表）、知识归纳、知识拓展
BIOLOGY,0096,91,第九章 基因的本质,第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 三 基因的本质,必修2 遗传与进化,第三章 基因的本质 第 4 节 基因通常是有遗传效应的 DNA 片段,第九章 基因的本质 / 第 2 节 DNA 的结构和复制、基因的本质 / 知识清单 三 基因的本质
BIOLOGY,0097,92,第十章 基因的表达,第 1 节 基因指导蛋白质的合成 / 知识清单 一 遗传信息的转录和翻译,必修2 遗传与进化,第四章 基因的表达 第 1 节 基因指导蛋白质的合成,第十章 基因的表达 / 第 1 节 基因指导蛋白质的合成 / 知识清单 一 遗传信息的转录和翻译
BIOLOGY,0098,93,第十章 基因的表达,第 1 节 基因指导蛋白质的合成 / 考教衔接 多聚核糖体、知识清单 二 中心法则,必修2 遗传与进化,第四章 基因的表达 第 1 节 基因指导蛋白质的合成,第十章 基因的表达 / 第 1 节 基因指导蛋白质的合成 / 考教衔接 多聚核糖体、知识清单 二 中心法则
BIOLOGY,0099,94,第十章 基因的表达,第 1 节 基因指导蛋白质的合成 / 考法清单 · 考法 核酸序列的阅读,必修2 遗传与进化,第四章 基因的表达 第 1 节 基因指导蛋白质的合成,第十章 基因的表达 / 第 1 节 基因指导蛋白质的合成 / 考法清单 · 考法 核酸序列的阅读
BIOLOGY,0100,95,第十章 基因的表达,第 2 节 基因表达与性状的关系 / 知识清单（基因表达产物与性状的关系、基因与性状间的对应关系、基因表达调控对性状的影响）,必修2 遗传与进化,第四章 基因的表达 第 2 节 基因表达与性状的关系,第十章 基因的表达 / 第 2 节 基因表达与性状的关系 / 知识清单（基因表达产物与性状的关系、基因与性状间的对应关系、基因表达调控对性状的影响）
BIOLOGY,0101,96,第十章 基因的表达,考法清单 / 考法 表观遗传的常见调控机制,必修2 遗传与进化,第四章 基因的表达 第 2 节 基因表达与性状的关系,第十章 基因的表达 / 考法清单 / 考法 表观遗传的常见调控机制
BIOLOGY,0102,97,第十一章 基因突变及其他变异,第 1 节 基因突变和基因重组 / 知识清单 一 基因突变,必修2 遗传与进化,第五章 基因突变及其他变异 第 1 节 基因突变和基因重组,第十一章 基因突变及其他变异 / 第 1 节 基因突变和基因重组 / 知识清单 一 基因突变
BIOLOGY,0103,98,第十一章 基因突变及其他变异,第 1 节 基因突变和基因重组 / 知识清单 二 基因重组、即练即清,必修2 遗传与进化,第五章 基因突变及其他变异 第 1 节 基因突变和基因重组,第十一章 基因突变及其他变异 / 第 1 节 基因突变和基因重组 / 知识清单 二 基因重组、即练即清
BIOLOGY,0104,99,第十一章 基因突变及其他变异,考法清单 / 考法 基因突变类型及其影响分析,必修2 遗传与进化,第五章 基因突变及其他变异 第 1 节 基因突变和基因重组,第十一章 基因突变及其他变异 / 考法清单 / 考法 基因突变类型及其影响分析
BIOLOGY,0105,100,第十一章 基因突变及其他变异,考法清单 / 考法 基因突变类型及其影响分析（续）,必修2 遗传与进化,第五章 基因突变及其他变异 第 1 节 基因突变和基因重组,第十一章 基因突变及其他变异 / 考法清单 / 考法 基因突变类型及其影响分析（续）
BIOLOGY,0106,101,第十一章 基因突变及其他变异,第 2 节 染色体变异 / 知识清单 一 染色体数目变异,必修2 遗传与进化,第五章 基因突变及其他变异 第 2 节 染色体变异,第十一章 基因突变及其他变异 / 第 2 节 染色体变异 / 知识清单 一 染色体数目变异
BIOLOGY,0107,102,第十一章 基因突变及其他变异,第 2 节 染色体变异 / 知识清单 实验 低温诱导植物细胞染色体数目的变化、二 染色体结构变异、即练即清,必修2 遗传与进化,第五章 基因突变及其他变异 第 2 节 染色体变异,第十一章 基因突变及其他变异 / 第 2 节 染色体变异 / 知识清单 实验 低温诱导植物细胞染色体数目的变化、二 染色体结构变异、即练即清
BIOLOGY,0108,103,第十一章 基因突变及其他变异,考法清单 / 考法 染色体变异个体产生配子情况,必修2 遗传与进化,第五章 基因突变及其他变异 第 2 节 染色体变异,第十一章 基因突变及其他变异 / 考法清单 / 考法 染色体变异个体产生配子情况
BIOLOGY,0109,104,第十二章 生物的进化,知识清单 一 达尔文的生物进化论、二 现代生物进化理论,必修2 遗传与进化,第六章 生物的进化 第 1 节 生物有共同祖先的证据、第 2 节 自然选择与适应的形成、第 3 节 种群基因组成的变化与物种的形成,第十二章 生物的进化 / 知识清单 一 达尔文的生物进化论、二 现代生物进化理论
BIOLOGY,0110,105,第十二章 生物的进化,知识清单 二 现代生物进化理论（续表）、知识拓展、三 实验 探究抗生素对细菌的选择作用、即练即清,必修2 遗传与进化,第六章 生物的进化 第 3 节 种群基因组成的变化与物种的形成、第 4 节 协同进化与生物多样性的形成,第十二章 生物的进化 / 知识清单 二 现代生物进化理论（续表）、知识拓展、三 实验 探究抗生素对细菌的选择作用、即练即清
BIOLOGY,0111,106,第十二章 生物的进化,考法清单 / 考法 基因频率和基因型频率的计算,必修2 遗传与进化,第六章 生物的进化 第 3 节 种群基因组成的变化与物种的形成,第十二章 生物的进化 / 考法清单 / 考法 基因频率和基因型频率的计算
BIOLOGY,0112,107,第三部分 稳态与调节,第十三章 人体的内环境与稳态 / 知识清单 一 细胞生活的环境,选择性必修1 稳态与调节,第一章 人体的内环境与稳态 第 1 节 细胞生活的环境,第三部分 稳态与调节 / 第十三章 人体的内环境与稳态 / 知识清单 一 细胞生活的环境
BIOLOGY,0113,108,第十三章 人体的内环境与稳态,知识清单 二 内环境的稳态、考教衔接 血浆 pH 调节、即练即清,选择性必修1 稳态与调节,第一章 人体的内环境与稳态 第 2 节 内环境的稳态,第十三章 人体的内环境与稳态 / 知识清单 二 内环境的稳态、考教衔接 血浆 pH 调节、即练即清
BIOLOGY,0114,109,第十四章 神经调节,第 1 节 神经调节的结构基础和基本方式 / 知识清单 一 神经调节的结构基础,选择性必修1 稳态与调节,第二章 神经调节 第 1 节 神经调节的结构基础,第十四章 神经调节 / 第 1 节 神经调节的结构基础和基本方式 / 知识清单 一 神经调节的结构基础
BIOLOGY,0115,110,第十四章 神经调节,第 1 节 神经调节的结构基础和基本方式 / 知识清单 二 神经调节的基本方式、知识拓展、知识归纳,选择性必修1 稳态与调节,第二章 神经调节 第 1 节 神经调节的结构基础、第 2 节 神经调节的基本方式,第十四章 神经调节 / 第 1 节 神经调节的结构基础和基本方式 / 知识清单 二 神经调节的基本方式、知识拓展、知识归纳
BIOLOGY,0116,111,第十四章 神经调节,第 2 节 神经冲动的产生和传导 / 即练即清、知识清单 兴奋的产生和传导,选择性必修1 稳态与调节,第二章 神经调节 第 2 节 神经调节的基本方式、第 3 节 神经冲动的产生和传导,第十四章 神经调节 / 第 2 节 神经冲动的产生和传导 / 即练即清、知识清单 兴奋的产生和传导
BIOLOGY,0117,112,考法清单,考法1 膜电位变化曲线及动作电位和静息电位的影响因素（神经调节——神经冲动的产生与传导）,选择性必修1 稳态与调节,第2章 神经调节,考法清单 / 考法1 膜电位变化曲线及动作电位和静息电位的影响因素（神经调节——神经冲动的产生与传导）
BIOLOGY,0118,113,第十四章 神经调节,考法1 续 / 考法2 电流计指针偏转及电位变化曲线分析,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 考法1 续 / 考法2 电流计指针偏转及电位变化曲线分析
BIOLOGY,0119,114,第十四章 神经调节,考法2 电流计指针偏转及电位变化曲线分析 / 2. 电位变化曲线分析,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 考法2 电流计指针偏转及电位变化曲线分析 / 2. 电位变化曲线分析
BIOLOGY,0120,115,第十四章 神经调节,微专题 突触分析,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 微专题 突触分析
BIOLOGY,0121,116,第十四章 神经调节,微专题 突触分析（突破指南） / 第3节 神经系统的分级调节及人脑的高级功能,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 微专题 突触分析（突破指南）/ 第3节 神经系统的分级调节及人脑的高级功能
BIOLOGY,0122,117,第十四章 神经调节,第3节 神经系统的分级调节及人脑的高级功能 / 知识清单（续）,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 第3节 神经系统的分级调节及人脑的高级功能 / 知识清单（续）
BIOLOGY,0123,118,第十四章 神经调节,考法清单 / 考法 分级调节实例分析——排尿反射,选择性必修1 稳态与调节,第2章 神经调节,第十四章 神经调节 / 考法清单 / 考法 分级调节实例分析——排尿反射
BIOLOGY,0124,119,第十五章 体液调节,第1节 激素与内分泌系统 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第1节 激素与内分泌系统 / 知识清单 / 一 动物激素的相关实验探究
BIOLOGY,0125,120,第十五章 体液调节,第1节 激素与内分泌系统 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第1节 激素与内分泌系统 / 知识清单 / 二 激素与内分泌系统
BIOLOGY,0126,121,第十五章 体液调节,第2节 激素调节的过程及特点 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第2节 激素调节的过程及特点 / 知识清单 / 一 血糖平衡的调节
BIOLOGY,0127,122,第十五章 体液调节,第2节 激素调节的过程及特点 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第2节 激素调节的过程及特点 / 知识清单 / 二 激素的分级调节与反馈调节；三 激素调节的特点及相互作用
BIOLOGY,0128,123,第十五章 体液调节,考法清单 / 考法1 下丘脑—垂体—靶腺体轴调节的异常分析,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 考法清单 / 考法1 下丘脑—垂体—靶腺体轴调节的异常分析
BIOLOGY,0129,124,第十五章 体液调节,考法清单 / 考法2 激素的作用机制,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 考法清单 / 考法2 激素的作用机制
BIOLOGY,0130,125,第十五章 体液调节,第3节 体液调节与神经调节的关系 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第3节 体液调节与神经调节的关系 / 知识清单
BIOLOGY,0131,126,第十五章 体液调节,第3节 体液调节与神经调节的关系 / 知识清单,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 第3节 体液调节与神经调节的关系 / 知识清单 / 三 水和无机盐平衡的调节
BIOLOGY,0132,127,第十五章 体液调节,微专题 肾上腺及其代谢调控,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 微专题 肾上腺及其代谢调控
BIOLOGY,0133,128,第十五章 体液调节,微专题 肾上腺及其代谢调控 / 二 肾素—血管紧张素—醛固酮系统,选择性必修1 稳态与调节,第3章 体液调节,第十五章 体液调节 / 微专题 肾上腺及其代谢调控 / 二 肾素—血管紧张素—醛固酮系统
BIOLOGY,0134,129,第十六章 免疫调节,第1节 免疫系统的组成、功能及特异性免疫 / 知识清单,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 第1节 免疫系统的组成、功能及特异性免疫 / 知识清单 / 一 免疫系统的组成
BIOLOGY,0135,130,第十六章 免疫调节,第1节 免疫系统的组成、功能及特异性免疫 / 知识清单,选择性必修1 稳态与调节,第4章 免疫调节,第十六章 免疫调节 / 第1节 免疫系统的组成、功能及特异性免疫 / 知识清单 / 二 免疫系统的功能；三 特异性免疫
