subject,slug,material_slug,current_node_slug,suggested_node_slug,verdict,evidence,slice
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-fx-qiou-qioujiexi-buquan,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,利用奇偶性求解析式,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 奇函数：$x>0$ 时 $f(x)=g(x)$，则 $x<0$ 时 $f(x)=-g(-x)$；偶函数时 $f(x)=g(-x)$。2. 补全：奇函数定义域含 0 时补 $f(0)=0$」——对象是求解析式与补全定义；目标节点已收同型《用奇偶性求对称区间的解析式》。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-hj-fenshi-budengshi-jiefa,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,分式不等式的解法,REBIND,§4.2-1 首要教学对象｜正文原句「$\frac{f(x)}{g(x)}>0(<0)\Leftrightarrow f(x)g(x)>0(<0)$；$\frac{f(x)}{g(x)}\ge 0(\le 0)\Leftrightarrow f(x)g(x)\ge 0(\le 0)$ 且 $g(x)\ne 0$。」——全篇只讲分式不等式化整式，与奇偶性无关；来源（数学讲义《第5节 一元二次方程、不等式》）属不等式章。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-hj-s16-fraction-ineq,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,分式不等式的解法,REBIND,§4.2-1 首要教学对象｜正文原句「1. $\dfrac{f(x)}{g(x)}>0\Leftrightarrow f(x)g(x)>0$」「2. 带等号：$\dfrac{f(x)}{g(x)}\ge0\Leftrightarrow f(x)g(x)\ge0$ 且 $g(x)\ne0$。」与上一条同题同源（《第一章 §1.6 一元二次方程、不等式》）；同域近重复节点【分式不等式与绝对值不等式的解法】并列登记，选定按 8 条材料的【分式不等式的解法】。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-hj-s23-parity-param,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,,KEEP,§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 用对称性把待求点转到已知解析式的区间。2. 求参数：将 $f(-x)=\pm f(x)$ 展开，对比同次项系数」——首句动作正是【利用奇偶性求值】这一节点动作，第 2 步落在节点边界明写的延伸（用奇偶性恒等式求解析式参数）。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-hj-s24-period-transform,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,函数的周期性,REBIND,§4.2-1 首要教学对象｜正文原句「1. 由对称、奇偶关系先求出周期 $T$。2. 大数 $n$ 化为 $n\bmod T$ 对应的已知区间点。3. 零点、图象问题只需研究一个周期内的情形再平铺。」——对象是周期 $T$ 的转化用法；同源同节（数学讲义《第二章 §2.4 函数的周期性和对称性》）的兄弟条 math-hj-s24-period-formulas《常见的周期性结论》现绑【函数的周期性】。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-mo-geizhi-qiuzhi-silu,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,给值求值问题,REBIND,§4.2-1 首要教学对象｜正文原句「给值求值问题的一般思路：1. 确定已知式子中的角与要求式子中的角是否有关系（能否用已知角表示）」「4. 代入已知的值求出结果。」——对象是三角函数给值求值；目标节点已收《给值求值：角的拆分与符号判断》。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-mo-qiou-yingyong-sanyong,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,,KEEP,§4.2-1/5 首要教学对象+首句动作｜正文原句「1. 求函数值：把待求值经奇偶性转化到已知解析式的区间上。」首条即节点核心动作，后两条（求解析式、求参数）在节点边界明写的延伸内。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-mo-xingzhi-jie-budengshi,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,利用奇偶性与单调性解不等式,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「把已知不等式利用奇偶性、周期性转化成 $f(A)<f(B)$（或 $>$）的形式，再根据“奇函数在对称区间上单调性相同、偶函数在对称区间上单调性相反”列出关于自变量的不等式（组）」——对象是解抽象不等式（标题即「利用奇偶性与单调性解抽象不等式」，目标节点已收同型《用奇偶性加单调性解抽象不等式》）。,slice-07
MATH,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,math-teshudian-siyu1-zhuanhua-dao-x,利用奇偶性求值-将待求函数值或不等式利用奇偶性转化为已知区间上的函数值求解,三角函数中ω的取值范围问题,REBIND,"§4.2-1 首要教学对象｜正文原句「利用 $y=\sin t$ 的性质写出对应的特殊点，并反解出 $y=\sin(\omega x+\varphi)$ 的特殊点 $x_1,x_2,\cdots$（用 $\omega$ 表示）」「进而列出不等式（组），从而解得 $\omega$ 的取值范围。」——对象是三角函数中 ω 的取值范围；目标节点已收《利用零点个数求ω的范围》等 5 条同型材料（另有两个近重复节点【三角函数中ω的取值范围的确定方法】【三角函数中ω的求解】，旁车登记）。",slice-07
MATH,对勾函数,ext-mat-1b429dbe88-002b,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文原句「**结论**：函数 $y=x+\dfrac{1}{x}$ 的单调递增区间为 $(-\infty，-1]$ 和 $[1，+\infty)$」「**理解**：这类函数叫对勾函数」——即对勾函数的单调区间面。,slice-07
MATH,对勾函数,ext-mat-3312adec25-006,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文原句「用对勾函数模型解决实际问题时，有两点必须注意：1. 一定要注意函数的定义域。」——对象是【对勾函数模型的应用】（概括）。,slice-07
MATH,对勾函数,ext-mat-34fa3535bf-014,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文首句原句「对勾函数指形如「变量加上常数除以变量」的函数，当两项同号时其图象形如两个对称的勾。」,slice-07
MATH,对勾函数,ext-mat-36955442fd-001b,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文原句「**函数形式**：$y=x+\dfrac{a}{x}$（$a>0$），是最适合用基本不等式直接处理的函数模型。」其后三条性质（值域、单调区间、最值）全部以该函数为对象。,slice-07
MATH,对勾函数,ext-mat-47f6cc7b06-001c,对勾函数,解三角形中的最值与范围问题,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「**流程**：1. **化边为角并求比例系数**：由外接圆半径 $R=\sqrt3$ 与正弦定理得 $a=\frac{b}{\sin B}=2\sqrt3$」「4. **用对勾函数单调性求值域**」——题目主体是解三角形中 $\frac{b^2+a^2}{b}$ 的取值范围，对勾函数只在末步作工具；同源 PDF（培优7 解三角形中的最值和范围问题）的兄弟块 47f6cc7b06-001/-001b/-002、c0a639908a-001/-002b 现绑该节点，其节点边界亦明写【化为角的函数后若出现 $\sin\theta$ 与 $\frac{1}{\sin\theta}$ 同现，用对勾函数单调性】。,slice-07
MATH,对勾函数,ext-mat-47f6cc7b06-005,对勾函数,解三角形中的最值与范围问题,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「3. **化边比**：$\frac ac=\frac{\sin A}{\sin C}=\frac{\sin\left(C+\frac\pi3\right)}{\sin C}=\frac12+\frac{\sqrt3}{2\tan C}$」「4. **换元求值域**：$\frac{a^2+c^2}{ac}=\frac ac+\frac ca$，令 $t=\frac ac\in\left(\frac12，2\right)$」——四步中前三步与结论都在求「比值型代数式」的解三角形取值范围；材料自身 boundaryMarkdown 也只谈化角、消 $\sin A$、端点开闭，未以对勾函数为对象。,slice-07
MATH,对勾函数,ext-mat-80fe6c0ef5-005c,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文原句「### 一、对勾函数 $y=ax+\dfrac{b}{x}$（$a>0、b>0$）图象分两支：第一象限有最低点 $\left(\sqrt{\dfrac{b}{a}}、2\sqrt{ab}\right)$」——第一节以对勾函数为对象；第二节飘带函数包内无对应节点（§4.1 只绑已有节点），维持现绑并在旁车登记。,slice-07
MATH,对勾函数,ext-mat-91e0c2ace8-007,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文原句「**定义**：形如 $f(x)=ax+\frac{b}{x}$（$ab>0$）的函数，当 $a>0$、$b>0$ 时其图象关于原点对称，称为对勾函数。」——定义面材料，节点概念即其对象。,slice-07
MATH,对勾函数,ext-mat-9e525e1bfc-007,对勾函数,,KEEP,§4.2-1/2 首要教学对象+type｜正文原句「函数 $f(x)=x+\dfrac kx$（$k>0$）在 $(0，+\infty)$ 上的最小值取决于 $\sqrt{k}$ 与所给区间 $[a，b]$ 的位置关系」——METHOD_MODEL 给的是对勾函数在给定区间上求最值的分情况步骤。,slice-07
MATH,对勾函数,ext-mat-a0656377b5-001,对勾函数,根据零点个数求参数的方法,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文原句「**换元**：在 $f(x)=2^x+2^{2x}-m$ 中令 $t=2^x$」「**化归**：方程 $t+\frac{4}{t}=m$ 有两个不同的正实根，等价于对勾函数 $g(t)=t+\frac{4}{t}$（$t>0$）的图象与水平直线 $y=m$ 有两个交点。」「**结论**：当 $m>4$ 时直线与函数图象有两个交点，即原方程有两个不同实根，所以 $m$ 的取值范围是 $m>4$。」——材料解的是【由实根个数求参数范围】（本代理概括），对勾函数只在中间一步作工具；同节（2.4 函数的零点与方程的根）讲解册材料《由零点个数求参数范围的三种方法》现绑该节点。,slice-07
MATH,对勾函数,ext-mat-b1b2d080b9-004b,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文首句原句「形如 $f(x)=ax+\frac{b}{x}$（$ab>0$）的函数称为对勾函数，它的图象由两支曲线组成，关于原点对称。」,slice-07
MATH,对勾函数,ext-mat-c0a639908a-002,对勾函数,解三角形中的最值与范围问题,REBIND,§4.2-1/5 首要教学对象+首句动作｜正文首句原句「沿用上一问：$A=\frac{\pi}{3}$，外接圆半径 $\sqrt3$，求 $\frac{b^2+a^2}{b}$ 的取值范围。」其后 1–3 步为「**边化角**」「**确定角的范围**」「**换元**」，第 4 步才「**用对勾函数求值域**」——材料是解三角形题目的解答链。,slice-07
MATH,对勾函数,ext-mat-fea029b401-011,对勾函数,,KEEP,§4.2-1 首要教学对象｜正文首句原句「基本形式 $y=x+\frac{a}{x}$（$a>0$）的性质：（1）是奇函数，图象关于原点对称。」（2）（3）与「图象特征」段均以该函数为对象。,slice-07
MATH,对勾函数,math-mo-duigou-coupei-quzui,对勾函数,,KEEP,"§4.2-1/2 首要教学对象+type｜正文首句原句「对勾型结构 $y=ax+\dfrac{b}{x}$（$a,b>0$）求最值：凑配出对勾后用 $ax+\dfrac{b}{x}\ge2\sqrt{ab}$，取等点 $x=\sqrt{\dfrac{b}{a}}$。」首句主语即对勾结构；METHOD_MODEL 给的就是该结构凑配求最值的步骤。",slice-07
MATH,平方和与立方和公式,ext-mat-91e0c2ace8-066,平方和与立方和公式,,KEEP,正文首句即该节点的推导对象：“因为 $(n+1)^3-n^3=3n^2+3n+1$，所以 $n^2=\frac13\left[(n+1)^3-n^3\right]-n-\frac13$”，全篇收于 $\sum n^2=\frac{n(n+1)(2n+1)}{6}$ 与 $\sum n^3=\left[\frac{n(n+1)}{2}\right]^2$；与节点 boundary「高阶差公式（$(n+1)^3-n^3$ 或 $(n+1)^4-n^4$）并按次数分组、系数容易算错」逐条对应。,slice-08
MATH,指数不等式,math-hj-s15-cauchy,指数不等式,柯西不等式与权方和不等式,REBIND,材料只有柯西不等式本体、与指数不等式解法无关：「$(a^2+b^2)(c^2+d^2)\ge(ac+bd)^2$（实数范围内成立），取等条件 $\dfrac{a}{c}=\dfrac{b}{d}$。」；现绑节点「指数不等式」讨论底数确定/含参时去指数求解与同构变换；包内 柯西不等式与权方和不等式（必修一·第二章·不等式）边界即「…柯西不等式的取等条件 $ad=bc$…都必须验证能取到」，别名含「二维柯西不等式」。｜材料正文原句（materials[28]）,slice-06
MATH,指数函数的常用技巧,math-mo-teshu-hua-changshuhanshu,指数函数的常用技巧,,NONE,材料全文不含指数函数内容：「在利用『特殊化』思想求解某些特定问题（如判断『单调函数』『奇偶函数』命题真假、构造反例）时，不要忘记『常数函数』的妙用」⇒ 判为不以现绑节点为对象；但包内检索未见「特殊化/常数函数/反例构造」类节点（该技巧的同类材料如「排列组合的常用技巧」「四类函数的常用切线放缩不等式清单」也被收进同一节点，属节点成桶），§4.1 只绑已有节点、不新建 ⇒ 无合格 suggested_node_slug，交人工裁定目标节点。｜材料正文原句（materials[25]）,slice-06
MATH,数列的单调性与最值问题,ext-mat-03f08fdd41-002d,数列的单调性与最值问题,,KEEP,正文“**方法二：作差法**　比较相邻两项的大小：计算 $a_{n+1}-a_n$ 的符号，符号变化处即为最大项或最小项所在的位置”——以最大项、最小项的求法为对象。,slice-08
MATH,数列的单调性与最值问题,ext-mat-03f08fdd41-003b,数列的单调性与最值问题,,KEEP,正文“1. 若 $a_n$ 为最大项，则 $a_n\geq a_{n-1}$ 且 $a_n\geq a_{n+1}$”——即本节点 boundary“可比较相邻两项两边夹地定出最值项”的判据面。,slice-08
MATH,数列的单调性与最值问题,ext-mat-139eda59d2-006,数列的单调性与最值问题,,KEEP,正文“**方法一：作差比较法**。计算 $a_{n+1}-a_n$，若对一切正整数 $n$ 都有 $a_{n+1}-a_n>0$，则数列为递增数列”“**由单调性求参数**：把‘递增’转化为 $a_{n+1}-a_n>0$ 对一切 $n$ 恒成立”——以数列增减的判断（本节点 boundary“用作差法或作商法判断其增减”）为首要对象。,slice-08
MATH,数列的单调性与最值问题,ext-mat-139eda59d2-007,数列的单调性与最值问题,,KEEP,正文“**方法一：函数图象法**。把数列视为函数当 $x\in N^{*}$ 时所对应的一列函数值……**方法三：比较法（相邻项比较）**”——以数列最大项与最小项的求法为对象。,slice-08
MATH,数列的单调性与最值问题,ext-mat-298a51ae15-001b,数列的单调性与最值问题,,KEEP,正文“求最大（小）项的方法：① 构造函数并确定其单调性，由函数单调性求出数列的最大项或最小项；② 由不等式组 $a_n\ge a_{n-1}$ 且 $a_n\ge a_{n+1}$ 解出 $n$”——单调性判断与最值项两条主轴均在本节点 boundary 内。,slice-08
MATH,数列的单调性与最值问题,ext-mat-498fe37868-005,数列的单调性与最值问题,,KEEP,正文“令 $f(x)=-\dfrac{1}{3}x^3+2x^2+2x+\dfrac{2}{3}\ (x>0)$……计算相邻整数点的值：$f(6)>0>f(7)$……第 $7$ 项最大”——即节点 boundary“把数列看作定义在正整数集上的函数”下求最值项的手法。,slice-08
MATH,数列的单调性与最值问题,ext-mat-66cdd05410-006b,数列的单调性与最值问题,,NONE,正文“设等比数列各项非零、公比为 $q$：……3. $0<q<1$：$a_1>0$ 时递减；$a_1<0$ 时递增。4. $q<0$：摆动数列，既不递增也不递减”“**判据来源**：由 $a_{n+1}-a_n=a_n(q-1)$”——对象是等比数列自身的单调性判定；包内无该节点（见同轴条 math-fx-dengbi-zengjian-fuhao 的说明），需人工决定建点／改绑／并点。,slice-08
MATH,数列的单调性与最值问题,ext-mat-7f3d9b6870-036,数列的单调性与最值问题,,KEEP,正文“判断数列单调性时有三个关键提醒。1. 作商法的前提……2. 函数与数列的区别……必须逐项比较 $a_{n+1}$ 与 $a_n$ 的大小”——以数列单调性判据的易错提醒为对象，正对本节点的判据轴。,slice-08
MATH,数列的单调性与最值问题,ext-mat-91e0c2ace8-077,数列的单调性与最值问题,,KEEP,正文“数列的最大、最小项或项的取值范围的实质是求函数最值问题”“解不等式组 $a_n\ge a_{n-1}$ 且 $a_n\ge a_{n+1}$（$n\ge 2$）”——即本节点 boundary 的“确定最大项或最小项、单峰时两边夹定最值项”方法面。,slice-08
MATH,数列的单调性与最值问题,ext-mat-982c247417-002,数列的单调性与最值问题,,NONE,正文“数列可以看作关于 $n$（$n\in\mathbf{N}^{*}$）的函数，因此具备函数的某些性质——(1) 单调性……(2) 周期性”＋“两个常用结论：① ……$a_n=S_n-S_{n-1}$（$n\ge2$）……② 若 $a_n$ 最大，则 $a_n\ge a_{n-1}$ 且 $a_n\ge a_{n+1}$”——综述型，跨「数列与函数的关系」「周期数列」「由前n项和求通项」与本节点，讲得比任何单点宽，需人工拆分定归属。,slice-08
MATH,数列的单调性与最值问题,ext-mat-9e21a7e47c-005c,数列的单调性与最值问题,,KEEP,正文“3. **判增减**：注意 $y=\left(\frac12\right)^{n-1}$ 关于 $n$ 递减……当 $a-4<0$（即 $a<4$）时，$\{a_n\}$ 为递增数列，符合题意”——以“由数列的增减性求参数范围”为对象，判增减是本节点的核心动作。,slice-08
MATH,数列的单调性与最值问题,ext-mat-a56cce28f2-003,数列的单调性与最值问题,,KEEP,正文“**两条要求（缺一不可）**　1. **各段分别单调**……2. **衔接处满足不等关系**：左段的末项要小于右段的首项（如 $a_7<a_8$）”“只检验每段递增而不检验衔接处，是分段数列单调性最常见的错误”——以分段数列的单调性（递增条件与参数范围）为对象。,slice-08
MATH,数列的单调性与最值问题,ext-mat-a56cce28f2-005b,数列的单调性与最值问题,,KEEP,正文“1. **作差**：算 $a_{n+1}-a_n$ 并判号……2. **作商**：正项数列中比较 $\dfrac{a_{n+1}}{a_n}$ 与 $1$”“**用途**：判断出的单调性常用于求最值”——判增减再求最值，即本节点的两条主轴。,slice-08
MATH,数列的单调性与最值问题,ext-mat-b5910b42d5-004b,数列的单调性与最值问题,,KEEP,正文“故 $T_n=a_1a_2\cdots a_n$ 最大时需满足 $a_n>1>a_{n+1}$”“**要点**：连乘积的最值由各项与 $1$ 的大小决定”——以数列（前 $n$ 项积 $T_n$）的最值判断为对象，与各项用 $1$ 比较的单调性论证同轴。,slice-08
MATH,数列的单调性与最值问题,ext-mat-b625d39ddf-003,数列的单调性与最值问题,,NONE,正文“数列性质问题的解题流程：1. **分析题目、明确所求**：是单调性？最值？范围？还是证明不等式？……涉及‘对所有 $n$ 成立’的不等式或范围 → 常需分离参数”——综述型元流程，跨单调性／最值／恒成立／不等式证明，包内无对应节点，讲得比本节点宽，需人工定归属。,slice-08
MATH,数列的单调性与最值问题,ext-mat-efa31ffedb-004,数列的单调性与最值问题,,KEEP,正文“第三，两边夹法：由 $a_n$ 不小于前一项且不小于后一项求出最大项对应的项号，最小项同理；该方法适用于‘单峰’型数列”——三种求法即本节点 boundary 的最值判定面。,slice-08
MATH,数列的单调性与最值问题,ext-mat-f3f5f6748c-001,数列的单调性与最值问题,,KEEP,正文“**定义**：数列的单调性是指数列的项随着序号的增加而呈现递增、递减或常数的规律”“**三种判断方法**……1. 作差法……2. 作商法……3. 函数法”——直接以数列单调性的定义与判断为对象。,slice-08
MATH,数列的单调性与最值问题,math-fx-dandiao-dingyi-dengjia,数列的单调性与最值问题,函数的单调性,REBIND,正文“1. 定义：$x_1<x_2$ 时 $f(x_1)<f(x_2)$ 为增函数；$f(x_1)>f(x_2)$ 为减函数（区间 $I\subseteq D$）。2. 等价形式：$\dfrac{f(x_1)-f(x_2)}{x_1-x_2}>0\iff$ 单调递增”——主语是 $f(x)$ 与区间，通篇不出现数列；「函数的单调性」boundary“给出单调性的定义及其两种等价形式”逐字对应（函数单调性↔数列单调性是相邻概念误绑的典型）。,slice-08
MATH,数列的单调性与最值问题,math-fx-dengbi-zengjian-fuhao,数列的单调性与最值问题,,NONE,正文“1. $q>1$：$a_1>0$ 时递增，$a_1<0$ 时递减。……3. $q<0$：各项正负交替，是摆动数列，不具单调性。”——对象是等比数列自身的增减分类；包内没有「等比数列的单调性」节点（「等比数列」boundary 只到定义／判定／证明，「等比数列的常用性质」boundary 五条均不含此），需人工决定建点或并入某等比节点。,slice-08
MATH,数列的单调性与最值问题,math-fx-dengcha-danyan-zuizhi,数列的单调性与最值问题,等差数列前n项和最值问题,REBIND,正文“2. 二次函数法：把 $S_n$ 看成 $n$ 的二次函数（无常数项），由对称轴定最值附近的正整数 $n$。3. 符号法：$S_n$ 最大当且仅当满足 $a_k\ge 0$ 且 $a_{k+1}\le 0$ 的 $k$（$d<0$ 时）”——正是「等差数列前n项和最值问题」boundary 的两条途径（配方转二次函数／由相邻两项的符号变化定位置），材料只谈等差数列的 $S_n$。,slice-08
MATH,数列的单调性与最值问题,math-fx-geizhi-qiuzhi-sanbufa,数列的单调性与最值问题,给值求值问题,REBIND,正文“1. 看角：分析已知角与未知角的关系，确定拆分、组合方式（如 $\beta=(\alpha+\beta)-\alpha$）……4. 变式：目标为 $\sin\alpha\pm\cos\alpha$、$\sin\alpha\cos\alpha$ 型时用和差积关系整体代换。”——是三角恒等变换，与数列无关；包内「给值求值问题」boundary“拆角后的每个角都必须是已知角或特殊角……不判断符号只取正值”与之逐条对应（另有「三角给值求值的换元法」，归属二者需人工择一）。,slice-08
MATH,数列的单调性与最值问题,math-fx-yansheng-shulie-shandai,数列的单调性与最值问题,数列的插项与去项问题,REBIND,正文“1. 插入型：在 $a_n$ 与 $a_{n+1}$ 之间插入 $m$ 个数（等差或等比），新数列共 $n+(n-1)m$ 项（前 $n$ 项原项），分段求和。……3. 删减（公共项）型：剔除与另一数列相同的项”——讲的是插项／去项的项数计算与分组求和；本节点 boundary 只讲增减与最值项，框不住。（同条含公共项，包内另有「数列的公共项问题」，是否拆条留人工）,slice-08
MATH,数列的单调性与最值问题,math-hj-s61-period-mono,数列的单调性与最值问题,,NONE,正文两条“1. 周期：计算前若干项，发现循环后用周期取模定位。2. 单调性：$a_{n+1}-a_n$ 的符号（正项数列也可作商）”——一半讲周期性（属「周期数列的常见形式／周期数列的周期确认与求和要点」轴）、一半讲单调性判断、且全篇不涉及最值，单一归属不成立，留人工决定拆分或改绑。,slice-08
MATH,数列的单调性与最值问题,math-hj-s810-range-extreme,数列的单调性与最值问题,圆锥曲线中的最值或范围问题,REBIND,正文“1. 设参数（斜率 $k$ 或点坐标 $t$）。2. 由联立关系把目标写成参数函数。3. 用函数单调性、均值不等式或几何意义（如 $d\ge0$、判别式）定范围。”——通篇是解析几何（联立、斜率、判别式），零数列内容；包内有「圆锥曲线中的最值或范围问题」（数学选择性必修第一册·第二三章·解析几何），其 boundary“代数法要注意参数范围由判别式和曲线自身的范围共同决定”与之对应。,slice-08
MATH,数列的单调性与最值问题,math-kb-sequence-monotonic-extremum-function-view,数列的单调性与最值问题,,KEEP,正文“将 $a_n=f(n)$ 视为函数在 $n\in\mathbf{N^*}$ 上的取值，分析图象求最值；也可用作差或作商判断单调性；单峰情形可解 $a_n\ge a_{n-1}$ 且 $a_n\ge a_{n+1}$（两边夹）求最大（小）项”——是节点 boundary（正整数集上的函数＋作差作商＋两边夹定最值项）的原句级复述。,slice-08
MATH,数列的单调性与最值问题,math-mo-gonggongxiang-zengjianxiang,数列的单调性与最值问题,数列的公共项问题,REBIND,正文“1. 公共项：两个等差数列的公共项是等差数列，且公差为两公差的最小公倍数；两个等比数列的公共项是等比数列，公比为两公比的最小公倍数次幂。”——首条即公共项的结构，对应「数列的公共项问题」boundary“同一项只能算一次（剔除而不是相加）”；本节点 boundary 不含公共项／插项。（条内另有插项计数，是否拆条留人工）,slice-08
MATH,数列的单调性与最值问题,math-mo-sanyuan-duoyuan-jianyuan,数列的单调性与最值问题,多变量最值问题的解题方法,REBIND,正文“1. 从元的个数角度——关键在于减元处理（代入消元、整体换元、三角换元等）……3. ……把问题转化为整体元的和、积、差、平方和、倒数和等并列结构，再利用均值不等式求解，注意等号取到的条件。”——是多元最值的减元方法，与数列无关；「多变量最值问题的解题方法」boundary“消元或换元后必须写明新变量的取值范围……每种方法的等号成立条件都要单独验证”与之对应（另有「三元均值不等式」，归属二者需人工择一）。,slice-08
MATH,斐波那契数列,ext-mat-11b718ab0f-023,斐波那契数列,,KEEP,正文“**定义**：从第三项起每一项都等于它前面两项之和的数列……称为斐波那契数列，也叫兔子数列、黄金分割数列”，随后给出比奈公式与构造推导——通篇主语是斐波那契数列。,slice-08
MATH,斐波那契数列,ext-mat-11b718ab0f-023b,斐波那契数列,,KEEP,正文“设 $F_1=F_2=1$，则有以下常用恒等式。**前 $n$ 项和**：$\sum\limits_{i=1}^{n}F_i=F_{n+2}-1$”——斐波那契数列的恒等式集，以该节点为对象。,slice-08
MATH,斐波那契数列,ext-mat-11b718ab0f-023c,余数列周期性,,KEEP,候选由词面（标题含“斐波那契数列”）提出；读正文：“斐波那契数列逐项取余后的余数列具有周期性……除以 2：余数列 1，1，0，… 的周期为 3；除以 3：……周期为 8；除以 4：……周期为 6”——与现绑「余数列周期性」boundary 的三条余数列周期逐字一致，且该条的可迁移部分（“先确定周期长度 $T$，再用项数 $n$ 除以 $T$”）正是该节点的通法；本节点「斐波那契数列」boundary（递推／平方和下标／通项含无理数）框不住余数周期 ⇒ 不建议改指（两节点在斐波那契余数事实上重叠，已在旁车 md 登记）。,slice-08
MATH,斐波那契数列,ext-mat-11b718ab0f-024,斐波那契数列,,KEEP,正文“把杨辉三角沿斜对角线方向逐条求和，所得的和依次为 1，1，2，3，5，8，… 正好是斐波那契数列”“相邻两项之比 $\dfrac{F_{n+1}}{F_n}$ 随 $n$ 增大逐渐趋近黄金分割比”——以斐波那契数列与杨辉三角、黄金分割的联系为对象。,slice-08
MATH,斐波那契数列,ext-mat-cf783367fa-009,斐波那契数列,,KEEP,正文“由递推公式给出的这个数列称为斐波那契数列，也称兔子数列”“## 常用结论　……2. $F_1^2+F_2^2+\cdots+F_n^2=F_nF_{n+1}$。3. 通项公式……”——全篇以斐波那契数列为对象。,slice-08
MATH,斐波那契数列,ext-mat-f609e50b38-001,斐波那契数列,,KEEP,正文“把数列 $1$、$1$、$2$、$3$、$5$、$8$、$13$、$21$、$34$、$55$、$89$、$144$、$\cdots$ 称为斐波那契数列，一般记为 $\{F_n\}$”——定义＋递推＋通项＋两条结论，均以该节点为对象。,slice-08
MATH,斐波那契数列,math-kb-fibonacci-sequence-properties,斐波那契数列,,KEEP,"正文“定义：$F_1=F_2=1$，$F_n=F_{n-1}+F_{n-2}$（$n\ge 3$），即 $1,\ 1,\ 2,\ 3,\ 5,\ 8,\ 13,\dots$”——首句主语即节点概念，末句余数周期为附带结论。",slice-08
MATH,斐波那契数列,math-mo-feibonaqi-shulie,等差数列的常用性质,斐波那契数列,REBIND,"候选正确：正文“1. 定义：$a_1=a_2=1$，$a_{n+2}=a_{n+1}+a_n$，前若干项为 $1,1,2,3,5,8,13,21,34,55,\dots$；通项（比内公式）$a_n=\dfrac{1}{\sqrt5}\left[\left(\dfrac{1+\sqrt5}{2}\right)^n-\left(\dfrac{1-\sqrt5}{2}\right)^n\right]$。2. 求和：$S_n=a_{n+2}-1$。3. 余数列的周期性……4. 相邻项平方关系 $a_{n+1}^2-a_na_{n+2}=(-1)^n$”——四条全部是斐波那契数列，零等差数列内容，现绑「等差数列的常用性质」完全不成立。",slice-08
MATH,方程组法-主要解决已知与-的方程-求解析式,ext-mat-b1aceeb4bf-006b,方程组法-主要解决已知与-的方程-求解析式,,KEEP,§4.2-1/2 首要教学对象+type｜正文原句「适用情形：题目给出的关系式中出现了 $f(x)$ 与 $f(-x)$ 的关系式、$f(x)$ 与 $f(\frac{1}{x})$ 的关系式」「再构造出另外一个等式组成方程组，通过解方程组求出 $f(x)$。」标题《构造方程组法求函数解析式》与节点同名同义。,slice-07
