subject,point_slug,prereq_slug,verdict,reason
CHEMISTRY,电子数相等的粒子的判断与应用,电子排布式,unrelated,电子数判断依据粒子带电，与排布式无关
CHEMISTRY,原子结构,卤族元素的易错点,unrelated,卤族元素易错点与原子结构无关
CHEMISTRY,原子结构,原子核外电子排布,inverted,原子结构是电子排布学习的基础
CHEMISTRY,烯烃,热化学方程式,unrelated,热化学方程式与烯烃无关
CHEMISTRY,炔烃,滴定曲线,unrelated,滴定曲线与炔烃无关
CHEMISTRY,烯烃的顺反异构,烯烃的化学性质,unrelated,顺反异构取决于结构，与化学性质无关
CHEMISTRY,烯烃的化学性质,烯烃,valid,化学性质需先认识烯烃
CHEMISTRY,炔烃的化学性质,炔烃,valid,化学性质需先认识炔烃
CHEMISTRY,金属腐蚀的本质,金属矿物的开发利用,unrelated,金属冶炼与腐蚀机理无关
CHEMISTRY,芳香烃,脂肪烃的结构和性质易混易错点,unrelated,脂肪烃易错点与芳香烃无关
CHEMISTRY,芳香烃的用途及对环境的影响,芳香烃,valid,用途需先认识芳香烃
CHEMISTRY,芳香烃的结构和性质易混易错点,芳香烃的用途及对环境的影响,unrelated,用途影响与易错点互非前置
CHEMISTRY,苯的化学性质,苯及其同系物的性质,inverted,苯同系物性质建立在苯化学性质之上
CHEMISTRY,苯的同系物的结构与性质,苯的化学性质,valid,苯的同系物由苯的性质推导
CHEMISTRY,苯及其同系物的性质,苯分子的空间结构,valid,性质依赖苯的空间结构
CHEMISTRY,卤代烃,单糖,unrelated,单糖与卤代烃无关
CHEMISTRY,卤代烃的概念,卤代烃的性质及应用,inverted,概念在前，性质应用需先有概念
CHEMISTRY,卤代烃的物理性质,卤代烃的水解反应和消去反应,unrelated,物理性质不依赖水解消去反应
CHEMISTRY,卤代烃的水解反应和消去反应,卤代烃的概念,valid,反应需先认识卤代烃概念
CHEMISTRY,卤代烃的用途与危害,卤代烃的物理性质,unrelated,用途危害与物理性质互非前置
CHEMISTRY,卤代烃的性质及应用,卤代烃在有机合成中的作用,unrelated,合成作用是应用子题，非前置
CHEMISTRY,卤代烃的结构和性质易混易错点,卤代烃的用途与危害,unrelated,用途危害与易错点互非前置
CHEMISTRY,羧酸,糖类的结构和性质易混易错点,unrelated,糖类易错点与羧酸无关
CHEMISTRY,羧酸的组成和结构,羧酸的化学性质,inverted,先结构后性质，方向反了
CHEMISTRY,羧酸的化学性质,羧酸,valid,化学性质需先认识羧酸
CHEMISTRY,羧酸的结构和性质,羧酸的组成和结构,valid,先知组成和结构再谈性质
CHEMISTRY,有机合成,有关蛋白质的易混易错点,unrelated,蛋白质与有机合成异章无关
CHEMISTRY,以烯烃-炔烃为原料的有机合成,中和热,unrelated,中和热属反应热与有机合成无关
CHEMISTRY,卤代烃在有机合成中的作用,卤代烃,valid,先掌握卤代烃再谈其合成作用
CHEMISTRY,醛-酮在有机合成中的应用,醚的结构与性质,unrelated,醚与醛酮应用平行非前置
CHEMISTRY,常见有机合成路线,常见有机反应类型总结,valid,合成路线依赖常见反应类型
CHEMISTRY,有机合成中碳骨架的构建,有机化合物的空间结构,unrelated,碳骨架构建靠成键反应与空间模型无关
CHEMISTRY,糖类的组成和分类,糖类,valid,先知糖类概念再学组成和分类
CHEMISTRY,单糖,化学平衡的移动,unrelated,单糖与化学平衡属不同领域
CHEMISTRY,多糖-淀粉与纤维素,外界条件对水的电离平衡的影响,unrelated,多糖与水电离平衡无关
CHEMISTRY,糖类的结构和性质,糖类的组成和分类,valid,先分类再逐类学结构和性质
CHEMISTRY,糖类的结构和性质易混易错点,糖类的结构和性质,valid,易错点在主干之后依赖主干
CHEMISTRY,蛋白质,蒸馏,unrelated,蒸馏是分离方法非蛋白质前置
CHEMISTRY,蛋白质的结构与性质,蛋白质和氨基酸的结构与性质,valid,理解蛋白质须先知氨基酸和肽键
CHEMISTRY,蛋白质和氨基酸的结构与性质,蛋白质,valid,先知蛋白质概念再学结构与性质
CHEMISTRY,有关蛋白质的易混易错点,有关合成高分子的易混易错点,unrelated,两个不同主题的易错点无前置
CHEMISTRY,核酸,核外电子运动状态,unrelated,电子运动状态是原子结构无关
CHEMISTRY,核酸的结构与性质,核酸,valid,先知核酸概念再学结构与性质
CHEMISTRY,合成高分子,反应热,unrelated,合成高分子与反应热无关
CHEMISTRY,合成高分子的结构和性质,合成高分子,valid,先知合成高分子再学结构和性质
CHEMISTRY,有关合成高分子的易混易错点,有关ksp的易错点,unrelated,Ksp属溶解平衡与高分子无关
CHEMISTRY,聚合反应及聚合物单体的判断,羧酸的结构和性质,valid,缩聚单体判断依赖羧基成酯知识
CHEMISTRY,基本概念,含铝物质的制备和转化,unrelated,含铝物质与高分子基本概念无关
CHEMISTRY,苯分子的空间结构,芳香烃的结构和性质易混易错点,inverted,易错点以苯空间结构为前提方向反
CHEMISTRY,高分子的分类及性质特点,键能,unrelated,键能属反应热与高分子分类无关
CHEMISTRY,有机物的结构特点,有机合成,inverted,结构特点是有机合成的基础方向反
CHEMISTRY,烷烃的命名,烷烃的化学性质,unrelated,命名与化学性质平行非前置
CHEMISTRY,烷烃的命名,烷烃,valid,先知烷烃概念与同分异构再学命名
CHEMISTRY,烷烃的化学性质,烯烃的顺反异构,unrelated,烯烃顺反异构非烷烃性质前置
CHEMISTRY,脂肪烃的结构和性质,能级,unrelated,能级属原子结构与脂肪烃无关
CHEMISTRY,脂肪烃的结构和性质易混易错点,脂肪烃的结构和性质,valid,易错点以脂肪烃主干为前提
CHEMISTRY,醇的概念及分类,醇的化学性质,inverted,概念分类先于化学性质方向反
CHEMISTRY,醇的化学性质,醇和酚的结构和性质易混易错点,inverted,易错点在主干之后方向反
CHEMISTRY,醇的结构和性质,醇的概念及分类,valid,先知醇的概念再学结构和性质
CHEMISTRY,醚的结构与性质,醇的结构和性质,unrelated,醚与醇为平行衍生物非真前置
CHEMISTRY,醇和酚的结构和性质易混易错点,酸碱中和滴定的关键,unrelated,中和滴定属无机分析无关
CHEMISTRY,酚的概念和物理性质,配合物,unrelated,配合物属晶体结构章无关
CHEMISTRY,苯酚的化学性质,苯的同系物的结构与性质,unrelated,酚性质前置是苯而非苯的同系物
CHEMISTRY,酚的结构和性质,酚的概念和物理性质,valid,概念和物理性质是整体前提
CHEMISTRY,醛-酮的概念,醛-酮的化学性质,inverted,概念先于化学性质方向反
CHEMISTRY,几种重要的醛-酮,共价键,unrelated,共价键过泛非真前置
CHEMISTRY,醛-酮的化学性质,醛-酮在有机合成中的应用,inverted,应用依赖化学性质方向反
CHEMISTRY,醛和酮的结构和性质,醛-酮的概念,valid,先知醛酮概念再学结构和性质
CHEMISTRY,醛和酮的结构和性质易混易错点,醛和酮的结构和性质,valid,易错点以醛酮主干为前提
CHEMISTRY,酯和油脂的结构和性质,酚的结构和性质,unrelated,酯依赖羧酸与醇与酚无关
CHEMISTRY,油脂,沉淀滴定法,unrelated,沉淀滴定与油脂无关
CHEMISTRY,胺-酰胺的结构和性质,胺-酰的结构和性质,unrelated,两节点实为同一主题重复
CHEMISTRY,酰胺,酯和油脂的结构和性质,valid,酰胺仿酯定义酯在前
CHEMISTRY,胺-酰的结构和性质,聚合反应及聚合物单体的判断,unrelated,聚合单体判断与胺酰无关
CHEMISTRY,氨基酸的结构与性质,氧化铝的性质与应用,unrelated,氧化铝属无机与氨基酸无关
CHEMISTRY,石油的综合利用,盖斯定律,unrelated,盖斯定律属反应热无关
CHEMISTRY,煤的综合利用,焓变,unrelated,焓变属反应热与煤无关
CHEMISTRY,天然气的综合利用,多糖-淀粉与纤维素,unrelated,多糖属生物大分子与天然气无关
CHEMISTRY,氢键,氢氧化铝的性质与制备,unrelated,氢氧化铝属无机与氢键无关
CHEMISTRY,范德华力,苯酚的化学性质,unrelated,酚化学性质与范德华力无关
CHEMISTRY,铝元素的原子结构和存在,金属的防护,unrelated,金属防护非原子结构前置
CHEMISTRY,铝的物理性质,铝的化学性质,unrelated,物理与化学性质平行非前置
CHEMISTRY,铝的化学性质,铝的制备和用途,inverted,制备和用途依赖化学性质方向反
CHEMISTRY,铝的制备和用途,铝及其化合物的易错点,unrelated,易错点非制备用途的前置
CHEMISTRY,氧化铝的性质与应用,氧化还原反应概念的-易错点,unrelated,氧化铝反应非氧化还原无关
CHEMISTRY,氢氧化铝的性质与制备,气体制备,unrelated,氢氧化铝制备属物质制备话题，与气体制备实验操作无关
CHEMISTRY,铝及其化合物之间的性质与应用,铝元素的原子结构和存在,unrelated,铝的原子结构与存在是背景知识，非化合物性质必学前置
CHEMISTRY,含铝物质的制备和转化,合成高分子的结构和性质,unrelated,合成高分子与含铝物质制备转化毫无关系
CHEMISTRY,铝及其化合物的易错点,铝及其化合物之间的性质与应用,valid,易错点派生自核心内容，须先学性质与应用
CHEMISTRY,药品取用,范德华力,unrelated,药品取用是基础实验操作，与范德华力无关
CHEMISTRY,气体制备,根据反应事实判断性质的强弱,unrelated,气体制备是实验操作，氧化性比较属另一话题
CHEMISTRY,物质检验,燃烧热,unrelated,物质检验与燃烧热无关
CHEMISTRY,实验方案设计,实质,unrelated,实验方案设计是通用能力，不依赖盐类水解知识
CHEMISTRY,分离提纯,分子的极性,unrelated,分离操作选择高中不依赖分子极性概念
CHEMISTRY,过滤,过渡晶体与混合型晶体,unrelated,过滤是基本操作，与晶体类型分类无关
CHEMISTRY,蒸发,萃取,unrelated,蒸发与萃取是平行分离操作，互非前置
CHEMISTRY,蒸馏,蒸发,unrelated,蒸馏与蒸发为平行操作，互非前置
CHEMISTRY,萃取,药品取用,unrelated,萃取与药品取用是平行实验操作，互非前置
CHEMISTRY,重结晶,醛和酮的结构和性质易混易错点,unrelated,重结晶是提纯操作，与醛酮易错点无关
CHEMISTRY,化学键,化学性质,unrelated,钠的化学性质不是化学键概念的前置
CHEMISTRY,化学键与物质的类别,化学键,valid,物质类别判断须先掌握化学键类型
CHEMISTRY,化学键对物质性质的影响,化学键与物质的类别,valid,键对性质影响建立于键类型与物质类别之上
CHEMISTRY,有机化合物中碳原子的成键特点,有机化合物中的共价键,inverted,碳成键特点更基础，σ/π键建立其上，方向反
CHEMISTRY,有机化合物中的共价键,有关配合物的易混易错点,unrelated,配合物易错点与有机物共价键无关
CHEMISTRY,有机化合物的空间结构,有机化合物的共面共线的判断,inverted,共面共线判断依赖空间结构，方向反
CHEMISTRY,有机化合物的共面共线的判断,有机化合物中碳原子的成键特点,valid,共面共线判断须先掌握碳的成键特点
BIOLOGY,细胞学说,细胞壁,unrelated,细胞壁是具体结构，非细胞学说的前置
BIOLOGY,生命系统的结构层次,特异性免疫,unrelated,生命系统层次与特异性免疫无关
BIOLOGY,病毒,疫苗,unrelated,病毒概念不依赖疫苗知识
BIOLOGY,原核细胞,单克隆抗体,unrelated,原核细胞与单克隆抗体无关
BIOLOGY,使用高倍显微镜观察细胞,体温调节,unrelated,显微镜使用与体温调节无关
BIOLOGY,细胞的多样性和统一性,细胞的全能性,unrelated,细胞全能性与多样统一性无关
BIOLOGY,细胞的统一性,细胞的生物膜系统,unrelated,细胞的统一性不依赖生物膜系统
BIOLOGY,真核细胞,病毒,unrelated,真核细胞知识不依赖病毒
BIOLOGY,原核细胞和真核细胞,原核细胞,valid,比较两类细胞须先认识原核细胞
BIOLOGY,组成细胞的元素,线粒体,unrelated,组成细胞的元素与线粒体无关
BIOLOGY,无机盐,抗原,unrelated,无机盐与抗原无关
BIOLOGY,氨基酸,植物组织培养,unrelated,氨基酸与植物组织培养无关
BIOLOGY,核苷酸,核糖体,unrelated,核苷酸与核糖体无关
BIOLOGY,脱水缩合,脂质,unrelated,脱水缩合指氨基酸成肽，与脂质无关
BIOLOGY,糖与脂质的转化,精子的形成过程,unrelated,糖脂转化与精子形成无关
BIOLOGY,生物大分子以碳链为骨架,生物多样性,unrelated,碳链骨架与生物多样性无关
BIOLOGY,糖类,糖与脂质的转化,inverted,糖与脂质转化须先掌握糖类，方向反
BIOLOGY,脂质,能量流动,unrelated,脂质与生态系统能量流动无关
BIOLOGY,糖类和脂质的相互转化,糖类和脂肪的转化,unrelated,同一转化话题的不同名称，同概念不同侧面
BIOLOGY,糖类和脂肪的转化,糖类,valid,糖与脂肪转化须先掌握糖类
BIOLOGY,蛋白质,色素,unrelated,蛋白质与光合色素无关
BIOLOGY,蛋白质的基本单位-氨基酸,蛋白质工程,inverted,蛋白质工程建立在蛋白质知识之上，方向反
BIOLOGY,蛋白质的结构及其多样性,蛋白质的基本单位-氨基酸,valid,理解蛋白质结构须先认识基本单位氨基酸
BIOLOGY,核酸,核苷酸,inverted,核苷酸是核酸的基本单位，后学于核酸，方向反
BIOLOGY,核酸是由核苷酸连接而成的长链,核酸,valid,理解长链结构须先认识核酸
BIOLOGY,细胞中的糖类,细胞中的水,unrelated,细胞中糖与水是平行化合物
BIOLOGY,细胞中的水,细胞中的无机盐,unrelated,水与无机盐是平行化合物
BIOLOGY,细胞中的元素,组成细胞的元素,unrelated,同一概念的两个名称，非前置关系
BIOLOGY,细胞中的化合物,细胞中的元素,valid,化合物以细胞元素组成为基础，元素先行
BIOLOGY,细胞中的无机盐,细胞中的化合物,unrelated,无机盐是具体化合物，总览列表非其前置
BIOLOGY,细胞中的脂质,细胞中的糖类,unrelated,细胞中脂质与糖类是平行化合物
BIOLOGY,细胞壁,细胞增殖,unrelated,细胞壁与细胞增殖无关
BIOLOGY,线粒体,糖类和脂质的相互转化,unrelated,线粒体与糖脂转化无关
BIOLOGY,叶绿体,受精作用,unrelated,叶绿体与受精作用无关
BIOLOGY,内质网,内环境的稳态,unrelated,内质网与内环境稳态无关
BIOLOGY,核糖体,样方法,unrelated,核糖体与样方法无关
BIOLOGY,溶酶体,渗透压,unrelated,溶酶体与渗透压无关
BIOLOGY,液泡,测交,unrelated,液泡与测交无关
BIOLOGY,生物膜系统,生物大分子以碳链为骨架,unrelated,生物膜系统与碳链骨架无关
BIOLOGY,细胞骨架,细胞衰老,unrelated,细胞结构与细胞衰老属不同主题
BIOLOGY,高尔基体,食物链,unrelated,细胞器与生态系统主题无关
BIOLOGY,膜的流动镶嵌模型,脱水缩合,unrelated,膜模型与肽键形成无关
BIOLOGY,膜的流动镶嵌模型,氨基酸,unrelated,氨基酸知识不是膜模型前提
BIOLOGY,细胞膜的结构和功能,细胞的统一性,valid,细胞基本单位概念是学膜的前提
BIOLOGY,分泌蛋白的合成和运输,减数分裂,unrelated,不同主题无前置关系
BIOLOGY,细胞核的结构和功能,细胞学说,valid,细胞学说是学细胞核的概念前提
BIOLOGY,自由扩散,自然选择,unrelated,物质运输与生物进化无关
BIOLOGY,协助扩散,动物细胞的吸水和失水,unrelated,渗透现象不是运输分类的前提
BIOLOGY,质壁分离,被动运输,unrelated,质壁分离基于渗透与运输分类无关
BIOLOGY,渗透作用,液泡,unrelated,渗透作用概念不依赖液泡知识
BIOLOGY,被动运输,蛋白质的结构及其多样性,unrelated,运输机制不需要蛋白质结构知识
BIOLOGY,动物细胞的吸水和失水,动物细胞培养,unrelated,渗透与细胞工程无关
BIOLOGY,成熟植物细胞的吸水和失水,性状分离比,unrelated,植物细胞与遗传定律无关
BIOLOGY,主动运输,中心法则,unrelated,物质运输与基因表达无关
BIOLOGY,胞吞,胞吐,unrelated,胞吞与胞吐是并列运输方式
BIOLOGY,胞吐,胚胎工程,unrelated,物质运输与胚胎工程无关
BIOLOGY,主动运输的类型,主动运输,valid,先掌握主动运输概念才能分类型
BIOLOGY,酶的本质,酶的作用和本质,unrelated,本质是同一知识点的组成部分
BIOLOGY,酶的作用,酶在代谢中的作用,unrelated,两者为同一内容的表述
BIOLOGY,酶的特性,酶的本质,unrelated,特性研究不依赖本质结论
BIOLOGY,酶在代谢中的作用,遗传信息的翻译,unrelated,酶与基因表达无关
BIOLOGY,酶的作用和本质,酶的作用,unrelated,作用是同一知识点的组成部分
BIOLOGY,与酶有关的曲线分析,pcr技术,unrelated,酶曲线与PCR技术无关
BIOLOGY,影响酶促反应的因素分析,密码子,unrelated,酶促反应与密码子无关
BIOLOGY,atp的结构,atp的合成和利用,inverted,ATP结构在前合成利用在后
BIOLOGY,atp的合成和利用,atp与adp的转化,unrelated,转化是同一知识点的核心内容
BIOLOGY,atp的结构与作用,atp的结构,unrelated,结构是同一知识点的组成部分
BIOLOGY,有氧呼吸,有丝分裂,unrelated,细胞呼吸与细胞分裂无关
BIOLOGY,无氧呼吸,无机盐,unrelated,细胞呼吸与无机盐无关
BIOLOGY,有氧呼吸的过程分析,有氧呼吸,valid,先知呼吸概念才能分析过程
BIOLOGY,细胞呼吸的影响因素及应用,细胞呼吸概念-实质和意义,valid,应用以呼吸概念与实质为前提
BIOLOGY,细胞呼吸概念-实质和意义,细胞呼吸原理的应用,inverted,概念是应用的前提方向反了
BIOLOGY,细胞呼吸原理的应用,细胞周期,unrelated,呼吸应用与细胞周期无关
BIOLOGY,光反应,信息传递,unrelated,光合作用与生态系统信息传递无关
BIOLOGY,暗反应,无菌技术,unrelated,光合作用与发酵技术无关
BIOLOGY,色素,自由组合定律的内容,unrelated,光合色素与遗传定律无关
BIOLOGY,类囊体,突触,unrelated,叶绿体结构与神经调节无关
BIOLOGY,光合作用,光反应,inverted,光合作用是概念光反应是其阶段
BIOLOGY,光合作用的影响因素,光合作用的原理,valid,影响因素分析基于光合原理
BIOLOGY,光合作用的原理,光合作用,valid,先知光合作用概念再学原理
BIOLOGY,细胞增殖,细胞器的结构和功能,unrelated,细胞器功能与增殖核心无关
BIOLOGY,有丝分裂,暗反应,unrelated,细胞分裂与光合作用无关
BIOLOGY,细胞分化,细胞凋亡,unrelated,分化与凋亡是并列过程
BIOLOGY,细胞衰老,细胞融合,unrelated,衰老与细胞工程无关
BIOLOGY,细胞凋亡,细胞免疫,unrelated,凋亡与免疫调节属不同主题
BIOLOGY,细胞癌变,细胞生活的环境,unrelated,癌变与内环境无关
BIOLOGY,细胞周期,细胞分化,unrelated,周期与分化是并列知识点
BIOLOGY,细胞的死亡,细胞的多样性和统一性,unrelated,远期概念非细胞死亡真前置
BIOLOGY,细胞的全能性,细胞癌变,unrelated,全能性与癌变无前置关系
BIOLOGY,同源染色体,叶绿体,unrelated,遗传概念与细胞器无关
BIOLOGY,联会,翻译,unrelated,减数分裂与基因表达无关
BIOLOGY,四分体,同源染色体,valid,四分体是联会的同源染色体对
BIOLOGY,精子的形成过程,类囊体,unrelated,精子形成与叶绿体结构无关
BIOLOGY,减数分裂,内质网,unrelated,减数分裂本质是染色体行为
BIOLOGY,受精作用,发酵工程,unrelated,受精作用与发酵工程无关
BIOLOGY,基因的表达,基因的本质,valid,基因概念是理解表达的前提
BIOLOGY,转录,转基因生物的安全性,unrelated,转录与生物安全无关
BIOLOGY,翻译,群落的结构,unrelated,翻译与群落结构无关
BIOLOGY,中心法则,与酶有关的曲线分析,unrelated,中心法则与酶曲线无关
BIOLOGY,密码子,大脑皮层,unrelated,密码子属基因表达与大脑皮层无关
BIOLOGY,dna是主要的遗传物质,atp的结构与作用,unrelated,遗传物质本质与ATP供能无关
BIOLOGY,基因的本质,基因工程,inverted,基因工程以基因是DNA片段为前提
BIOLOGY,dna的双螺旋结构,dna是主要的遗传物质,valid,先确认DNA是遗传物质再学结构
BIOLOGY,dna的复制,dna的双螺旋结构,valid,复制依赖双螺旋结构与碱基互补配对
BIOLOGY,dna的结构及特点,dna的复制,inverted,复制以结构为前提方向反了
BIOLOGY,分离定律,分泌蛋白的合成和运输,unrelated,遗传规律与分泌蛋白运输无关
BIOLOGY,自由组合定律,自由扩散,unrelated,遗传定律与跨膜运输仅名称相近
BIOLOGY,性状分离比,微生物的培养,unrelated,分离比与微生物培养无关
BIOLOGY,测交,膜的流动镶嵌模型,unrelated,测交与细胞膜模型无关
BIOLOGY,基因型-表型的推断,基因在染色体上,unrelated,推断依赖分离定律不依赖染色体理论
BIOLOGY,分离定律的特殊类型,分离定律,valid,特殊类型以掌握基本定律为前提
BIOLOGY,自由组合定律的内容,自由组合定律,unrelated,内容即定律本身同概念两个侧面
BIOLOGY,伴性遗传,传统发酵技术,unrelated,伴性遗传与发酵技术无关
BIOLOGY,伴性遗传的特点及应用,伴性遗传,valid,特点应用以基本概念为前提
BIOLOGY,基因在染色体上,基因,valid,讨论基因位置需先有基因概念
BIOLOGY,基因,四分体,unrelated,四分体是减数结构非基因概念前提
BIOLOGY,多倍体,基因频率,unrelated,染色体变异与种群基因频率无关
BIOLOGY,单倍体,协助扩散,unrelated,染色体变异与跨膜运输无关
BIOLOGY,共同进化,免疫系统,unrelated,共同进化与免疫系统无关
BIOLOGY,育种,联会,unrelated,育种不特需掌握联会
BIOLOGY,基因突变,基因的表达,unrelated,突变需要的是基因本质表达平行
BIOLOGY,基因重组,基因编辑,unrelated,基因编辑技术应用非重组概念前提
BIOLOGY,基因突变与细胞癌变,基因突变,valid,癌变以基因突变概念为前提
BIOLOGY,人类遗传病,主动运输的类型,unrelated,遗传病与主动运输无关
BIOLOGY,自然选择,膜的流动镶嵌模型,unrelated,自然选择与细胞膜模型无关
BIOLOGY,基因频率,基因重组,unrelated,基因频率概念不特需重组
BIOLOGY,物种的形成,激素调节的特点,unrelated,物种形成与激素调节无关
BIOLOGY,生物多样性,生态系统的结构,unrelated,生物多样性不以前生态系统结构为前提
BIOLOGY,染色体变异-x1,有氧呼吸的过程分析,unrelated,染色体变异与呼吸无关
BIOLOGY,渗透压,渗透作用,valid,渗透压理解以渗透作用为基础
BIOLOGY,酸碱平衡,酶的特性,unrelated,pH稳态与酶特性无关
BIOLOGY,体温调节,体液免疫,unrelated,体温调节与体液免疫无关
BIOLOGY,内环境,内分泌系统,unrelated,内分泌系统是后续内容非前提
BIOLOGY,稳态,种群的特征,unrelated,内环境稳态与种群特征无关
BIOLOGY,内环境的稳态,内环境,valid,稳态以内环境概念为前提
BIOLOGY,细胞生活的环境,细胞核的结构和功能,unrelated,细胞核非内环境概念的前提
BIOLOGY,反射,原核细胞和真核细胞,unrelated,反射与细胞分类无关
BIOLOGY,反射弧,反射,valid,反射弧是反射的结构基础先学反射
BIOLOGY,兴奋在神经纤维上的传导,共同进化,unrelated,神经传导与共同进化无关
BIOLOGY,突触,稳态,unrelated,突触传递与稳态无关
BIOLOGY,神经递质,神经调节的结构基础,valid,突触递质以神经元结构为前提
BIOLOGY,反馈调节,反射弧,unrelated,反馈调节是通用机制与反射弧无关
BIOLOGY,神经系统的结构,神经系统的分级调节,inverted,分级调节以结构层次为前提方向反
BIOLOGY,神经系统的分级调节,真核细胞,unrelated,真核细胞非特需前提
BIOLOGY,兴奋的产生和传导,兴奋在神经纤维上的传导,inverted,纤维传导是产生传导的子部分方向反
BIOLOGY,大脑皮层,多倍体,unrelated,大脑皮层与多倍体无关
BIOLOGY,神经调节的结构基础,神经系统的结构,inverted,神经系统结构是结构基础的一部分
BIOLOGY,甲状腺激素,生长素的极性运输,unrelated,动物激素与植物生长素无关
BIOLOGY,胰岛素,胞吞,unrelated,胰岛素与胞吞机制无关
BIOLOGY,胰高血糖素,胰岛素,unrelated,两者是平行拮抗调节无先后前提
BIOLOGY,激素,溶酶体,unrelated,激素概念与溶酶体无关
BIOLOGY,内分泌系统,其他植物激素,unrelated,动物内分泌系统与植物激素无关
BIOLOGY,激素调节的特点,激素,valid,调节特点以激素概念为前提
BIOLOGY,体液免疫,伴性遗传的特点及应用,unrelated,体液免疫与伴性遗传无关
BIOLOGY,细胞免疫,细胞中的脂质,unrelated,细胞免疫与脂质成分无关
BIOLOGY,抗原,抗体,inverted,抗体依抗原定概念抗原是前提
BIOLOGY,疫苗,甲状腺激素,unrelated,疫苗与甲状腺激素无关
BIOLOGY,免疫系统,免疫学的应用,inverted,免疫学应用以免疫系统为前提
BIOLOGY,非特异性免疫,限制酶,unrelated,非特异性免疫与限制酶无关
BIOLOGY,特异性免疫,物质循环,unrelated,免疫与物质循环跨章无前置关系
BIOLOGY,免疫失调,光学显微镜和电子显微镜,unrelated,显微镜原理不是免疫失调的前置
BIOLOGY,免疫学的应用,免疫失调,valid,免疫学应用含免疫失调疾病的防治
BIOLOGY,生长素,生物膜系统,unrelated,学生长素不要求掌握生物膜系统
BIOLOGY,生长素的极性运输,生长素的两重性,inverted,教材先讲生长素运输后讲两重性
BIOLOGY,生长素的两重性,生长素,valid,先认识生长素本质才能学其两重性
BIOLOGY,其他植物激素,兴奋的产生和传导,unrelated,植物激素与神经兴奋无前置关系
BIOLOGY,植物生长调节剂,核酸是由核苷酸连接而成的长链,unrelated,核酸结构与植物生长调节剂无关
BIOLOGY,种群密度,神经递质,unrelated,神经递质不是种群密度的前置
BIOLOGY,样方法,标志重捕法,unrelated,两者是测种群密度的平行方法
BIOLOGY,标志重捕法,染色体变异-x1,unrelated,染色体变异与种群调查方法无关
BIOLOGY,k值,dna连接酶,unrelated,种群K值与DNA连接酶完全无关
BIOLOGY,生态位,生命系统的结构层次,unrelated,结构层次与生态位关联过弱
BIOLOGY,种群的特征,种群的数量特征,inverted,种群特征总述先于数量特征分述
BIOLOGY,种群的数量特征,种群的数量变化,inverted,教材先数量特征后数量变化
BIOLOGY,种群的数量变化,种群数量的变化,unrelated,同一概念不同命名
BIOLOGY,群落的结构,群落的演替,inverted,教材先群落结构后群落演替
BIOLOGY,群落的演替,细胞骨架,unrelated,细胞骨架与群落演替完全无关
BIOLOGY,种群数量的变化,种群密度,valid,密度是研究数量变化的基本数量
BIOLOGY,食物链,食物网,inverted,先学食物链再学食物网
BIOLOGY,食物网,非特异性免疫,unrelated,非特异性免疫与食物网无关
BIOLOGY,生态系统的结构,生态系统的稳定性,inverted,教材先生态系统结构后稳定性
BIOLOGY,能量流动,胰高血糖素,unrelated,胰高血糖素与能量流动无关
BIOLOGY,生态系统的稳定性,生态工程,inverted,生态工程应用稳定性原理方向反
BIOLOGY,物质循环,物种的形成,unrelated,物种形成与物质循环无关
BIOLOGY,信息传递,使用高倍显微镜观察细胞,unrelated,显微镜实验与生态信息传递无关
BIOLOGY,生态工程,生态位,unrelated,生态位不是生态工程的直接前置
BIOLOGY,传统发酵技术,人类遗传病,unrelated,人类遗传病与发酵技术无关
BIOLOGY,微生物的培养,影响酶促反应的因素分析,unrelated,酶实验不是微生物培养直接前置
BIOLOGY,无菌技术,无氧呼吸,unrelated,无菌技术与无氧呼吸无前置关系
BIOLOGY,发酵工程,反馈调节,unrelated,反馈调节不是发酵工程的前置
BIOLOGY,植物组织培养,植物生长调节剂,valid,培养基需植物激素调控器官分化
BIOLOGY,动物细胞培养,分离定律的特殊类型,unrelated,分离定律与动物细胞培养无关
BIOLOGY,细胞融合,细胞膜的结构和功能,valid,细胞融合基于细胞膜的流动性
BIOLOGY,单克隆抗体,单倍体,unrelated,单倍体与单克隆抗体无关
BIOLOGY,胚胎工程,育种,unrelated,育种不是胚胎工程的前置
BIOLOGY,基因工程,基因型-表型的推断,valid,基因控制性状是基因工程基础
BIOLOGY,转基因生物的安全性,质壁分离,unrelated,质壁分离与转基因安全无关
BIOLOGY,限制酶,酸碱平衡,unrelated,酸碱平衡与限制酶无关
BIOLOGY,载体,转录,unrelated,转录不是载体知识的直接前置
BIOLOGY,pcr技术,k值,unrelated,种群K值与PCR完全无关
BIOLOGY,基因编辑,基因突变与细胞癌变,valid,基因编辑基于基因突变概念
BIOLOGY,dna连接酶,dna的结构及特点,valid,连接酶作用于DNA磷酸二酯键
BIOLOGY,蛋白质工程,蛋白质,valid,结构决定功能是蛋白质工程基础
BIOLOGY,光学显微镜和电子显微镜,光合作用的影响因素,unrelated,光合作用与显微镜无关
BIOLOGY,遗传信息的翻译,载体,unrelated,载体不是翻译的前置关系
