subject,slug,name,book,chapter,section,score
CHEMISTRY,有机物组成和结构的确定,有机物组成和结构的确定,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.33
CHEMISTRY,判断同分异构体数目的常用方法和思路,判断同分异构体数目的常用方法和思路,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.11
CHEMISTRY,含苯环同分异构体数目的确定技巧,含苯环同分异构体数目的确定技巧,化学选必2,原子结构与性质,第一节 原子结构,0.06
CHEMISTRY,有机物分类易混易错点,有机物分类易混易错点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.25
CHEMISTRY,有机物命名易错点,有机物命名易错点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.25
CHEMISTRY,有机物分子式和结构确定易混易错点,有机物分子式和结构确定易混易错点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.33
CHEMISTRY,同系物-同分异构体的概念和判断易混易错点,同系物、同分异构体的概念和判断易混易错点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.16
CHEMISTRY,有多种同分异构体-同时满足下列条件的同分异构体有_____种-不考虑立体异构,有多种同分异构体，同时满足下列条件的同分异构体有_____种(不考虑立体异构)。,化学选必2,原子结构与性质,第一节 原子结构,0.05
CHEMISTRY,1-按系统命名法对下列有机物进行命名,(1)按系统命名法对下列有机物进行命名：,化学选必3,有机化合物的结构特点与研究方法,第二节 研究有机化合物的一般方法,0.17
CHEMISTRY,分离-提纯有机化合物常用的方法,分离、提纯有机化合物常用的方法,化学选必3,有机化合物的结构特点与研究方法,第二节 研究有机化合物的一般方法,0.46
CHEMISTRY,有机化合物中碳原子的成键特点,有机化合物中碳原子的成键特点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.46
CHEMISTRY,有机化合物中的共价键,有机化合物中的共价键,化学必修二,有机化合物,第一节 认识有机化合物,0.57
CHEMISTRY,有机化合物的空间结构,有机化合物的空间结构,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.60
CHEMISTRY,有机物的分类和官能团的识别,有机物的分类和官能团的识别,化学必修二,有机化合物,第一节 认识有机化合物,0.22
CHEMISTRY,有机化合物的共面共线的判断,有机化合物的共面共线的判断,化学必修二,有机化合物,第一节 认识有机化合物,0.44
CHEMISTRY,有机物分子结构的确定,有机物分子结构的确定,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.44
CHEMISTRY,4-溴甲基-1-环己烯的一种合成路线如下,4-溴甲基-1-环己烯的一种合成路线,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.18
CHEMISTRY,1-根据的结构特征-预测其可能的化学性质,(1)根据的结构特征，预测其可能的化学性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.25
CHEMISTRY,官能团的转化,官能团的转化,化学必修一,物质及其变化,第一节 物质的分类及转化,0.25
CHEMISTRY,一种药物中间体-h-的合成路线如下,一种药物中间体(H)的合成路线,化学选必3,烃的衍生物,第五节 有机合成,0.18
CHEMISTRY,根据试剂或特征现象推知官能团的种类,根据试剂或特征现象推知官能团的种类,化学选必3,生物大分子,第一节 糖类,0.06
CHEMISTRY,根据有机反应中定量关系推断官能团的数目,根据有机反应中定量关系推断官能团的数目,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.17
CHEMISTRY,依据题目提供的新信息进行推断未知有机物的结构,依据题目提供的新信息进行推断未知有机物的结构,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.17
CHEMISTRY,黄酮哌酯是一种解痉药-可通过如下路线合成,黄酮哌酯是一种解痉药，可通过如下路线合成,化学选必3,烃的衍生物,第五节 有机合成,0.12
CHEMISTRY,常见有机反应类型总结,常见有机反应类型总结,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.18
CHEMISTRY,依据反应条件判断有机反应类型,依据反应条件判断有机反应类型,化学选必1,化学反应的热效应,第一节 反应热,0.10
CHEMISTRY,常见的限制条件总结,常见的限制条件总结,化学选必2,原子结构与性质,第一节 原子结构,0.11
CHEMISTRY,隐含的限制条件-有机物分子的不饱和度-ω,隐含的限制条件——有机物分子的不饱和度(Ω),化学必修二,有机化合物,第一节 认识有机化合物,0.13
CHEMISTRY,限定条件下同分异构体的书写步骤,限定条件下同分异构体的书写步骤,化学选必2,原子结构与性质,第一节 原子结构,0.07
CHEMISTRY,支气管扩张药物特布他林-h-的一种合成路线如下,支气管扩张药物特布他林(H)的一种合成路线,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.14
CHEMISTRY,常见有机合成路线,常见有机合成路线,化学选必3,烃的衍生物,第五节 有机合成,0.60
CHEMISTRY,有机合成中碳骨架的构建,有机合成中碳骨架的构建,化学选必3,烃的衍生物,第五节 有机合成,0.38
CHEMISTRY,有机合成路线的推断方法,有机合成路线的推断方法,化学选必3,烃的衍生物,第五节 有机合成,0.33
CHEMISTRY,明确有机物之间的转化关系-构建有机合成体系,明确有机物之间的转化关系，构建有机合成体系,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.29
CHEMISTRY,解答有机合成及推断题的常用方法,解答有机合成及推断题的常用方法,化学选必3,烃的衍生物,第五节 有机合成,0.33
CHEMISTRY,分析有机合成与推断类题的-四要点,分析有机合成与推断类题的“四要点”,化学选必3,烃的衍生物,第五节 有机合成,0.25
CHEMISTRY,常见的氧化剂与还原剂,常见的氧化剂与还原剂,化学必修一,物质及其变化,第三节 氧化还原反应,0.67
CHEMISTRY,氢化钠-nah-广泛应用于工业生产,氢化钠(NaH)广泛应用于工业生产,化学必修一,海水中的重要元素——钠和氯,第一节 钠及其化合物,0.17
CHEMISTRY,氧化性-还原性的判断,氧化性、还原性的判断,化学必修一,物质及其变化,第三节 氧化还原反应,0.50
CHEMISTRY,氧化性-还原性强弱的比较,氧化性、还原性强弱的比较,化学必修一,物质及其变化,第三节 氧化还原反应,0.40
CHEMISTRY,根据反应事实判断性质的强弱,根据反应事实判断性质的强弱,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.13
CHEMISTRY,实验室制备高铁酸钾-k2feo4-并探究其性质,实验室制备高铁酸钾(K2FeO4)并探究其性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.11
CHEMISTRY,配平步骤,配平步骤,化学选必1,化学反应速率与化学平衡,第二节 化学平衡,0.17
CHEMISTRY,根据影响因素判断氧化性-还原性强弱的方法,根据影响因素判断氧化性、还原性强弱的方法,化学必修一,物质及其变化,第三节 氧化还原反应,0.22
CHEMISTRY,理解物质氧化性-还原性强弱的注意事项,理解物质氧化性、还原性强弱的注意事项,化学必修一,物质及其变化,第三节 氧化还原反应,0.29
CHEMISTRY,陌生化学方程式书写的思路,陌生化学方程式书写的思路,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.23
CHEMISTRY,根据题给信息写出对应的方程式,根据题给信息写出对应的方程式,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.07
CHEMISTRY,氧化性-还原性强弱比较易错点,氧化性、还原性强弱比较易错点,化学必修一,物质及其变化,第三节 氧化还原反应,0.31
CHEMISTRY,陌生情景下化学方程式书写技巧,陌生情景下化学方程式书写技巧,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.20
CHEMISTRY,电子守恒法计算的原理,电子守恒法计算的原理,化学选必1,化学反应与电能,第一节 原电池,0.22
CHEMISTRY,电子守恒法计算的流程,电子守恒法计算的流程,化学选必1,化学反应的热效应,第二节 反应热的计算,0.18
CHEMISTRY,氧化还原反应中电子转移的表示方法,氧化还原反应中电子转移的表示方法,化学必修一,物质及其变化,第三节 氧化还原反应,0.38
CHEMISTRY,氧化还原反应规律及其应用,氧化还原反应规律及其应用,化学必修一,物质及其变化,第三节 氧化还原反应,0.71
CHEMISTRY,配平氧化还原反应方程式的三个-基本原则,配平氧化还原反应方程式的三个“基本原则”,化学必修一,物质及其变化,第三节 氧化还原反应,0.29
CHEMISTRY,氧化还原反应方程式的配平方法,氧化还原反应方程式的配平方法,化学必修一,物质及其变化,第三节 氧化还原反应,0.45
CHEMISTRY,假设法判断氧化还原反应能否进行的步骤,假设法判断氧化还原反应能否进行的步骤,化学必修一,物质及其变化,第三节 氧化还原反应,0.33
CHEMISTRY,三步法-配平缺项氧化还原反应化学方程式,“三步法”配平缺项氧化还原反应化学方程式,化学必修一,物质及其变化,第三节 氧化还原反应,0.29
CHEMISTRY,单质与氧化还原反应的关系,单质与氧化还原反应的关系,化学必修一,物质及其变化,第三节 氧化还原反应,0.62
CHEMISTRY,氧化还原反应概念的-易错点,氧化还原反应概念的“易错点”,化学必修一,物质及其变化,第三节 氧化还原反应,0.42
CHEMISTRY,复杂氧化还原反应的计算,复杂氧化还原反应的计算,化学必修一,物质及其变化,第三节 氧化还原反应,0.56
CHEMISTRY,强电解质与弱电解质,强电解质与弱电解质,化学选必1,化学反应与电能,第二节 电解池,0.20
CHEMISTRY,电离常数,电离常数,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.40
CHEMISTRY,电离度,电离度,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.40
CHEMISTRY,部分弱酸的电离常数如下表,部分弱酸的电离常数如下表：,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.20
CHEMISTRY,相同ph-相同体积的一元强酸与一元弱酸的比较,相同pH、相同体积的一元强酸与一元弱酸的比较,化学选必3,生物大分子,第三节 核酸,0.08
CHEMISTRY,强酸与弱酸-强碱与弱碱稀释时的ph变化图像,强酸与弱酸、强碱与弱碱稀释时的pH变化图像,化学必修二,化学反应与能量,第一节 化学反应与能量变化,0.13
CHEMISTRY,判断弱酸的三种方法,判断弱酸的三种方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.14
CHEMISTRY,有关电离常数计算的两种类型-以弱酸hx为例,有关电离常数计算的两种类型(以弱酸HX为例),化学选必1,化学反应的热效应,第二节 反应热的计算,0.14
CHEMISTRY,利用电离常数-k-巧判溶液稀释中有关粒子浓度比值大小,用电离常数判断稀释时粒子浓度比值,化学必修一,物质及其变化,第二节 离子反应,0.13
CHEMISTRY,常温下-下列事实不能说明nh3-h2o为弱电解质的是,常温下，下列事实不能说明NH3·H2O为弱电解质的是(　　),化学选必1,化学反应与电能,第二节 电解池,0.08
CHEMISTRY,弱电解质的电离平衡,弱电解质的电离平衡,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.67
CHEMISTRY,电离平衡中的7个易错点,电离平衡中的7个易错点,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.50
CHEMISTRY,常温下-几种弱酸的电离平衡常数如下表所示,常温下，几种弱酸的电离平衡常数如下表所示：,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.29
CHEMISTRY,外界条件对电离平衡影响的四个不一定,外界条件对电离平衡影响的四个不一定,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.27
CHEMISTRY,从-定性-和-定量-两个角度理解电离平衡,从“定性”和“定量”两个角度理解电离平衡,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.31
CHEMISTRY,溶度积和离子积的关系,溶度积和离子积的关系,化学必修一,物质及其变化,第二节 离子反应,0.25
CHEMISTRY,ksp的影响因素,Ksp的影响因素,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.12
CHEMISTRY,难溶电解质的ksp数值越小-表明在水中的溶解能力就越弱-这种说法对吗,难溶电解质的Ksp数值越小，表明在水中的溶解能力就越弱，这种说法对吗？,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.13
CHEMISTRY,在饱和溶液中加入少量的溶液产生沉淀-若以ksp表示的溶度积常数-则平衡后溶液中,在饱和溶液中加入少量的溶液产生沉淀，若以Ksp表示的溶度积常数，则平衡后溶液中,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.24
CHEMISTRY,沉淀滴定法,沉淀滴定法,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.25
CHEMISTRY,有关ksp的易错点,有关Ksp的易错点,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.09
CHEMISTRY,影响沉淀溶解平衡的因素,影响沉淀溶解平衡的因素,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.56
CHEMISTRY,沉淀溶解平衡的应用,沉淀溶解平衡的应用,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,1.00
CHEMISTRY,沉淀溶解平衡体系中相关计算方法,沉淀溶解平衡体系中相关计算方法,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.38
CHEMISTRY,沉淀溶解平衡易错六点,沉淀溶解平衡易错六点,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.56
CHEMISTRY,解沉淀溶解平衡图像题的三步骤,解沉淀溶解平衡图像题的三步骤,化学选必1,水溶液中的离子反应与平衡,第四节 沉淀溶解平衡,0.50
CHEMISTRY,溶液ph的计算,溶液pH的计算,化学选必1,化学反应的热效应,第二节 反应热的计算,0.33
CHEMISTRY,实验原理,实验原理,化学选必1,化学反应与电能,第一节 原电池,0.20
CHEMISTRY,酸碱中和滴定的关键,酸碱中和滴定的关键,化学选必3,生物大分子,第三节 核酸,0.14
CHEMISTRY,实验用品,实验用品,化学必修二,化学与可持续发展,第二节 化学品的合理使用,0.14
CHEMISTRY,滴定操作,滴定操作,,,,0.00
CHEMISTRY,滴定曲线,滴定曲线,,,,0.00
CHEMISTRY,误差分析,误差分析,,,,0.00
CHEMISTRY,盐溶液,盐溶液,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.33
CHEMISTRY,混合溶液酸碱性的判断规律,混合溶液酸碱性的判断规律,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.14
CHEMISTRY,巧抓-四点-突破酸碱中和滴定曲线中的粒子浓度关系,酸碱中和滴定曲线中粒子浓度关系的四个关键点,化学选必3,生物大分子,第三节 核酸,0.06
CHEMISTRY,ph试纸的规范使用,pH试纸的规范使用,化学必修二,化学与可持续发展,第二节 化学品的合理使用,0.11
CHEMISTRY,酸-碱稀释时的两个误区,酸、碱稀释时的两个误区,化学选必3,生物大分子,第三节 核酸,0.10
CHEMISTRY,酸碱中和滴定-八-个提醒,酸碱中和滴定“八”个提醒,化学选必3,生物大分子,第三节 核酸,0.09
CHEMISTRY,有关ph计算的一般思维模型,有关pH计算的一般思维模型,化学选必1,化学反应的热效应,第二节 反应热的计算,0.20
CHEMISTRY,抑制-促进水电离平衡的方法,抑制、促进水电离平衡的方法,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.36
CHEMISTRY,水的离子积常数,水的离子积常数,化学必修一,物质及其变化,第二节 离子反应,0.33
CHEMISTRY,水的电离平衡移动的影响因素,水的电离平衡移动的影响因素,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.36
CHEMISTRY,溶液的酸碱性,溶液的酸碱性,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.25
CHEMISTRY,溶质为酸的溶液-oh-全部来自水的电离,溶质为酸的溶液,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.29
CHEMISTRY,溶质为碱的溶液-h-全部来自水的电离,溶质为碱的溶液,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.29
CHEMISTRY,外界条件对水的电离平衡的影响,外界条件对水的电离平衡的影响,化学选必1,水溶液中的离子反应与平衡,第一节 电离平衡,0.36
CHEMISTRY,水的电离易错-七-点,水的电离易错“七”点,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.27
CHEMISTRY,实质,实质,化学必修一,海水中的重要元素——钠和氯,第三节 物质的量,0.25
CHEMISTRY,盐类水解离子方程式的书写,盐类水解离子方程式的书写,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.30
CHEMISTRY,水解平衡常数-能水解的盐表示为ma,水解平衡常数(能水解的盐表示为MA),化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.22
CHEMISTRY,盐类水解的影响因素,盐类水解的影响因素,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.43
CHEMISTRY,盐溶液蒸干灼烧时所得产物的判断,盐溶液蒸干灼烧时所得产物的判断,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.12
CHEMISTRY,溶液中微粒浓度大小的比较,溶液中微粒浓度大小的比较,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.15
CHEMISTRY,微粒浓度的大小比较理论依据,微粒浓度的大小比较理论依据,化学必修二,化学反应与能量,第二节 化学反应的速率与限度,0.06
CHEMISTRY,溶液中微粒种类的判断,溶液中微粒种类的判断,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.18
CHEMISTRY,离子浓度大小比较的方法,离子浓度大小比较的方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.20
CHEMISTRY,溶液中粒子等量关系-三大守恒,溶液中粒子等量关系——三大守恒,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.14
CHEMISTRY,0-1-mol-l-1的na2co3溶液中各粒子浓度的关系,0.1 mol·L－1的Na2CO3溶液中各粒子浓度的关系：,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.15
CHEMISTRY,0-1-mol-l-1的-nh4-2so4溶液中各粒子浓度的关系,0.1 mol·L－1的(NH4)2SO4溶液中各粒子浓度的关系：,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.15
CHEMISTRY,盐类水解程度大小比较的规律,盐类水解程度大小比较的规律,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.27
CHEMISTRY,六种盐溶液蒸干后产物的判断,六种盐溶液蒸干后产物的判断,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.13
CHEMISTRY,盐类水解的三个误区,盐类水解的三个误区,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.43
CHEMISTRY,盐类水解的规律及拓展应用,盐类水解的规律及拓展应用,化学选必1,水溶液中的离子反应与平衡,第三节 盐类的水解,0.43
CHEMISTRY,盐溶液酸碱性的判断,盐溶液酸碱性的判断,化学选必1,水溶液中的离子反应与平衡,第二节 水的电离和溶液的pH,0.18
CHEMISTRY,元素-核素-同位素,元素、核素、同位素,化学必修一,物质结构 元素周期律,第二节 元素周期律,0.25
CHEMISTRY,核外电子运动状态,核外电子运动状态,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.14
CHEMISTRY,原子核外电子排布,原子核外电子排布,化学选必1,化学反应与电能,第一节 原电池,0.25
CHEMISTRY,基态原子核外电子排布的表示方法,基态原子核外电子排布的表示方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.24
CHEMISTRY,核外电子运动状态的表示和判断,核外电子运动状态的表示和判断,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.11
CHEMISTRY,核外电子运动状态和电子排布易错点,核外电子运动状态和电子排布易错点,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.11
CHEMISTRY,电子数相等的粒子的判断与应用,电子数相等的粒子的判断与应用,化学选必1,化学反应与电能,第二节 电解池,0.12
CHEMISTRY,原子结构中微粒的关系及计算,原子结构中微粒的关系及计算,化学选必2,原子结构与性质,第一节 原子结构,0.40
CHEMISTRY,原子结构易混易错知识点,原子结构易混易错知识点,化学选必2,原子结构与性质,第一节 原子结构,0.44
CHEMISTRY,晶胞,晶胞,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.17
CHEMISTRY,晶胞组成的计算-均摊法,晶胞组成的计算——均摊法,化学选必1,化学反应的热效应,第二节 反应热的计算,0.18
CHEMISTRY,过渡晶体与混合型晶体,过渡晶体与混合型晶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.22
CHEMISTRY,碳元素的单质有多种形式-下图依次是c60-石墨和金刚石的结构图,碳元素的单质有多种形式，下图依次是C60、石墨和金刚石的结构图：,化学选必2,原子结构与性质,第二节 原子结构与元素的性质,0.25
CHEMISTRY,下列各图为几种晶体或晶胞的构型示意图,下列各图为几种晶体或晶胞的构型示意图。,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.13
CHEMISTRY,晶体熔-沸点高低的比较方法,晶体熔、沸点高低的比较方法,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.19
CHEMISTRY,物质的聚集状态,物质的聚集状态,化学选必2,晶体结构与性质,第一节 物质的聚集状态与晶体的常识,0.75
CHEMISTRY,晶体与非晶体,晶体与非晶体,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.33
CHEMISTRY,晶体熔-沸点比较的解题思维流程,晶体熔、沸点比较的解题思维流程,化学选必2,晶体结构与性质,第二节 分子晶体与共价晶体,0.13
CHEMISTRY,脂肪烃的结构特点及通式,脂肪烃的结构特点及通式,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.31
CHEMISTRY,烯烃的顺反异构,烯烃的顺反异构,化学选必3,烃,第二节 烯烃 炔烃,0.29
CHEMISTRY,烷烃的化学性质,烷烃的化学性质,化学选必3,烃,第一节 烷烃,0.33
CHEMISTRY,烯烃的化学性质,烯烃的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.29
CHEMISTRY,炔烃的化学性质,炔烃的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.29
CHEMISTRY,乙炔的实验室制法,乙炔的实验室制法,化学必修二,有机化合物,第三节 乙醇与乙酸,0.11
CHEMISTRY,有机物的结构可用键线式表示-如,有机物的结构可用键线式表示，如,化学选必3,有机化合物的结构特点与研究方法,第一节 有机化合物的结构特点,0.27
CHEMISTRY,苯的化学性质,苯的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.33
CHEMISTRY,苯的取代反应实验,苯的取代反应实验,化学选必1,化学反应的热效应,第一节 反应热,0.14
CHEMISTRY,苯的同系物的结构与性质,苯的同系物的结构与性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.56
CHEMISTRY,石油的综合利用,石油的综合利用,化学选必3,烃的衍生物,第五节 有机合成,0.14
CHEMISTRY,煤的综合利用,煤的综合利用,化学选必3,烃的衍生物,第五节 有机合成,0.17
CHEMISTRY,天然气的综合利用,天然气的综合利用,化学必修二,化学与可持续发展,第一节 自然资源的开发利用,0.18
CHEMISTRY,脂肪烃的结构和性质,脂肪烃的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.44
CHEMISTRY,石油裂解是一个复杂的过程-其产物为混合物-例如,石油裂解是一个复杂的过程，其产物为混合物,化学选必3,有机化合物的结构特点与研究方法,第二节 研究有机化合物的一般方法,0.15
CHEMISTRY,苯及其同系物的性质,苯及其同系物的性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.33
CHEMISTRY,溴苯和硝基苯的制取实验,溴苯和硝基苯的制取实验,化学必修二,有机化合物,第四节 基本营养物质,0.08
CHEMISTRY,脂肪烃的结构和性质易混易错点,脂肪烃的结构和性质易混易错点,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.31
CHEMISTRY,烃类的燃烧规律,烃类的燃烧规律,化学选必3,烃,第一节 烷烃,0.14
CHEMISTRY,芳香烃的用途及对环境的影响,芳香烃的用途及对环境的影响,化学选必3,烃,第三节 芳香烃,0.38
CHEMISTRY,芳香烃的结构和性质易混易错点,芳香烃的结构和性质易混易错点,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.31
CHEMISTRY,以烯烃-炔烃为原料的有机合成,以烯烃、炔烃为原料的有机合成,化学选必3,烃,第二节 烯烃 炔烃,0.38
CHEMISTRY,苯分子的空间结构,苯分子的空间结构,化学选必2,分子结构与性质,第二节 分子的空间结构,0.83
CHEMISTRY,为了测定某卤代烃分子中所含有的卤素原子种类-可按下列步骤进行实验,为了测定某卤代烃分子中所含有的卤素原子种类，可按下列步骤进行实验：,化学选必3,烃的衍生物,第一节 卤代烃,0.14
CHEMISTRY,醇的概念及分类,醇的概念及分类,化学选必3,烃的衍生物,第二节 醇 酚,0.20
CHEMISTRY,醇的化学性质,醇的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.33
CHEMISTRY,醚的结构与性质,醚的结构与性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.57
CHEMISTRY,酚的概念和物理性质,酚的概念和物理性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.33
CHEMISTRY,苯酚的化学性质,苯酚的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.29
CHEMISTRY,醛-酮的概念,醛、酮的概念,化学选必3,烃的衍生物,第三节 醛 酮,0.50
CHEMISTRY,饱和一元醛-酮的通式,饱和一元醛、酮的通式,化学选必3,烃的衍生物,第三节 醛 酮,0.29
CHEMISTRY,几种重要的醛-酮,几种重要的醛、酮,化学选必3,烃的衍生物,第三节 醛 酮,0.33
CHEMISTRY,醛-酮的化学性质,醛、酮的化学性质,化学选必3,烃的衍生物,第三节 醛 酮,0.33
CHEMISTRY,醛的应用和对环境-健康产生的影响,醛的应用和对环境、健康产生的影响,化学必修二,化学与可持续发展,第三节 环境保护与绿色化学,0.13
CHEMISTRY,羧酸的组成和结构,羧酸的组成和结构,化学选必2,原子结构与性质,第一节 原子结构,0.25
CHEMISTRY,羧酸的化学性质,羧酸的化学性质,化学必修一,物质结构 元素周期律,第三节 化学键,0.29
CHEMISTRY,1-写出以乙醇为原料制备的化学方程式-无机试剂任选-并注明反应类型,(1)写出以乙醇为原料制备的化学方程式(无机试剂任选)并注明反应类型。,化学选必1,化学反应速率与化学平衡,第三节 化学反应的方向,0.16
CHEMISTRY,酯和油脂的结构和性质,酯和油脂的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.44
CHEMISTRY,实验探究乙酸乙酯的制备,实验探究乙酸乙酯的制备,化学必修二,有机化合物,第三节 乙醇与乙酸,0.20
CHEMISTRY,油脂,油脂,,,,0.00
CHEMISTRY,胺-酰胺的结构和性质,胺、酰胺的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.50
CHEMISTRY,酰胺,酰胺,,,,0.00
CHEMISTRY,醇的结构和性质,醇的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.57
CHEMISTRY,酚的结构和性质,酚的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.57
CHEMISTRY,醛和酮的结构和性质,醛和酮的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.50
CHEMISTRY,羧酸的结构和性质,羧酸的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.50
CHEMISTRY,酯化反应实验探究,酯化反应实验探究,化学必修一,物质及其变化,第三节 氧化还原反应,0.20
CHEMISTRY,一种2-甲基色酮内酯-y-可通过下列反应合成,一种2-甲基色酮内酯(Y)可通过下列反应合成：,化学选必3,合成高分子,第一节 合成高分子的基本方法,0.15
CHEMISTRY,胺-酰的结构和性质,胺、酰的结构和性质,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.50
CHEMISTRY,醇和酚的结构和性质易混易错点,醇和酚的结构和性质易混易错点,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.33
CHEMISTRY,醛和酮的结构和性质易混易错点,醛和酮的结构和性质易混易错点,化学选必2,分子结构与性质,第三节 分子结构与物质的性质,0.33
