subject,pdf_rel,page,page_kind,ink,rows,rule,fig,formulas,figs,note
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,103,图密集,0.0143,34,0,0.0,5.9,5,【图】5
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,104,图密集,0.0114,45,0,0.0011,6.5,9,【图】9
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,105,叙述,0.0196,41,0,0.0,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,106,叙述,0.0166,37,0,0.0022,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,107,叙述,0.0218,37,0,0.0032,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,108,叙述,0.0187,49,0,0.0011,,,行 49
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,109,叙述,0.009,21,0,0.0022,,,行 21
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,110,叙述,0.0247,45,0,0.0,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,111,叙述,0.018,39,0,0.0022,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,112,叙述,0.02,59,0,0.0,,,行 59
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,113,叙述,0.0226,45,0,0.0011,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,114,叙述,0.0264,40,0,0.0011,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,115,叙述,0.0235,41,0,0.0011,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,116,叙述,0.0247,49,0,0.0,,,行 49
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,117,叙述,0.0278,47,0,0.0,,,行 47
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,118,叙述,0.0234,38,0,0.0011,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,119,叙述,0.0246,42,0,0.0062,,,行 42
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,120,叙述,0.0242,46,0,0.0022,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,121,叙述,0.0301,46,0,0.0,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,122,叙述,0.0317,37,0,0.0022,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,123,叙述,0.0246,46,0,0.0,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,124,叙述,0.029,36,0,0.0022,,,行 36
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,125,叙述,0.0307,33,0,0.0086,,,行 33
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,126,叙述,0.0281,35,0,0.0,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,127,叙述,0.0205,39,0,0.0,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,128,叙述,0.0189,45,0,0.0011,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,129,叙述,0.0343,36,0,0.0065,,,行 36
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,130,叙述,0.0201,45,0,0.0022,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,131,叙述,0.025,49,0,0.0022,,,行 49
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,132,叙述,0.0224,37,0,0.0073,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,133,叙述,0.0219,40,0,0.0022,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,134,叙述,0.0257,41,0,0.0022,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,135,叙述,0.0233,41,0,0.0043,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,136,叙述,0.0211,43,0,0.0022,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,137,叙述,0.0249,39,0,0.0052,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,138,叙述,0.0229,32,0,0.0021,,,行 32
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,139,叙述,0.0316,49,0,0.0062,,,行 49
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,140,叙述,0.0438,37,0,0.0119,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,141,叙述,0.0409,42,0,0.0151,,,行 42
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,142,叙述,0.0462,33,0,0.0346,,,行 33
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,143,叙述,0.0303,38,0,0.0083,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,144,叙述,0.0329,43,0,0.0198,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,145,叙述,0.0259,48,0,0.0021,,,行 48
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,146,叙述,0.0254,41,0,0.0032,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,147,叙述,0.0306,35,0,0.0021,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,148,叙述,0.0337,41,0,0.0022,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,149,叙述,0.021,36,0,0.0,,,行 36
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,150,叙述,0.03,37,0,0.0032,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,151,叙述,0.0241,40,0,0.0022,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,152,叙述,0.0225,46,0,0.0021,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,153,叙述,0.0267,39,0,0.0054,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,154,叙述,0.0327,45,0,0.0021,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,155,图密集,0.0246,36,0,0.0011,0.0,3,【图】3
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,156,图密集,0.0154,39,0,0.001,0.0,6,【图】6
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,157,叙述,0.0157,39,0,0.0031,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,158,叙述,0.0229,35,0,0.0125,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,159,叙述,0.0156,34,0,0.001,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,160,叙述,0.018,46,0,0.001,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,161,叙述,0.0137,20,0,0.001,,,行 20
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,162,叙述,0.023,36,0,0.0083,,,行 36
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,163,叙述,0.0366,38,0,0.0097,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,164,叙述,0.017,34,0,0.001,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,165,叙述,0.0237,47,0,0.001,,,行 47
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,166,叙述,0.0284,45,0,0.0043,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,167,叙述,0.0267,37,0,0.0022,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,168,叙述,0.019,40,0,0.001,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,169,图密集,0.0364,37,0,0.0042,16.1,5,【图】5
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,170,叙述,0.023,33,0,0.001,,,行 33
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,171,叙述,0.0184,31,0,0.0021,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,172,叙述,0.022,32,0,0.001,,,行 32
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,173,叙述,0.0131,28,0,0.0021,,,行 28
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,174,叙述,0.0226,47,0,0.0011,,,行 47
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,175,叙述,0.0238,34,0,0.0021,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,176,叙述,0.0195,49,0,0.001,,,行 49
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,177,叙述,0.0195,34,0,0.0021,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,178,叙述,0.0231,37,0,0.001,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,179,叙述,0.0175,37,0,0.001,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,180,叙述,0.0232,39,0,0.0021,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,181,叙述,0.0171,42,0,0.0011,,,行 42
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,182,叙述,0.0164,34,0,0.001,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,183,叙述,0.0217,37,0,0.0021,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,184,叙述,0.0232,46,0,0.0042,,,行 46
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,185,叙述,0.0157,43,0,0.0021,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,186,叙述,0.0187,35,0,0.0031,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,187,叙述,0.0326,39,0,0.001,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,188,叙述,0.0252,41,0,0.0021,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,189,叙述,0.0283,39,0,0.0032,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,190,叙述,0.0212,35,0,0.0021,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,191,叙述,0.0273,36,0,0.0021,,,行 36
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,192,叙述,0.0228,43,0,0.0042,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,193,叙述,0.024,40,0,0.0031,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,194,叙述,0.0244,43,0,0.0021,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,195,叙述,0.0254,39,0,0.0031,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,196,叙述,0.0182,41,0,0.001,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,197,叙述,0.0278,45,0,0.0022,,,行 45
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,198,叙述,0.0204,31,0,0.0021,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,199,叙述,0.0206,39,0,0.0021,,,行 39
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,200,叙述,0.0233,40,0,0.0021,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,201,叙述,0.0075,21,0,0.0021,,,行 21
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,202,叙述,0.0232,34,0,0.0021,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,203,叙述,0.0087,23,0,0.0021,,,行 23
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,204,叙述,0.0201,43,0,0.0,,,行 43
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,205,叙述,0.014,35,0,0.0021,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,206,叙述,0.0158,28,0,0.0022,,,行 28
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,207,叙述,0.021,41,0,0.0011,,,行 41
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,208,叙述,0.0197,35,0,0.0021,,,行 35
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,209,叙述,0.0147,32,0,0.0021,,,行 32
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,210,叙述,0.0136,42,0,0.0021,,,行 42
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,211,叙述,0.0221,37,0,0.0021,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,212,叙述,0.0222,40,0,0.0021,,,行 40
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,213,叙述,0.0218,28,0,0.0052,,,行 28
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,214,叙述,0.0131,37,0,0.0021,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,215,叙述,0.0165,37,0,0.0021,,,行 37
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,216,叙述,0.0156,31,0,0.0054,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,217,叙述,0.0134,31,0,0.0021,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,218,叙述,0.02,31,0,0.0021,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,219,叙述,0.022,47,0,0.0021,,,行 47
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,220,叙述,0.0226,30,0,0.0021,,,行 30
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,221,叙述,0.0132,28,0,0.0022,,,行 28
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,222,未定,0.0095,19,0,0.0021,,,信号弱（行 19）
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,223,叙述,0.0104,28,0,0.0021,,,行 28
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,224,叙述,0.0139,30,0,0.0021,,,行 30
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,225,叙述,0.0175,38,0,0.0021,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,226,叙述,0.0233,38,0,0.0021,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,227,叙述,0.0332,38,0,0.0021,,,行 38
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,228,叙述,0.0256,57,0,0.0031,,,行 57
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,229,叙述,0.0348,31,0,0.0021,,,行 31
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,230,叙述,0.016,34,0,0.0032,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,231,叙述,0.0107,34,0,0.0021,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,232,叙述,0.0205,34,0,0.0021,,,行 34
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,233,未定,0.0761,6,0,0.0425,,,信号弱（行 6）
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,234,叙述,0.0219,21,0,0.0104,,,行 21
CHEMISTRY,2027版高中《53知识清单》彩色版（化学）/2027高中知识清单化学.pdf,235,未定,0.084,7,0,0.08,,,信号弱（行 7）
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,1,封面/扉页,0.2015,8,12,0.2495,,,前 3 页且行数少
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,2,叙述,0.0276,32,0,0.0094,,,行 32
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,3,叙述,0.0961,45,0,0.1071,,,行 45
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,4,叙述,0.0251,48,0,0.0083,,,行 48
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,5,叙述,0.0225,40,0,0.0,,,行 40
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,6,叙述,0.0363,50,0,0.0043,,,行 50
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,7,叙述,0.0266,53,0,0.0011,,,行 53
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,8,叙述,0.0199,51,0,0.0021,,,行 51
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,9,叙述,0.0324,34,0,0.0125,,,行 34
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,10,叙述,0.0371,38,0,0.0076,,,行 38
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,11,叙述,0.0307,35,0,0.0086,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,12,叙述,0.019,45,0,0.0052,,,行 45
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,13,叙述,0.0362,24,0,0.0177,,,行 24
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,14,叙述,0.0227,42,0,0.0,,,行 42
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,15,表格式,0.0243,39,0,0.001,3.2,9,含表行
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,16,叙述,0.0299,43,0,0.0032,,,行 43
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,17,叙述,0.0275,41,0,0.0065,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,18,叙述,0.0303,47,0,0.0022,,,行 47
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,19,叙述,0.0196,27,0,0.0032,,,行 27
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,20,叙述,0.0187,39,0,0.0021,,,行 39
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,21,叙述,0.0219,38,0,0.0032,,,行 38
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,22,叙述,0.0176,39,0,0.0011,,,行 39
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,23,叙述,0.0254,35,0,0.001,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,24,叙述,0.0326,21,0,0.0166,,,行 21
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,25,叙述,0.0424,24,0,0.0303,,,行 24
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,26,叙述,0.0298,20,0,0.0205,,,行 20
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,27,叙述,0.0272,29,0,0.0156,,,行 29
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,28,叙述,0.0351,28,0,0.0173,,,行 28
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,29,叙述,0.0231,41,0,0.0032,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,30,叙述,0.0372,35,0,0.0173,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,31,叙述,0.0397,36,0,0.0054,,,行 36
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,32,叙述,0.0256,43,0,0.001,,,行 43
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,33,叙述,0.026,46,0,0.0,,,行 46
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,34,叙述,0.0288,41,0,0.0022,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,35,叙述,0.0542,33,0,0.0097,,,行 33
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,36,叙述,0.0462,35,0,0.0218,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,37,叙述,0.0411,51,0,0.0031,,,行 51
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,38,叙述,0.0468,29,0,0.0162,,,行 29
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,39,叙述,0.045,42,0,0.0021,,,行 42
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,40,叙述,0.0322,35,0,0.0022,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,41,叙述,0.0443,41,0,0.0022,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,42,叙述,0.0539,37,0,0.0032,,,行 37
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,43,叙述,0.0438,33,0,0.0076,,,行 33
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,44,叙述,0.0284,40,0,0.0022,,,行 40
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,45,叙述,0.0394,41,0,0.0097,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,46,叙述,0.0307,42,0,0.0022,,,行 42
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,47,叙述,0.0325,40,0,0.0054,,,行 40
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,48,叙述,0.0401,39,0,0.0227,,,行 39
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,49,叙述,0.0317,41,0,0.0065,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,50,叙述,0.0283,41,0,0.0032,,,行 41
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,51,叙述,0.0273,39,0,0.001,,,行 39
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,52,叙述,0.0249,48,0,0.0022,,,行 48
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,53,叙述,0.0176,33,0,0.0062,,,行 33
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,54,叙述,0.031,38,0,0.0042,,,行 38
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,55,叙述,0.0217,33,0,0.0011,,,行 33
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,56,叙述,0.0251,37,0,0.0021,,,行 37
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,57,叙述,0.0234,42,0,0.0021,,,行 42
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,58,叙述,0.0244,35,0,0.0011,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,59,叙述,0.0323,36,0,0.0062,,,行 36
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,60,叙述,0.0248,30,0,0.0097,,,行 30
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,61,叙述,0.0225,35,0,0.0022,,,行 35
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,62,叙述,0.0283,44,0,0.0065,,,行 44
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,63,叙述,0.0252,50,0,0.0022,,,行 50
BIOLOGY,2027版高中《53知识清单》彩色版（生物）/2027高中知识清单生物.pdf,64,叙述,0.017,33,0,0.0022,,,行 33
