subject,pages,verdict,items_min,items_numbered,evidence
PHYSICS,85,ACCEPT,39,23,全页复核：交变电场续解（s₀=6.0×10⁻⁷ m、n=d/s₀=2.5、s₂=0.12 m、Δs=3 cm、v=12√3×10⁻⁴ m/s、答案(1)(2)）、例2解析（F=1.25mg、1.25mg=mv_D²/R、动能定理式、h≈7.7R、答案7.7R）、方法技巧/点拨、超级电容器情境+提出3问+分析3答+素养解读均与页图一致。仅1处疑似笔误：传统电容器段稿作「这些材料通要求尽可能薄」，页图为「通常要求尽可能薄」，无实质影响。
PHYSICS,86,RETRANSCRIBE,51,29,左页知识导图「电流表的内外、外接法」表错误：页图误差来源行为内接法=电流表分压、外接法=电压表分流，稿子把两个标签写反（内接法U_A=U_x+U_V（电压表分压）、外接法I_V=I_x+I_A（电流表分流）），且两式下标顺序疑似误读（物理上应为U_V=U_x+U_A、I_A=I_x+I_V）；右页知识图谱伏安特性曲线稿作「两条曲线」，页图为过O的直线OA、OB；侧栏2电解槽图中槽内电流箭头方向与A、B极性标注无法互证，疑似稿内三者不自洽（若A为正极，溶液电流应A→B）。必备知识清单正文（1电源概念+作用3条、2电流定义/定义式I=Q/t/微观I=nqSv/单位/方向3条、侧栏1电荷运动、侧栏2、侧栏3 Q=nqSvt与I=nqSv）逐条核对无误。
PHYSICS,"87,88,89",ACCEPT,168,86,87：续行I=(|q₁|+|q₂|)/t、电阻四小问、电阻-电阻率五列表、比较电阻大小（R_甲=ρ·2a/(2b·2c)、R_甲=½R_乙、乙大）、电阻率-温度4条、欧姆定律/电阻定律比较表（跨页续表：公式I=U/R与R=ρl/S、意义、适用条件、温馨提示各3条）、伏安特性曲线（甲直线乙曲线）、游标卡尺/螺旋测微器读数式与例题、精度表10/20/50→0.1/0.05/0.02均一致；88：例答案3.207 mm与3.075 cm（3 mm+20.7×0.01、30 mm+0.05×15）、外接法（U_V=U_x、I_A=I_x+I_V、R测=R_xR_V/(R_x+R_V)<R_x）与内接法（U_V=U_A+U_x、I_A=I_x、R测=R_A+R_x>R_x）、限流/分压、注意事项4条、接法选择4法（试变法ΔU/U大用外接、ΔI/I大用内接）、分压三情况+变阻器两选择、电解液电流（q取绝对值之和、I=q/t而非2q/t）、环形电流I=q/T、例1信息提取均一致；88有一处疑似衍字「某一时刻线」应为「某一刻度线」。89：T=2πr/v、答案ev/(2πr)、等效替代法3步+优缺点、安安法例2（器材6项、A₂+电阻箱、R_V=10000 Ω、R₂=9000 Ω、8.0 mA/150 μA、R_x=I₂R_V/(I₁−I₂)=191 Ω）、伏伏法例3（器材7项、I=U₁/r₁+U₁/R₀、R_x=(U₂−U₁)R₀r₁/(U₁(R₀+r₁))）、半偏法（小阻恒流图甲/大阻恒压图乙）均一致。
PHYSICS,"90,91,92,93",ACCEPT,200,169,90：惠斯通电桥（R₁/R₃=R₂/R₄或R/R_x=R₄/R₃、互换后R_x=√(RR')）、无系统误差法（U=(U₁/R₀+U₁/R_V)R_x+U₁、R_x=(U₂−U₁)R₀R_V/((R₀+R_V)U₁)）、隔电墙2问2答、第2节知识图谱、串并联表（含红字多串增大/多并减小、黄字分压分流、功率分配P₁/R₁=…与P₁R₁=P₂R₂=P₃R₃）、常用推论3条（R并=R₀/n）、总电阻规律3条、电表改装表头①-③均一致；91：改装表6行（U=I_g(R_g+R)、I=(R+R_g)/R·I_g、n=U/U_g与I/I_g、R=(n−1)R_g与R_g/(n−1)、R_V=nR_g与R_A=R_g/n）、校准1)2)3)①②（示数小→分流偏小/分压偏大，示数大→反向）、电压表/电流表说明各5条、归纳总结4条、多用电表外形+机械调零红注+中值电阻红注（I=½I_g时R中=R_g+R内+r）、读数例（Ω行15→1.5×10³ Ω、×1 k、250 mA挡125 mA）、内部结构6档（1、2电流档1大；3、4电阻档；5、6电压档6大）、电阻挡说明3条均一致；92：测电压4步/测电流3步/测电阻4步、拓展5条（含两手触表笔红注）、红入黑出、简化原则7条、电流分支法与等势点排列法各①-④、测电流表内阻方法1/2（均R_A=R，红注干路电流变化/不变）、测电压表内阻方法1/2（R_V=R₂−2R₁、R_V=R，红注联立式）、判断故障1开头均一致；93：三种故障判读、电流挡/电阻挡判断、例（4节干电池6 V→10 V挡B、U_cd=5.8 V断在c、d→A、6 Ω、e、f间、R灯=U额/I额=12.7 Ω）、电阻表原理7问（R=E/I_g−(R_g+r)=142 Ω、I₀=E/300=5 mA、I=E/(R_x+R内)、R内=R_g+R+r、刻度非线性减函数、I_g/2↔R中=R内、I_g/3↔2R内、I_g/4↔3R内、2I_g/3↔R内/2、3I_g/4↔R内/3）、生活应用3问3答（U=220 V/n）均一致，数值复核全对。
PHYSICS,94,RETRANSCRIBE,79,36,左页知识导图「电功、电热、电功率」框：稿作「⑤电热：电流通过导体时所产生的热量Q=UIt（本箱相同）」，页图对应行疑似为「电流所做的功W=UIt（本箱相同）」（隶属④电功项），页面无「⑤电热Q=UIt」行，疑似误读/编造（且电热应为I²Rt，右页知识图谱能量转化框即作「电热Q=I²Rt（焦耳定律）」）；「测电源的电动势和内阻」表中间列列名稿作「电压表法（E=U+U/R·r）」，页图疑似为「伏阻法」；必备知识清单「4.热功率」末式稿作P=I²R外，页图下标疑似为「电」字（P=I²R电）。其余9个导图框（最大输出功率条件①R=r②U外=U内=E/2③I=E/2r、闭合电路三功率、两公式两图像、P-R规律含E²/4r、功率效率、能量守恒、能源与可持续发展①-④）及右页正文（电功1-4、电功率1-4、焦耳定律1-2、热功率、侧栏非静电力、归纳总结UIt=U²/R·t=PRt、纯/非纯关系式）逐条核对一致。
PHYSICS,"95,96,97",ACCEPT,192,126,"95：纯/非纯电阻电路表（W=Q、UIt=I²Rt=U²/R·t；W=UIt、Q=I²Rt、W=Q+E其他）、电动机模型与三功率（P总=P_A=UI、P热=I²r、P总=P出+P热、η=P出/P总=P_m/P_A）、额定/实际功率（P额=U额I额=I额²R=U额²/R）、能量转换框图、易错警示4条（U>U_r、P=UI与P热=I²R恒成立、电动机不转=纯电阻最大电流）、电源（E=W非/q、1 V=1 J/C、内阻abc、容量Q=It、A·h、电动势-电势差四行表、侧栏5/7）均一致；96：闭合电路（U内=Ir、U外=IR）、闭合电路欧姆定律4式+红注（非纯电阻时U外≠IR故E=U外+Ir）、外部特性（I短=E/r、斜率绝对值=内阻、交点M(I₁,U₁)）、U-I图像思路5条、输出功率与效率（P总=I²(R+r)=E²/(R+r)、P出=E²R/(R+r)²=E²R/((R−r)²+4r)=E²/((√R−√r)²+4r)、η=R/(R+r)×100%）、P-R图像5条（R₁R₂=r²、R₂−r>r−R₁）、动态分析程序法流程图+串反并同+假设法、例1（A-D选项、φ_a=U_ab）均一致；97：解法一程序链（I=E/(R+r)增大→U减小→U₁=IR₁增大→U₂=U−U₁减小→Q=CU₂减小→I₂=U₂/R₂减小→φ_a降低→I₃=I−I₂增大，D正确）、解法二串反并同、解法三极限法（P至b端C、R₁、R₂短路φ_a=0）、含容稳态两特点、知识拓展(1)-(4)（ΔQ=CΔU、并联电源时充电电压=路端电压U）、例2（2023海南：φ上=2E/5、φ下=4E/5、U=2E/5、Q=2/5CE选C）、例3（U₁=ER₁/(R₁+R₂+r)=5 V、Q₁=1×10⁻⁵ C、U₂=3.5 V、ΔQ=(U₁+U₂)C=1.7×10⁻⁵ C、方法技巧ΔQ=|Q₂−Q₁|/ΔQ=Q₁+Q₂）数值复核全对；例4（E=28 V、r=4 Ω、R外=1/(1/20+1/20)=10 Ω、I=2 A、U_R1=12 V、Q=7.2×10⁻⁵ C）一致。小瑕疵2处：例4(2)稿漏「滑动变阻器滑片从最左端向右滑动过程中」；变阻器最大阻值与电动机内阻稿均作R_m，页图下标疑似分别为R_max、R_M。"
PHYSICS,98,RETRANSCRIBE,55,34,例5图注与页图不符：页图为单一串联回路（电源在a、b间，a—L₁—d—L₂—c—R—S—b），L₁在a、d之间（稿作「L₁在b、c间」错），变阻器R与L₂串联（稿作「R与L₂并联」错），S在b与R之间的下排（稿作「S在a、b间」不准）；该判断可由页面自身解析印证（U_ad=6 V跨L₁+L₂、U_bc=0只跨R、断故障在c、d间即L₂断）。其余一致：例4续解（R=5 Ω、P出max=E²/4r=49 W、(3)I=E/2r=3.5 A、U=14 V、I_m=I−U/(R₁+R₂)=2.8 A、U_m=U−I_mR=8.4 V、P出=U_mI_m−I_m²R_m=15.68 W，答案2 A/7.2×10⁻⁵ C、49 W/5 Ω、15.68 W数值复核正确）、电路故障分析（断路/短路特点、电压表/电流表/电阻表/假设法4种检查）、最大输出功率三推导（P=E²R/(R+r)²，均值不等式R+r²/R≥2r、配方法((R−r)/√R)²+4r、抛物线−rI²+EI顶点I=E/2r，均得R=r时P_m=E²/4r）、电板锅（P₁=U²/R₂加热、P₂=U²/(R₁+R₂)保温、铭牌TG-261X01H/220 V/1000 W/50 Hz、图4图5）、电热水壶vs电吹风机（同耗电、水壶产热多）均一致。
PHYSICS,"99,100,101,102,103,104,105,106,107,108,109,110,111,112",ACCEPT,520,423,逐页（p0099–p0112 共14张页图）对照转写稿独立清点并抽查，全部可信。关键抽查与页图一致：p99 代数法 E测=(U1I2-U2I1)/(I2-I1)、r=|ΔU/ΔI|=E/Im、等效电源 E测=RV/(RV+r真)·E真、r测=RV·r真/(RV+r真)；p100 伏阻法 E=U1U2(R1-R2)/(U2R1-U1R2)、r=R1R2(U1-U2)/(U2R1-U1R2)、1/U=1/E+(r/E)(1/R)、等效 E'=E/(1+r/RV)；p101-102 Φ=BS、Φ=B⊥S=BSsinα、Φ=BS⊥=BScosθ、B=F/IL、1T=1N/(A·m)、1Wb=1T·m²；p105 ε=hν、h=6.626 070 15×10⁻³⁴ J·s；p107 变力冲量 I=14 N·s、鸡蛋 F≈950 N；p108 头盔 F=3000 N、流体 F=1.5ρSv²；p110 弹性碰撞 v1'=(m1-m2)v1+2m2v2/(m1+m2) 及推导③④⑤ v1-v2=-(v1'-v2')、⑨口诀表5行；p111 续表4行、导弹 mv0=m1v1+(m-m1)v2、火箭 mΔv+Δmu=0、Δv=-(Δm/m)u、人船模型5式；p112 方案三 m1·xOP=m1·xOM+m2·xON 及 xOP+xOM=xON（弹性判据）、拓展1/2 √(1/y)、√l 形式、例2 1/5≤m1/m2≤7/17 答案C。未发现整块内容漏转，也未发现页面上不存在而稿中出现的编造内容；上下标、单位、≈/≪/≫、红笔手注均与页图相符。
PHYSICS,"113,114,115,116",ACCEPT,169,94,逐页复核（书页207-214）：p207 动量关系3式+能量关系3式（-μmgt=mv-mv₀、μmgt=Mv、mv₀=(M+m)v、Q=ΔEk=½mv₀²-½(M+m)v²=μmg·l）、「滑块—平板」规律选取表4行、例3全解（2mv₀=3mv共、v共=2v₀/3、v板=2/5v₀、v块=4/5v₀、x=7v₀²/25μg、t=v₀/μg、W=Fx′=mv₀²/μg）、例4（mgL=½mv₀²、v₀=5m/s、F_T-mg=mv₀²/L、F_T=6N、mv₀=mv₁+Mv₂、½mv₀²=½mv₁²+½Mv₂²、v₂=2m/(m+M)v₀=4m/s）均与页图一致；p209 例4续（μ₁=0.4、μ₂=0.25、0.25≤μ≤0.4）与冰壶分析解答3条（a₁=μ₁g、a₂=μ₂g、-μ₁mgx₁-μ₂mgx₂=½mv_P²-½mv₁²、mv_P=mv₁′+mv₂′、v₂′=v_P、-μ₂mgR=0-½mv₂′²）一致；p210 章扉页导图（F回=-mgx/l=-kx、T=2π√(l/g)、波速v=fλ=λ/T、衍射/干涉条件）一致；p211-212 知识图谱、机械振动/弹簧振子/x-t图像、描述简谐运动8行表（f=1/T、ω=2π/T=2πf、相位差）与同相位/反相位式（Δφ=2nπ、(2n+1)π）一致，未见漏块或编造。
PHYSICS,117,RETRANSCRIBE,46,43,p216 ⑫共振现象的研究（整页重读核实）：稿写「A的摆球质量大于其他摆球的长度」，页图为「A的摆球质量大于其他摆球的**质量**」——单字误转（质量→长度，句子失去意义，属可核对的内容错误，缺陷局部）。同页其余公式全对：sinθ=θ=x/l、F=-mgx/l=-kx、θ_m<5°、T=t/n、l=l′+r、g=4π²l/T²、T²=4π²l/g、k=4π²/g、图线a/b误差分析、f₀=0.5Hz、T₀=2s、摆长约1m。另 p215「5.周期」右侧有一处红色手书小注 illegible 未入稿（疑似、次要，不足以单独判重转）。
PHYSICS,118,RETRANSCRIBE,26,24,漏整块（整页图重读两遍核实）：p218 右栏「②图像分析行」与「应用框」之间，页面有「③定量计算」块——原文「据振子做位移x=A sin(ωt+φ)、t₁=0时φ=0（π舍去）、A/2=A sin(2π/T·t₀)、则t_OB=T/12、t_AB=…、因此t_OB<t_AB」——稿中完全缺失。疑似符号错1处：特殊对称位置表第二行稿写 t_AC=t_CB<t_CO，页图与物理（外段慢、耗时长）均为 t_AC(=t_BD)>t_CO。疑似1处（分辨率有限，记疑似）：p217 对称性表速度v方向行稿写 ←←→→，与物理推演（C左B右时 →←←→）相反。
PHYSICS,119,RETRANSCRIBE,46,23,控制字符损坏3处（脚本按字节核实，\x07 顶替命令首字母）：① p219 1.等效摆长2) 稿写「l\sin\x07lpha」与「T=2π√(l\sin\x07lpha/g)」，应为 l sinα 与 T=2π√(l sinα/g)（α丢失）；② 例3 稿写「\x07ngle BAO=30°」，应为「∠BAO=30°」。其余均核过且正确：d=√3L/4·L、l=d+L、T′=π√((4+√3)L/g)、答案A；等效重力加速度树（g′=g sinθ、g′=g+a、g′=g-a、g′=0、g′=g+Eq/m）、规律总结1、例4（g₁=g sinθ、g₂=g、g₃=g、F_T-mg=ma、g₄=F_T/m=g+a、T₁>T₂=T₃>T₄、答案C）。
PHYSICS,120,UNCERTAIN,36,35,存疑1处：p221 知识图谱「波的描述」栏曲线下公式稿写 λ=vf=λ/T，量纲不通（λ=vf 为 m/s 量纲）；同书 p210 章扉页同类图谱清晰写「波速 v=fλ=λ/T」，故疑页面实为 v=λf=λ/T 而稿误读 v↔λ 位置；因分辨率无法逐字形确认，整页记 UNCERTAIN。其余已核：机械波定义/产生条件/传播特点7条/分类、①振动与波②横波③纵波、坐标系行（平衡位置红下划线）、波形图物理意义、正弦波行、波长定义①②与 nλ/(n+½)λ 意义、f=1/T、v=Δx/Δt、v=λ/T=λf、波动振动联系区别表、⑬⑭⑮⑯ 均与页图一致。
PHYSICS,121,RETRANSCRIBE,33,27,确认反写1处（整页重读核实）：p224 ⑲说明第1条，稿写「振动图像描述的是介质中**各个质点**在**某一时刻**离开平衡位置的位移，而波动图像描述的是介质中**某一质点**在**各个时刻**离开平衡位置的位移」，页图恰相反（振动图像=某一质点/各个时刻；波动图像=各个质点/某一时刻）——且稿自身紧随的⑲第2条（波动图像横轴x=各个质点平衡位置、振动图像横轴t=某一质点）是对的，稿自相矛盾。疑似符号错3处：⑳稿「图线的形状向y轴正方向延伸T/4」疑页面为「t轴」（振动图像只沿时间延伸，图亦沿t向后延）；㉑稿「波形沿x轴正方向平移A/4，即1 m」疑页面为「λ/4」（A是振幅、cm量纲，不可能=1m）；4.反射与折射表折射照片标注稿「反射波」疑页面为「折射波」。其余（比较表7行、规律4条、总结提升1-3、衍射3条、㉓叠加、独立传播/叠加原理㉔、干涉定义/2必要条件/3理解、㉖首段）均核一致。
PHYSICS,"122,123",ACCEPT,60,43,两页均核：p225 干涉3)（A=A₁+A₂、A=|A₁-A₂|、A₁=A₂静止）、4)一切波都能干涉、主动降噪原理、多普勒表（f′=f、f′>f、f′<f）、应用2)1)-3)、⑤波源频率未改变、⑫测天体速度、五列异同表（反射/折射/衍射/干涉/多普勒）一致；p226 互判四法（带动法P′在P上/下、微平移法A′B′C′D′、同侧法、上下坡法「上坡下、下坡上」）、例1（λ=20m、T=λ/v=20/10=2s、质点a沿y负向、答案D）一致。p227 平移法一（Δx=vΔt、去整nλ留零Δx′、补完整）、平移法二（坐标轴逆着传播方向平移）、例2（T=λ/v=0.4s、Δt=0.5s=1¼T、s=vΔt=25m=1¼λ、平移5m、三解法）、3.方法「一分一看一找」流程图、例3题干+图(a)(b)+选项A-E一致；p228 信息提取（λ=4m、A=5cm、T=2s、波向左）、解析（v=λ/T=2m/s、t=7s即3½T在波峰、路程14A=70cm）、答案ABE、2.一般解决思路流程图、例4题干+四选项振动图像描述（T=4s负正弦/正正弦、T=12s负正弦/余弦）、信息提取1-2、4.多解成因1)-4)一致。
PHYSICS,124,RETRANSCRIBE,44,16,例5 图1/图2 描述与同页文字矛盾（整页重读核实）：页面信息提取【2】与解法二均明写「t=0时，P处于波峰，Q处于平衡位置且向上振动」，故图1（P）应为余弦（t=0波峰）、图2（Q）应为正弦（t=0过零向上、t=2s波峰）；稿却把图1描述为「t=0过零向上、t=2s波峰、t=4s过零、t=6s波谷」（正弦）、图2描述为「t=0波谷(-10)、t=2s过零向上、t=4s波峰」（-余弦）——两图描述各错移1/4周期，与页面文字不符，图描述判误。其余公式全对：例4续（nT+¾T=3s→T=4s、nT+¼T=3s→T=12s、答案AC）、解题思路流程图（+x：Δx=¾λ+nλ→Δt=¾T+nT；-x：¼λ）、例5 解法一（Δt=T/4+nT=8n+2s、v_PQ=15/(4n+1)、Δt=3T/4+nT=8n+6s、v_QP=15/(4n+3)）、解法二（PQ=¼λ+nλ、¾λ+nλ）、答案；5.判断加强/减弱点（Δr=±kλ加强、Δr=±(2k+1)λ/2减弱、步调相反结论相反、E加强/F减弱）；例6（T=2s、x=vt=10m、(10m-x)-x=(2n-1)λ/2→x=7-4n→x=7m/3m、(10m-x)-x=nλ→x=5-4n→x=1/5/9m）均核一致。
PHYSICS,125,ACCEPT,28,16,全页核：例6(i)答案图（虚线P波起振向下：x≈2m波谷、4m过零、≈6m波峰、8m过零、≈10m波谷；实线Q波起振向上：10m过零、≈8m波峰、6m过零、≈4m波谷、2m过零、≈0m波峰）与图一致；战绳情境（a、b间距一个波长x_ab=λ、t_ab=T）、提出问题5条、分析解答5条（横波；右手向上左手向下；波速由介质决定不变；x_ab=½λ′+nλ′、t_ab=½T′+nT′、T′=2/(2n+1)·T、频率调为原频率(2n+1)/2倍；P点振动减弱）、素养解读一致；p232章扉页导图（折射定律n₁₂=sinθ₁/sinθ₂、n=c/v、全反射sinC=1/n与「改变90°的情况」红字、明显衍射条件+单缝/圆孔/圆盘/光栅四图、干涉条件、双缝亮纹Δr=±kλ/暗纹Δr=±(2k+1)λ/2、Δx=l/d·λ、薄膜干涉、激光①-④特性、光的偏振「只有横波才有偏振现象」）均与页图一致。
PHYSICS,126,RETRANSCRIBE,43,40,控制字符损坏2处（脚本按字节核实）：知识图谱①光的反射下注「反射角等于入射角」后公式稿写「\x08eta=\x07lpha」，应为「β=α」（β、α两命令首字母均被0x08/0x07顶替，公式不可渲染）。其余全页核过且正确：反射/折射表光路图2幅（θ₁、θ₂′、θ₂）、现象行（返回原介质中/射入另一种介质中）、反射定律①②③与折射定律①②③、相同点①三线共面②分居法线两侧③光路可逆、不同点θ₁′=θ₁与sinθ₁/sinθ₂=n₁₂；折射率1)定义2)n=sinθ₁/sinθ₂（θ₁真空角、θ₂介质角）3)意义4)①②5)n=c/v、c>v故n>1；色散现象（向底面偏折、频率大偏折大）与原因；①同种非均匀介质（靠近/远离法线、海市蜃楼）；②n₁₂=sinθ₁/sinθ₂=v₁/v₂=n₂/n₁、n₁n₁₂=n₂或n₁sinθ₁=n₂sinθ₂；测定玻璃折射率实验（原理n=sinθ₁/sinθ₂流程图、入射光线①②AB竖直、出射光线①②CD挡住像、OO′为折射光线、注意事项③1-5）均一致。
PHYSICS,"127,128,129",ACCEPT,128,115,逐页重读整页图 p0127-p0129 核对：p0127（书236）全反射棱镜三方式表（入射面 AB/AC/AEB，全反射面 AC/AB·BC/AC，改变角度 90°/180°/0° 发生倒像）、sin C=1/n、光纤三优点与图注均相符；p0128（书237-238）例2 推导链 θ₁=45°→θ₂=30°→∠BMN=60°→∠MNB=75°→θ=15°→等腰△AMN→BN=√(3/2)d→d=(3−√3)/3·l 与例3 n=√2、C=45°、SD=d/2、AB=d（答案 C）逐式相符；p0129（书239-240）例4（n=l₁/l₃，测得偏大）与例5（C=45°、PS=h、t=π/8ω、v̄=8ωh/π、v₂=2√2ωh、v=v₂/cosC=4ωh）全部步骤相符。未见漏块或编造。疑点1处（不下结论）：p0127 单位圆法式子稿写 n=sinθ₁/sinθ₂=R/FF′=EE′/FF′，整页图上中间分式疑似为 (EE′/R)/(FF′/R)，稿中 R/FF′ 疑似笔误，但不影响主比值 EE′/FF′。
PHYSICS,130,RETRANSCRIBE,34,33,"实质缺陷2类：(1) 串页重复——第130页稿自「②在光学元件的表面镀一层特定厚度的膜增加光的透射或反射」起（含增透膜/增反膜表、6 增透膜和增反膜厚度的确定、3 实验：用双缝干涉测量光的波长、4 光的衍射、9/10/11、知识拓展 生活中的衍射）整段是书243-244（即第131页）的内容；重读整页图确认 p0130 右页止于「知识拓展 牛顿环」，该段在 p0131 图上，且第131页稿又完整转写了同段，故第130页稿多出一整页内容。(2) 漏块——p0130（书242）右上「④ 双缝干涉」小块的『第 n 条亮条纹中心的位置为 x=±(l/d)nλ(n=0,1,2,⋯)，相邻两条亮条纹或暗条纹的中心间距 Δx=(l/d)ΔA』及整块「⑤ 白光干涉现象与单色光干涉现象的区别」（白光照射膜某一位置看到红色等4句）稿中均无。其余 130 页真实内容（知识图谱、光的干涉、相干光源、双缝干涉、薄膜干涉、牛顿环）与页图相符。"
PHYSICS,"131,132,133,134,135,136,137,138,139,140",ACCEPT,412,307,逐页重读整页图 p0131-p0140 核对：p0131（243-244）实验数据测量 Δx=(x₂−x₁)/(n−1)、λ=(d/l)Δx、装置部分器件作用（②透镜/③滤光片/④单缝/⑤双缝/⑧目镜）、8 两种测量头、3 分划板中心刻线、衍射各表均在且相符；p0132（245-246）偏振/激光比较表、双缝图样例1（Δx甲:Δx乙=1:2→1/2倍，答案B）、洛埃镜（半波损失、明暗相反）相符；p0133（247-248）例2 λ=630 nm、凹凸两种判定（旋转法句划黄）、色散九行表（频率低→高…衍射间距宽→窄）、例4 答案 ACE 相符；p0134（249-250）防窥屏 d=1.55 mm、x_min=2×√3/3−0.8≈0.35 mm 及安培力/洛伦兹力图谱全部公式（qvB=mv²/r、r=mv/qB、T=2πm/qB、v=E/B、I=BdvS/(RS+rd)、Q=πdU/(4B)、q/m=E/(B₁B₂r)、E_kn=q²B²r_n²/2m）相符；p0135（251-252）比较表 F_安=nF_洛、洛伦兹力与电场力比较、示例旁注相符；p0136（253-254）刻度均匀、电子束磁偏转四分支、五种判定法、例1 题设（θ=30°、L=0.25 m、E=12 V、μ=√3/3、B=0.8 T）相符；p0137（255-256）R₁=1.6 Ω、R₂=4.8 Ω、例2 三情况讨论答案 BD、速度选择器 qE=qvB 及 v<E/B/v>E/B 分支、磁流体 U=Bdv、电磁流量计 Q=πdU/4B 相符；p0138（257-258）铜丝电机顺/逆时针、穿板后 e→d→c→b→a（T 与 v 无关）、四依据与四种情境图相符；p0139（259-260）例1 OQ=4R=4mv/qB 答案 D、例2 m=2dBe/v 与 t=πd/3v 两法、直线/平行/圆形/环形边界公式组（d=2R sinθ、R²=(R−d)²+L²、Rsinθ=rsinβ、2R=r₁+r₂ 等）相符；p0140（261-262）四个主要结论、例3 r₁=2L、v₁=2B₁qL/m、旋转圆 2R₁=r、2R₂=√3r→√3:1 答案 C、放缩圆例5 相符。小注1处（不影响判定）：p0131 红笔批注『若不计半波损失，则d=λ/2』实际在增透/增反膜厚度式旁，稿把它注到了实验思路分析图描述里，属批注位置小错。
PHYSICS,"141,142,143,144,145,146,147,148,149,150,151,152",ACCEPT,366,236,逐页独立清点后与稿对照，无整块遗漏、无编造。抽查关键符号均与页图一致：p141例6 v=√3qBL/4m、R=mv/qB=√3L/4、四选项 A-D、QB≤R/sin60°=L/2、答案D、磁聚焦/磁发散两栏定义、质谱仪构造1)-5)；p142 qU=½mv²−½mv₀²、v=E/B₁、r=mE/(qB₁B₂)、r₁:r₂=2:3、T=2πm/qB、v_m=qBR/m、v₁:v₂:…:vₖ=1:√2:…:√k、Eₖₘ=q²B²R²/2m、2nqU=q²B²rₙ²/2m、t₁=nT=πBrₙ²/2U；p143 y=r−r cosθ、tanθ=qEx/mv₀²、sinθ=l/r、mg=qE且mv²/R=qvB；p144 B₀=8πm/qT、n(π−2θ)=N·2π、θ=30°/18°、t=πm/qB、答案BD；p145 思维导图全部公式 E=LΔI/Δt、E=nΔΦ/Δt、E=nBΔS/Δt、E=nSΔB/Δt、E=n(B₂S₂−B₁S₁)/Δt≠nΔBΔS/Δt、E=BLv、E=½Bl²ω、E=nΔB/Δt·S；p146 E=Blv sinθ红字、I=E/(R+r)、1V=1Wb/s；p147 E=Blv推导ΔΦ=BΔS、ΔS=lvΔt、旋转切割三式 ½Bl²ω、½Bω(l₁²−l₂²)、E=0；p148 I=BLv/R、U_bc=3/4E、U′_bc=1/4E=U_bc/3、F=BIL；p149 I=Bdv/2R、F=B²d²v/2R、答案C；p150 v_m=mgR sinα/B²L²、答案BC、单杆四模型与双杆①共12组方程（BIl+μmg=ma、Fx=μmgx+Q+½mv²、I=Δq/Δt=CBl·a、F_安=(BlE−B²l²v)/(R+r)、m₁v₀=(m₁+m₂)v_共 等）逐一核对无误；p151 双杆②③方程组、五类方程、E=nΔB/Δt·S；p152 示例解析 E=n(B₁−B₀)/t₀·S、U=n(B₁−B₀)R/[t₀(R+r)]·S、涡流定义与应用、R_L<R_A。两处疑似笔误（不影响整体可信度，仅记录）：p150稿中示例5解析的 F_Λ 疑似应为 F_安（页图下标为安，与全篇 F_安 记法一致）；p149稿中四步法结构图图注 α、v 疑似应为 a、v（加速度、速度）。
PHYSICS,153,RETRANSCRIBE,31,18,漏块：p287（153页左半）整框 知识拓展｜对通电自感和断电自感的三点理解 在稿中完全缺失。该框含3条独立结论：1.通电时线圈产生的自感电动势阻碍电流的增大且与原电流方向相反；2.断电时线圈产生的自感电动势与原来线圈中的电流方向相同，且在与线圈串联的回路中线圈相当于电源，它提供的电流大小从原来的值逐渐变小、不发生突变；3.自感电动势只是延缓了电流的变化，但不能阻止原电流的变化，更不能使原电流反向。已整页重读p0153.jpg两次确认该框存在（位于示例框右侧），并用 grep 验证 三点理解 与 不能使原电流 在 jsonl 中均0命中。该页其余内容（图像行I-t图、示例2023北京5、7自感系数 E=LΔI/Δt 与单位1H=1V·s/A及红字1mH=10⁻³H、1μH=10⁻⁶H、⑨各种线圈、闪亮/不闪亮表格通断两行、例1 A-D及答案解析答案B、知识拓展电流分析思路(1)-(4)、等效法速解三式、例2题干）均与页图一致，无编造；判定依据仅为上述漏块。
PHYSICS,154,ACCEPT,41,22,逐页核对无漏块无编造。抽查：例2 A-D四选项、信息提取【1】流过线圈的电流不再变化【2】流过L₁的电流大于流过L₂的电流、解析（串反并同→L₁增强L₂减弱；断开后L与L₂构成回路、L₂中电流立即反向并由I₁开始逐渐减小到零）、答案C、一题多解；过山车情境叙述（磁力刹车两种形式、100%安全、不需电力）、提出问题(1)(2)、分析解答(1)(2)（电磁阻尼、楞次定律阻碍相对运动）、素养解读；右页交变电流思维导图：Φ=Φ_m cosωt=BS cosωt、e=E_m sinωt=NBSω sinωt、u=U_m sinωt=(R/(R+r))E_m sinωt、i=I_m sinωt=(E_m/(R+r)) sinωt、四值表8格（E=E_m/√2、I=I_m/√2、ē=NΔΦ/Δt、ī=ē/(R+r) 等）、变压器 U₁/U₂=n₁/n₂、I₁/I₂=n₂/n₁、I₁n₁=I₂n₂+I₃n₃+…、P_入=P_出、自耦变压器三种、互感器两种与三种区别、远距离输电 U₂−U₃=ΔU=I_线R、I₂=I₃=I_线、ΔP=I_线²R=(ΔU)²/R，均与页图一致。
