rel_path,subject,decision,rule,reason
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/32导数与函数的单调性、极值和最值/5_精讲册PDF/1_3.2  导数与函数的单调性、极值和最值.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/33导数的综合应用/4_精练册PDF/2_3.3  导数的综合应用.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/33导数的综合应用/5_精讲册PDF/1_3.3  导数的综合应用.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点1三次函数的性质综合/4_精练册PDF/2_高考热点1  三次函数的性质综合.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点1三次函数的性质综合/5_精讲册PDF/1_高考热点1  三次函数的性质综合.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点2导数中的构造问题/4_精练册PDF/2_高考热点2  导数中的构造问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点2导数中的构造问题/5_精讲册PDF/1_高考热点2  导数中的构造问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点3导数中的双变量问题/4_精练册PDF/2_高考热点3  导数中的双变量问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第三章导数及其应用/高考热点3导数中的双变量问题/5_精讲册PDF/1_高考热点3  导数中的双变量问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/91计数原理、排列组合/4_精练册PDF/2_9.1  计数原理、排列与组合.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/91计数原理、排列组合/5_精讲册PDF/1_9.1  计数原理、排列与组合.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/92二项式定理/4_精练册PDF/2_9.2  二项式定理.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第九章计数原理/92二项式定理/5_精讲册PDF/1_9.2  二项式定理.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/21函数的概念及表示/4_精练册PDF/2_2.1  函数的概念及表示.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/21函数的概念及表示/5_精讲册PDF/1_2.1  函数的概念及表示.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/22函数的单调性和最值/4_精练册PDF/2_2.2  函数的单调性和最值.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/22函数的单调性和最值/5_精讲册PDF/1_2.2  函数的单调性和最值.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/23函数的奇偶性、周期性和对称性/4_精练册PDF/2_2.3  函数的奇偶性、周期性和对称性.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/23函数的奇偶性、周期性和对称性/5_精讲册PDF/1_2.3  函数的奇偶性、周期性和对称性.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/24二次函数与幂函数/4_精练册PDF/2_2.4  二次函数与幂函数.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/24二次函数与幂函数/5_精讲册PDF/1_2.4  二次函数与幂函数.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/25指数函数与对数函数/4_精练册PDF/2_2.5  指数函数与对数函数.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/25指数函数与对数函数/5_精讲册PDF/1_2.5  指数函数与对数函数.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/26函数的图象/4_精练册PDF/2_2.6  函数的图象.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/26函数的图象/5_精讲册PDF/4_2.6  函数的图象.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/27函数的零点与方程的根/4_精练册PDF/2_2.7  函数的零点与方程的根.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/27函数的零点与方程的根/5_精讲册PDF/1_2.7  函数的零点与方程的根.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/28函数的模型及应用/4_精练册PDF/2_2.8  函数的模型及应用.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第二章函数及其性质/28函数的模型及应用/5_精讲册PDF/1_2.8  函数的模型及应用.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/51平面向量的概念、线性运算、基本定理及坐标表示/4_精练册PDF/2_5.1  平面向量的概念、线性运算、基本定理及坐标表示.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/51平面向量的概念、线性运算、基本定理及坐标表示/5_精讲册PDF/1_5.1  平面向量的概念、线性运算、基本定理及坐标表示.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/52平面向量的数量积/4_精练册PDF/2_5.2  平面向量的数量积.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/52平面向量的数量积/5_精讲册PDF/1_5.2  平面向量的数量积.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/53复数/4_精练册PDF/2_5.3  复数.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第五章平面向量与复数/53复数/5_精讲册PDF/1_5.3  复数.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/81直线和圆/4_精练册PDF/2_8.1  直线和圆.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/81直线和圆/5_精讲册PDF/1_8.1  直线和圆.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/82椭圆/4_精练册PDF/2_8.2  椭圆.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/82椭圆/5_精讲册PDF/1_8.2  椭圆.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/83双曲线/4_精练册PDF/2_8.3  双曲线.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/83双曲线/5_精讲册PDF/1_8.3  双曲线.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/84抛物线/4_精练册PDF/2_8.4  抛物线.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/84抛物线/5_精讲册PDF/1_8.4  抛物线.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/85直线与圆锥曲线的位置关系/4_精练册PDF/2_8.5  直线与圆锥曲线的位置关系.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/85直线与圆锥曲线的位置关系/5_精讲册PDF/1_8.5  直线与圆锥曲线的位置关系.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点10轨迹问题/4_精练册PDF/2_高考热点10  轨迹问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点10轨迹问题/5_精讲册PDF/1_高考热点10  轨迹问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点11圆锥曲线中的最值与范围问题/4_精练册PDF/2_高考热点11  圆锥曲线中的最值与范围问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点11圆锥曲线中的最值与范围问题/5_精讲册PDF/1_高考热点11  圆锥曲线中的最值与范围问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点12圆锥曲线中的存在性（探索性）问题/4_精练册PDF/2_高考热点12  圆锥曲线中的存在性（探索性）问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第八章平面解析几何/高考热点12圆锥曲线中的存在性（探索性）问题/5_精讲册PDF/1_高考热点12  圆锥曲线中的存在性（探索性）问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/61数列的概念及表示/4_精练册PDF/2_6.1  数列的概念及表示.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/61数列的概念及表示/5_精讲册PDF/1_6.1  数列的概念及表示.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/62等差数列/4_精练册PDF/2_6.2  等差数列.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/62等差数列/5_精讲册PDF/1_6.2  等差数列.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/63等比数列/4_精练册PDF/2_6.3  等比数列.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/63等比数列/5_精讲册PDF/1_6.3  等比数列.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/64数列求和/4_精练册PDF/2_6.4  数列求和.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/64数列求和/5_精讲册PDF/1_6.4  数列求和.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/高考热点6数列的综合/4_精练册PDF/2_高考热点6  数列的综合.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第六章数列/高考热点6数列的综合/5_精讲册PDF/1_高考热点6  数列的综合.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十一章统计/111用样本估计总体/4_精练册PDF/2_11.1  用样本估计总体.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十一章统计/111用样本估计总体/5_精讲册PDF/1_11.1  用样本估计总体.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十一章统计/112成对数据的统计分析/4_精练册PDF/2_11.2  成对数据的统计分析.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十一章统计/112成对数据的统计分析/5_精讲册PDF/1_11.2  成对数据的统计分析.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/101随机事件、古典概型、条件概率与全概率公式/4_精练册PDF/2_10.1  随机事件、古典概型、条件概率与全概率公式.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/101随机事件、古典概型、条件概率与全概率公式/5_精讲册PDF/1_10.1  随机事件、古典概型、条件概率与全概率公式.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/102离散型随机变量及其分布列、均值、方差/4_精练册PDF/2_10.2  离散型随机变量及其分布列、均值、方差.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/102离散型随机变量及其分布列、均值、方差/5_精讲册PDF/1_10.2  离散型随机变量及其分布列、均值、方差.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/103二项分布、超几何分布及正态分布/4_精练册PDF/2_10.3  二项分布、超几何分布及正态分布.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/103二项分布、超几何分布及正态分布/5_精讲册PDF/1_10.3  二项分布、超几何分布及正态分布.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/高考热点13概率创新题/4_精练册PDF/2_高考热点13  概率创新题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第十章概率/高考热点13概率创新题/5_精讲册PDF/1_高考热点13  概率创新题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/41三角函数的概念、同角三角函数的基本关系及诱导公式/4_精练册PDF/2_4.1  三角函数的概念、同角三角函数的基本关系及诱导公式.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/41三角函数的概念、同角三角函数的基本关系及诱导公式/5_精讲册PDF/1_4.1  三角函数的概念、同角三角函数的基本关系及诱导公式.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/42三角恒等变换/4_精练册PDF/2_4.2  三角恒等变换.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/42三角恒等变换/5_精讲册PDF/1_4.2  三角恒等变换.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/43三角函数的图象与性质/4_精练册PDF/2_4.3  三角函数的图象与性质.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/43三角函数的图象与性质/5_精讲册PDF/1_4.3  三角函数的图象与性质.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/44解三角形/4_精练册PDF/2_4.4  解三角形.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/44解三角形/5_精讲册PDF/1_4.4  解三角形.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/高考热点4三角函数中ω的范围问题/4_精练册PDF/2_高考热点4  三角函数中ω的范围问题.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/高考热点4三角函数中ω的范围问题/5_精讲册PDF/1_高考热点4  三角函数中ω的范围问题.pdf,MATH,DUPLICATE_OF_BOOK,wusan-a-section-jingjiang,已用页图网格逐页核对：1_1.1 集合 p1–p5 ≡ 整本精讲册 p5–p9
27版五三/【01】2027版53 A版新高考一轮复习（PDF+word）/2027.新高考版.高考总复习.数学/专题资料包/第四章三角函数与解三角形/高考热点5三角形中的“爪型”模型/4_精练册PDF/2_高考热点5  三角形中的“爪型”模型.pdf,MATH,SKIP_EXERCISES,wusan-lianxi,练习题集，只要知识点不要题目
