subject,candidate_slug,status,target_node_slug,evidence_phrase,note
BIOLOGY,elective-life-healthy-living-candidate-001,NOT_COVERED,,",健康生活模块,非知识点对象",
BIOLOGY,elective-life-first-aid-candidate-001,NOT_COVERED,,",急救措施模块,非知识点对象",
BIOLOGY,elective-life-infectious-disease-candidate-001,PARTIAL,疫苗,"传染病是指由各种病原体引起的,能在人与人、动物与动物或人与动物之间相互传播的疾病",传染病防控体系未单设（疫苗为其手段之一）
BIOLOGY,elective-life-social-issues-candidate-001,NOT_COVERED,,",社会热点模块,非知识点对象",
BIOLOGY,elective-life-animal-welfare-candidate-001,NOT_COVERED,,",动物福利模块,非知识点对象",
BIOLOGY,elective-life-invasive-species-candidate-001,PARTIAL,生态系统的稳定性,"一种生物如果由于人为或自然的原因由其原产地迁移到异地,打破当地的生态平衡",入侵防控面未单设
BIOLOGY,elective-life-local-species-candidate-001,NOT_COVERED,,",地方特色动植物模块,非知识点对象",
BIOLOGY,elective-career-biopharma-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-marine-biology-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-food-safety-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-occupational-health-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-horticulture-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-environmental-crops-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-bioresources-candidate-001,NOT_COVERED,,",职业规划前瞻模块,非知识点对象",
BIOLOGY,elective-career-threatened-species-candidate-001,PARTIAL,生物多样性,"受胁物种是指受到人类活动或自然剧变的影响,其野生种群在不久的将来灭绝概率很高的物种",受胁物种保护面未单设
BIOLOGY,elective-academic-cell-molecular-candidate-001,PARTIAL,dna的双螺旋结构,"自1953年沃森和克里克发现了DNA双螺旋结构以后,生命科学才真正进入了分子生物学阶段",学科导论面
BIOLOGY,elective-academic-bioinformatics-candidate-001,NOT_COVERED,,",生物信息学未设节点",
BIOLOGY,elective-academic-neuroscience-candidate-001,PARTIAL,神经系统的结构,神经系统协调人体内部各器官的功能,神经系统疾病面未单设
BIOLOGY,elective-academic-stem-cells-candidate-001,NOT_COVERED,,",干细胞未设节点",
BIOLOGY,elective-academic-tissue-culture-candidate-001,COVERED,植物组织培养,"植物组织培养由于不需要昂贵的仪器设备和药品,可以在短时期内不受自然条件限制培育出大量具有优良性状的幼苗",
BIOLOGY,elective-academic-ecological-security-candidate-001,PARTIAL,生态系统的稳定性,生态安全是人类在生产、生活和健康等方面不受生态破坏与环境污染等影响的保障程度,生态安全概念未单设
BIOLOGY,elective-academic-campus-taxonomy-candidate-001,NOT_COVERED,,",校园动植物分类模块,非知识点对象",
